panel_id,team,sponsor,scenario,baseline_roi,counterfactual_roi,roi_delta,roi_low,roi_high,method
2018_865_Germany,Germany,Coca-Cola,player_injury_shock,4.191,3.9278,-0.2632,3.7708,4.0848,SCM-style deterministic intervention baseline
2018_865_Germany,Germany,Coca-Cola,media_surge,4.191,4.419,0.228,4.276,4.562,SCM-style deterministic intervention baseline
2018_865_Germany,Germany,Coca-Cola,budget_cut,4.191,4.0506,-0.1404,3.9286,4.1726,SCM-style deterministic intervention baseline
2018_865_Germany,Germany,Coca-Cola,budget_reallocation,4.191,4.3038,0.1128,4.1923,4.4153,SCM-style deterministic intervention baseline
2018_865_Germany,Germany,Coca-Cola,late_stage_activation,4.191,4.3794,0.1884,4.2469,4.5119,SCM-style deterministic intervention baseline
2018_865_Sweden,Sweden,Budweiser,player_injury_shock,4.191,3.9278,-0.2632,3.7708,4.0848,SCM-style deterministic intervention baseline
2018_865_Sweden,Sweden,Budweiser,media_surge,4.191,4.419,0.228,4.276,4.562,SCM-style deterministic intervention baseline
2018_865_Sweden,Sweden,Budweiser,budget_cut,4.191,4.0506,-0.1404,3.9286,4.1726,SCM-style deterministic intervention baseline
2018_865_Sweden,Sweden,Budweiser,budget_reallocation,4.191,4.3038,0.1128,4.1923,4.4153,SCM-style deterministic intervention baseline
2018_865_Sweden,Sweden,Budweiser,late_stage_activation,4.191,4.3794,0.1884,4.2469,4.5119,SCM-style deterministic intervention baseline
1978_279_France,France,Qatar Airways,player_injury_shock,4.185,3.9218,-0.2632,3.7648,4.0788,SCM-style deterministic intervention baseline
1978_279_France,France,Qatar Airways,media_surge,4.185,4.413,0.228,4.27,4.556,SCM-style deterministic intervention baseline
1978_279_France,France,Qatar Airways,budget_cut,4.185,4.0446,-0.1404,3.9226,4.1666,SCM-style deterministic intervention baseline
1978_279_France,France,Qatar Airways,budget_reallocation,4.185,4.2978,0.1128,4.1863,4.4093,SCM-style deterministic intervention baseline
1978_279_France,France,Qatar Airways,late_stage_activation,4.185,4.3734,0.1884,4.2409,4.5059,SCM-style deterministic intervention baseline
1978_279_Argentina,Argentina,Hyundai,player_injury_shock,4.185,3.9218,-0.2632,3.7648,4.0788,SCM-style deterministic intervention baseline
1978_279_Argentina,Argentina,Hyundai,media_surge,4.185,4.413,0.228,4.27,4.556,SCM-style deterministic intervention baseline
1978_279_Argentina,Argentina,Hyundai,budget_cut,4.185,4.0446,-0.1404,3.9226,4.1666,SCM-style deterministic intervention baseline
1978_279_Argentina,Argentina,Hyundai,budget_reallocation,4.185,4.2978,0.1128,4.1863,4.4093,SCM-style deterministic intervention baseline
1978_279_Argentina,Argentina,Hyundai,late_stage_activation,4.185,4.3734,0.1884,4.2409,4.5059,SCM-style deterministic intervention baseline
1994_499_Bulgaria,Bulgaria,Hisense,player_injury_shock,4.185,3.9218,-0.2632,3.7648,4.0788,SCM-style deterministic intervention baseline
1994_499_Bulgaria,Bulgaria,Hisense,media_surge,4.185,4.413,0.228,4.27,4.556,SCM-style deterministic intervention baseline
1994_499_Bulgaria,Bulgaria,Hisense,budget_cut,4.185,4.0446,-0.1404,3.9226,4.1666,SCM-style deterministic intervention baseline
1994_499_Bulgaria,Bulgaria,Hisense,budget_reallocation,4.185,4.2978,0.1128,4.1863,4.4093,SCM-style deterministic intervention baseline
1994_499_Bulgaria,Bulgaria,Hisense,late_stage_activation,4.185,4.3734,0.1884,4.2409,4.5059,SCM-style deterministic intervention baseline
1994_499_Argentina,Argentina,Hyundai,player_injury_shock,4.185,3.9218,-0.2632,3.7648,4.0788,SCM-style deterministic intervention baseline
1994_499_Argentina,Argentina,Hyundai,media_surge,4.185,4.413,0.228,4.27,4.556,SCM-style deterministic intervention baseline
1994_499_Argentina,Argentina,Hyundai,budget_cut,4.185,4.0446,-0.1404,3.9226,4.1666,SCM-style deterministic intervention baseline
1994_499_Argentina,Argentina,Hyundai,budget_reallocation,4.185,4.2978,0.1128,4.1863,4.4093,SCM-style deterministic intervention baseline
1994_499_Argentina,Argentina,Hyundai,late_stage_activation,4.185,4.3734,0.1884,4.2409,4.5059,SCM-style deterministic intervention baseline
2014_773_Brazil,Brazil,Adidas,player_injury_shock,4.184,3.9208,-0.2632,3.7638,4.0778,SCM-style deterministic intervention baseline
2014_773_Brazil,Brazil,Adidas,media_surge,4.184,4.412,0.228,4.269,4.555,SCM-style deterministic intervention baseline
2014_773_Brazil,Brazil,Adidas,budget_cut,4.184,4.0436,-0.1404,3.9216,4.1656,SCM-style deterministic intervention baseline
2014_773_Brazil,Brazil,Adidas,budget_reallocation,4.184,4.2968,0.1128,4.1853,4.4083,SCM-style deterministic intervention baseline
2014_773_Brazil,Brazil,Adidas,late_stage_activation,4.184,4.3724,0.1884,4.2399,4.5049,SCM-style deterministic intervention baseline
1986_387_Argentina,Argentina,Hyundai,player_injury_shock,4.184,3.9208,-0.2632,3.7638,4.0778,SCM-style deterministic intervention baseline
1986_387_Argentina,Argentina,Hyundai,media_surge,4.184,4.412,0.228,4.269,4.555,SCM-style deterministic intervention baseline
1986_387_Argentina,Argentina,Hyundai,budget_cut,4.184,4.0436,-0.1404,3.9216,4.1656,SCM-style deterministic intervention baseline
1986_387_Argentina,Argentina,Hyundai,budget_reallocation,4.184,4.2968,0.1128,4.1853,4.4083,SCM-style deterministic intervention baseline
1986_387_Argentina,Argentina,Hyundai,late_stage_activation,4.184,4.3724,0.1884,4.2399,4.5049,SCM-style deterministic intervention baseline
1986_387_Bulgaria,Bulgaria,Hisense,player_injury_shock,4.184,3.9208,-0.2632,3.7638,4.0778,SCM-style deterministic intervention baseline
1986_387_Bulgaria,Bulgaria,Hisense,media_surge,4.184,4.412,0.228,4.269,4.555,SCM-style deterministic intervention baseline
1986_387_Bulgaria,Bulgaria,Hisense,budget_cut,4.184,4.0436,-0.1404,3.9216,4.1656,SCM-style deterministic intervention baseline
1986_387_Bulgaria,Bulgaria,Hisense,budget_reallocation,4.184,4.2968,0.1128,4.1853,4.4083,SCM-style deterministic intervention baseline
1986_387_Bulgaria,Bulgaria,Hisense,late_stage_activation,4.184,4.3724,0.1884,4.2399,4.5049,SCM-style deterministic intervention baseline
2014_773_Croatia,Croatia,Hisense,player_injury_shock,4.184,3.9208,-0.2632,3.7638,4.0778,SCM-style deterministic intervention baseline
2014_773_Croatia,Croatia,Hisense,media_surge,4.184,4.412,0.228,4.269,4.555,SCM-style deterministic intervention baseline
2014_773_Croatia,Croatia,Hisense,budget_cut,4.184,4.0436,-0.1404,3.9216,4.1656,SCM-style deterministic intervention baseline
2014_773_Croatia,Croatia,Hisense,budget_reallocation,4.184,4.2968,0.1128,4.1853,4.4083,SCM-style deterministic intervention baseline
2014_773_Croatia,Croatia,Hisense,late_stage_activation,4.184,4.3724,0.1884,4.2399,4.5049,SCM-style deterministic intervention baseline
1982_326_New_Zealand,New Zealand,McDonald's,player_injury_shock,4.179,3.9158,-0.2632,3.7588,4.0728,SCM-style deterministic intervention baseline
1982_326_New_Zealand,New Zealand,McDonald's,media_surge,4.179,4.407,0.228,4.264,4.55,SCM-style deterministic intervention baseline
1982_326_New_Zealand,New Zealand,McDonald's,budget_cut,4.179,4.0386,-0.1404,3.9166,4.1606,SCM-style deterministic intervention baseline
1982_326_New_Zealand,New Zealand,McDonald's,budget_reallocation,4.179,4.2918,0.1128,4.1803,4.4033,SCM-style deterministic intervention baseline
1982_326_New_Zealand,New Zealand,McDonald's,late_stage_activation,4.179,4.3674,0.1884,4.2349,4.4999,SCM-style deterministic intervention baseline
1982_326_Russia,Russia,Hyundai,player_injury_shock,4.179,3.9158,-0.2632,3.7588,4.0728,SCM-style deterministic intervention baseline
1982_326_Russia,Russia,Hyundai,media_surge,4.179,4.407,0.228,4.264,4.55,SCM-style deterministic intervention baseline
1982_326_Russia,Russia,Hyundai,budget_cut,4.179,4.0386,-0.1404,3.9166,4.1606,SCM-style deterministic intervention baseline
1982_326_Russia,Russia,Hyundai,budget_reallocation,4.179,4.2918,0.1128,4.1803,4.4033,SCM-style deterministic intervention baseline
1982_326_Russia,Russia,Hyundai,late_stage_activation,4.179,4.3674,0.1884,4.2349,4.4999,SCM-style deterministic intervention baseline
2010_770_Spain,Spain,Budweiser,player_injury_shock,4.178,3.9148,-0.2632,3.7578,4.0718,SCM-style deterministic intervention baseline
2010_770_Spain,Spain,Budweiser,media_surge,4.178,4.406,0.228,4.263,4.549,SCM-style deterministic intervention baseline
2010_770_Spain,Spain,Budweiser,budget_cut,4.178,4.0376,-0.1404,3.9156,4.1596,SCM-style deterministic intervention baseline
2010_770_Spain,Spain,Budweiser,budget_reallocation,4.178,4.2908,0.1128,4.1793,4.4023,SCM-style deterministic intervention baseline
2010_770_Spain,Spain,Budweiser,late_stage_activation,4.178,4.3664,0.1884,4.2339,4.4989,SCM-style deterministic intervention baseline
2010_770_Germany,Germany,Coca-Cola,player_injury_shock,4.178,3.9148,-0.2632,3.7578,4.0718,SCM-style deterministic intervention baseline
2010_770_Germany,Germany,Coca-Cola,media_surge,4.178,4.406,0.228,4.263,4.549,SCM-style deterministic intervention baseline
2010_770_Germany,Germany,Coca-Cola,budget_cut,4.178,4.0376,-0.1404,3.9156,4.1596,SCM-style deterministic intervention baseline
2010_770_Germany,Germany,Coca-Cola,budget_reallocation,4.178,4.2908,0.1128,4.1793,4.4023,SCM-style deterministic intervention baseline
2010_770_Germany,Germany,Coca-Cola,late_stage_activation,4.178,4.3664,0.1884,4.2339,4.4989,SCM-style deterministic intervention baseline
2002_585_Nigeria,Nigeria,Coca-Cola,player_injury_shock,4.173,3.9098,-0.2632,3.7528,4.0668,SCM-style deterministic intervention baseline
2002_585_Nigeria,Nigeria,Coca-Cola,media_surge,4.173,4.401,0.228,4.258,4.544,SCM-style deterministic intervention baseline
2002_585_Nigeria,Nigeria,Coca-Cola,budget_cut,4.173,4.0326,-0.1404,3.9106,4.1546,SCM-style deterministic intervention baseline
2002_585_Nigeria,Nigeria,Coca-Cola,budget_reallocation,4.173,4.2858,0.1128,4.1743,4.3973,SCM-style deterministic intervention baseline
2002_585_Nigeria,Nigeria,Coca-Cola,late_stage_activation,4.173,4.3614,0.1884,4.2289,4.4939,SCM-style deterministic intervention baseline
2002_585_Argentina,Argentina,Hyundai,player_injury_shock,4.173,3.9098,-0.2632,3.7528,4.0668,SCM-style deterministic intervention baseline
2002_585_Argentina,Argentina,Hyundai,media_surge,4.173,4.401,0.228,4.258,4.544,SCM-style deterministic intervention baseline
2002_585_Argentina,Argentina,Hyundai,budget_cut,4.173,4.0326,-0.1404,3.9106,4.1546,SCM-style deterministic intervention baseline
2002_585_Argentina,Argentina,Hyundai,budget_reallocation,4.173,4.2858,0.1128,4.1743,4.3973,SCM-style deterministic intervention baseline
2002_585_Argentina,Argentina,Hyundai,late_stage_activation,4.173,4.3614,0.1884,4.2289,4.4939,SCM-style deterministic intervention baseline
1986_366_Russia,Russia,Hyundai,player_injury_shock,4.171,3.9078,-0.2632,3.7508,4.0648,SCM-style deterministic intervention baseline
1986_366_Russia,Russia,Hyundai,media_surge,4.171,4.399,0.228,4.256,4.542,SCM-style deterministic intervention baseline
1986_366_Russia,Russia,Hyundai,budget_cut,4.171,4.0306,-0.1404,3.9086,4.1526,SCM-style deterministic intervention baseline
1986_366_Russia,Russia,Hyundai,budget_reallocation,4.171,4.2838,0.1128,4.1723,4.3953,SCM-style deterministic intervention baseline
1986_366_Russia,Russia,Hyundai,late_stage_activation,4.171,4.3594,0.1884,4.2269,4.4919,SCM-style deterministic intervention baseline
1986_366_Hungary,Hungary,Adidas,player_injury_shock,4.171,3.9078,-0.2632,3.7508,4.0648,SCM-style deterministic intervention baseline
1986_366_Hungary,Hungary,Adidas,media_surge,4.171,4.399,0.228,4.256,4.542,SCM-style deterministic intervention baseline
1986_366_Hungary,Hungary,Adidas,budget_cut,4.171,4.0306,-0.1404,3.9086,4.1526,SCM-style deterministic intervention baseline
1986_366_Hungary,Hungary,Adidas,budget_reallocation,4.171,4.2838,0.1128,4.1723,4.3953,SCM-style deterministic intervention baseline
1986_366_Hungary,Hungary,Adidas,late_stage_activation,4.171,4.3594,0.1884,4.2269,4.4919,SCM-style deterministic intervention baseline
2010_759_Mexico,Mexico,Hyundai,player_injury_shock,4.17,3.9068,-0.2632,3.7498,4.0638,SCM-style deterministic intervention baseline
2010_759_Mexico,Mexico,Hyundai,media_surge,4.17,4.398,0.228,4.255,4.541,SCM-style deterministic intervention baseline
2010_759_Mexico,Mexico,Hyundai,budget_cut,4.17,4.0296,-0.1404,3.9076,4.1516,SCM-style deterministic intervention baseline
2010_759_Mexico,Mexico,Hyundai,budget_reallocation,4.17,4.2828,0.1128,4.1713,4.3943,SCM-style deterministic intervention baseline
2010_759_Mexico,Mexico,Hyundai,late_stage_activation,4.17,4.3584,0.1884,4.2259,4.4909,SCM-style deterministic intervention baseline
2010_759_Argentina,Argentina,Hyundai,player_injury_shock,4.17,3.9068,-0.2632,3.7498,4.0638,SCM-style deterministic intervention baseline
2010_759_Argentina,Argentina,Hyundai,media_surge,4.17,4.398,0.228,4.255,4.541,SCM-style deterministic intervention baseline
2010_759_Argentina,Argentina,Hyundai,budget_cut,4.17,4.0296,-0.1404,3.9076,4.1516,SCM-style deterministic intervention baseline
2010_759_Argentina,Argentina,Hyundai,budget_reallocation,4.17,4.2828,0.1128,4.1713,4.3943,SCM-style deterministic intervention baseline
2010_759_Argentina,Argentina,Hyundai,late_stage_activation,4.17,4.3584,0.1884,4.2259,4.4909,SCM-style deterministic intervention baseline
1998_527_Argentina,Argentina,Hyundai,player_injury_shock,4.168,3.9048,-0.2632,3.7478,4.0618,SCM-style deterministic intervention baseline
1998_527_Argentina,Argentina,Hyundai,media_surge,4.168,4.396,0.228,4.253,4.539,SCM-style deterministic intervention baseline
1998_527_Argentina,Argentina,Hyundai,budget_cut,4.168,4.0276,-0.1404,3.9056,4.1496,SCM-style deterministic intervention baseline
1998_527_Argentina,Argentina,Hyundai,budget_reallocation,4.168,4.2808,0.1128,4.1693,4.3923,SCM-style deterministic intervention baseline
1998_527_Argentina,Argentina,Hyundai,late_stage_activation,4.168,4.3564,0.1884,4.2239,4.4889,SCM-style deterministic intervention baseline
1998_527_Japan,Japan,Adidas,player_injury_shock,4.168,3.9048,-0.2632,3.7478,4.0618,SCM-style deterministic intervention baseline
1998_527_Japan,Japan,Adidas,media_surge,4.168,4.396,0.228,4.253,4.539,SCM-style deterministic intervention baseline
1998_527_Japan,Japan,Adidas,budget_cut,4.168,4.0276,-0.1404,3.9056,4.1496,SCM-style deterministic intervention baseline
1998_527_Japan,Japan,Adidas,budget_reallocation,4.168,4.2808,0.1128,4.1693,4.3923,SCM-style deterministic intervention baseline
1998_527_Japan,Japan,Adidas,late_stage_activation,4.168,4.3564,0.1884,4.2239,4.4889,SCM-style deterministic intervention baseline
2006_694_Germany,Germany,Coca-Cola,player_injury_shock,4.168,3.9048,-0.2632,3.7478,4.0618,SCM-style deterministic intervention baseline
2006_694_Germany,Germany,Coca-Cola,media_surge,4.168,4.396,0.228,4.253,4.539,SCM-style deterministic intervention baseline
2006_694_Germany,Germany,Coca-Cola,budget_cut,4.168,4.0276,-0.1404,3.9056,4.1496,SCM-style deterministic intervention baseline
2006_694_Germany,Germany,Coca-Cola,budget_reallocation,4.168,4.2808,0.1128,4.1693,4.3923,SCM-style deterministic intervention baseline
2006_694_Germany,Germany,Coca-Cola,late_stage_activation,4.168,4.3564,0.1884,4.2239,4.4889,SCM-style deterministic intervention baseline
2006_694_Sweden,Sweden,Budweiser,player_injury_shock,4.168,3.9048,-0.2632,3.7478,4.0618,SCM-style deterministic intervention baseline
2006_694_Sweden,Sweden,Budweiser,media_surge,4.168,4.396,0.228,4.253,4.539,SCM-style deterministic intervention baseline
2006_694_Sweden,Sweden,Budweiser,budget_cut,4.168,4.0276,-0.1404,3.9056,4.1496,SCM-style deterministic intervention baseline
2006_694_Sweden,Sweden,Budweiser,budget_reallocation,4.168,4.2808,0.1128,4.1693,4.3923,SCM-style deterministic intervention baseline
2006_694_Sweden,Sweden,Budweiser,late_stage_activation,4.168,4.3564,0.1884,4.2239,4.4889,SCM-style deterministic intervention baseline
2010_760_England,England,McDonald's,player_injury_shock,4.164,3.9008,-0.2632,3.7438,4.0578,SCM-style deterministic intervention baseline
2010_760_England,England,McDonald's,media_surge,4.164,4.392,0.228,4.249,4.535,SCM-style deterministic intervention baseline
2010_760_England,England,McDonald's,budget_cut,4.164,4.0236,-0.1404,3.9016,4.1456,SCM-style deterministic intervention baseline
2010_760_England,England,McDonald's,budget_reallocation,4.164,4.2768,0.1128,4.1653,4.3883,SCM-style deterministic intervention baseline
2010_760_England,England,McDonald's,late_stage_activation,4.164,4.3524,0.1884,4.2199,4.4849,SCM-style deterministic intervention baseline
2010_760_Germany,Germany,Coca-Cola,player_injury_shock,4.164,3.9008,-0.2632,3.7438,4.0578,SCM-style deterministic intervention baseline
2010_760_Germany,Germany,Coca-Cola,media_surge,4.164,4.392,0.228,4.249,4.535,SCM-style deterministic intervention baseline
2010_760_Germany,Germany,Coca-Cola,budget_cut,4.164,4.0236,-0.1404,3.9016,4.1456,SCM-style deterministic intervention baseline
2010_760_Germany,Germany,Coca-Cola,budget_reallocation,4.164,4.2768,0.1128,4.1653,4.3883,SCM-style deterministic intervention baseline
2010_760_Germany,Germany,Coca-Cola,late_stage_activation,4.164,4.3524,0.1884,4.2199,4.4849,SCM-style deterministic intervention baseline
2014_829_Brazil,Brazil,Adidas,player_injury_shock,4.163,3.8998,-0.2632,3.7428,4.0568,SCM-style deterministic intervention baseline
2014_829_Brazil,Brazil,Adidas,media_surge,4.163,4.391,0.228,4.248,4.534,SCM-style deterministic intervention baseline
2014_829_Brazil,Brazil,Adidas,budget_cut,4.163,4.0226,-0.1404,3.9006,4.1446,SCM-style deterministic intervention baseline
2014_829_Brazil,Brazil,Adidas,budget_reallocation,4.163,4.2758,0.1128,4.1643,4.3873,SCM-style deterministic intervention baseline
2014_829_Brazil,Brazil,Adidas,late_stage_activation,4.163,4.3514,0.1884,4.2189,4.4839,SCM-style deterministic intervention baseline
2014_829_Colombia,Colombia,Vivo,player_injury_shock,4.163,3.8998,-0.2632,3.7428,4.0568,SCM-style deterministic intervention baseline
2014_829_Colombia,Colombia,Vivo,media_surge,4.163,4.391,0.228,4.248,4.534,SCM-style deterministic intervention baseline
2014_829_Colombia,Colombia,Vivo,budget_cut,4.163,4.0226,-0.1404,3.9006,4.1446,SCM-style deterministic intervention baseline
2014_829_Colombia,Colombia,Vivo,budget_reallocation,4.163,4.2758,0.1128,4.1643,4.3873,SCM-style deterministic intervention baseline
2014_829_Colombia,Colombia,Vivo,late_stage_activation,4.163,4.3514,0.1884,4.2189,4.4839,SCM-style deterministic intervention baseline
1998_571_Argentina,Argentina,Hyundai,player_injury_shock,4.162,3.8988,-0.2632,3.7418,4.0558,SCM-style deterministic intervention baseline
1998_571_Argentina,Argentina,Hyundai,media_surge,4.162,4.39,0.228,4.247,4.533,SCM-style deterministic intervention baseline
1998_571_Argentina,Argentina,Hyundai,budget_cut,4.162,4.0216,-0.1404,3.8996,4.1436,SCM-style deterministic intervention baseline
1998_571_Argentina,Argentina,Hyundai,budget_reallocation,4.162,4.2748,0.1128,4.1633,4.3863,SCM-style deterministic intervention baseline
1998_571_Argentina,Argentina,Hyundai,late_stage_activation,4.162,4.3504,0.1884,4.2179,4.4829,SCM-style deterministic intervention baseline
1998_571_England,England,McDonald's,player_injury_shock,4.162,3.8988,-0.2632,3.7418,4.0558,SCM-style deterministic intervention baseline
1998_571_England,England,McDonald's,media_surge,4.162,4.39,0.228,4.247,4.533,SCM-style deterministic intervention baseline
1998_571_England,England,McDonald's,budget_cut,4.162,4.0216,-0.1404,3.8996,4.1436,SCM-style deterministic intervention baseline
1998_571_England,England,McDonald's,budget_reallocation,4.162,4.2748,0.1128,4.1633,4.3863,SCM-style deterministic intervention baseline
1998_571_England,England,McDonald's,late_stage_activation,4.162,4.3504,0.1884,4.2179,4.4829,SCM-style deterministic intervention baseline
2014_827_Argentina,Argentina,Hyundai,player_injury_shock,4.161,3.8978,-0.2632,3.7408,4.0548,SCM-style deterministic intervention baseline
2014_827_Argentina,Argentina,Hyundai,media_surge,4.161,4.389,0.228,4.246,4.532,SCM-style deterministic intervention baseline
2014_827_Argentina,Argentina,Hyundai,budget_cut,4.161,4.0206,-0.1404,3.8986,4.1426,SCM-style deterministic intervention baseline
2014_827_Argentina,Argentina,Hyundai,budget_reallocation,4.161,4.2738,0.1128,4.1623,4.3853,SCM-style deterministic intervention baseline
2014_827_Argentina,Argentina,Hyundai,late_stage_activation,4.161,4.3494,0.1884,4.2169,4.4819,SCM-style deterministic intervention baseline
2014_827_Switzerland,Switzerland,Adidas,player_injury_shock,4.161,3.8978,-0.2632,3.7408,4.0548,SCM-style deterministic intervention baseline
2014_827_Switzerland,Switzerland,Adidas,media_surge,4.161,4.389,0.228,4.246,4.532,SCM-style deterministic intervention baseline
2014_827_Switzerland,Switzerland,Adidas,budget_cut,4.161,4.0206,-0.1404,3.8986,4.1426,SCM-style deterministic intervention baseline
2014_827_Switzerland,Switzerland,Adidas,budget_reallocation,4.161,4.2738,0.1128,4.1623,4.3853,SCM-style deterministic intervention baseline
2014_827_Switzerland,Switzerland,Adidas,late_stage_activation,4.161,4.3494,0.1884,4.2169,4.4819,SCM-style deterministic intervention baseline
2010_735_Ivory_Coast,Ivory Coast,Budweiser,player_injury_shock,4.16,3.8968,-0.2632,3.7398,4.0538,SCM-style deterministic intervention baseline
2010_735_Ivory_Coast,Ivory Coast,Budweiser,media_surge,4.16,4.388,0.228,4.245,4.531,SCM-style deterministic intervention baseline
2010_735_Ivory_Coast,Ivory Coast,Budweiser,budget_cut,4.16,4.0196,-0.1404,3.8976,4.1416,SCM-style deterministic intervention baseline
2010_735_Ivory_Coast,Ivory Coast,Budweiser,budget_reallocation,4.16,4.2728,0.1128,4.1613,4.3843,SCM-style deterministic intervention baseline
2010_735_Ivory_Coast,Ivory Coast,Budweiser,late_stage_activation,4.16,4.3484,0.1884,4.2159,4.4809,SCM-style deterministic intervention baseline
2010_735_Brazil,Brazil,Adidas,player_injury_shock,4.16,3.8968,-0.2632,3.7398,4.0538,SCM-style deterministic intervention baseline
2010_735_Brazil,Brazil,Adidas,media_surge,4.16,4.388,0.228,4.245,4.531,SCM-style deterministic intervention baseline
2010_735_Brazil,Brazil,Adidas,budget_cut,4.16,4.0196,-0.1404,3.8976,4.1416,SCM-style deterministic intervention baseline
2010_735_Brazil,Brazil,Adidas,budget_reallocation,4.16,4.2728,0.1128,4.1613,4.3843,SCM-style deterministic intervention baseline
2010_735_Brazil,Brazil,Adidas,late_stage_activation,4.16,4.3484,0.1884,4.2159,4.4809,SCM-style deterministic intervention baseline
1990_418_Germany,Germany,Coca-Cola,player_injury_shock,4.159,3.8958,-0.2632,3.7388,4.0528,SCM-style deterministic intervention baseline
1990_418_Germany,Germany,Coca-Cola,media_surge,4.159,4.387,0.228,4.244,4.53,SCM-style deterministic intervention baseline
1990_418_Germany,Germany,Coca-Cola,budget_cut,4.159,4.0186,-0.1404,3.8966,4.1406,SCM-style deterministic intervention baseline
1990_418_Germany,Germany,Coca-Cola,budget_reallocation,4.159,4.2718,0.1128,4.1603,4.3833,SCM-style deterministic intervention baseline
1990_418_Germany,Germany,Coca-Cola,late_stage_activation,4.159,4.3474,0.1884,4.2149,4.4799,SCM-style deterministic intervention baseline
1990_418_Yugoslavia,Yugoslavia,Qatar Airways,player_injury_shock,4.159,3.8958,-0.2632,3.7388,4.0528,SCM-style deterministic intervention baseline
1990_418_Yugoslavia,Yugoslavia,Qatar Airways,media_surge,4.159,4.387,0.228,4.244,4.53,SCM-style deterministic intervention baseline
1990_418_Yugoslavia,Yugoslavia,Qatar Airways,budget_cut,4.159,4.0186,-0.1404,3.8966,4.1406,SCM-style deterministic intervention baseline
1990_418_Yugoslavia,Yugoslavia,Qatar Airways,budget_reallocation,4.159,4.2718,0.1128,4.1603,4.3833,SCM-style deterministic intervention baseline
1990_418_Yugoslavia,Yugoslavia,Qatar Airways,late_stage_activation,4.159,4.3474,0.1884,4.2149,4.4799,SCM-style deterministic intervention baseline
1982_336_Argentina,Argentina,Hyundai,player_injury_shock,4.158,3.8948,-0.2632,3.7378,4.0518,SCM-style deterministic intervention baseline
1982_336_Argentina,Argentina,Hyundai,media_surge,4.158,4.386,0.228,4.243,4.529,SCM-style deterministic intervention baseline
1982_336_Argentina,Argentina,Hyundai,budget_cut,4.158,4.0176,-0.1404,3.8956,4.1396,SCM-style deterministic intervention baseline
1982_336_Argentina,Argentina,Hyundai,budget_reallocation,4.158,4.2708,0.1128,4.1593,4.3823,SCM-style deterministic intervention baseline
1982_336_Argentina,Argentina,Hyundai,late_stage_activation,4.158,4.3464,0.1884,4.2139,4.4789,SCM-style deterministic intervention baseline
1982_335_Russia,Russia,Hyundai,player_injury_shock,4.158,3.8948,-0.2632,3.7378,4.0518,SCM-style deterministic intervention baseline
1982_335_Russia,Russia,Hyundai,media_surge,4.158,4.386,0.228,4.243,4.529,SCM-style deterministic intervention baseline
1982_335_Russia,Russia,Hyundai,budget_cut,4.158,4.0176,-0.1404,3.8956,4.1396,SCM-style deterministic intervention baseline
1982_335_Russia,Russia,Hyundai,budget_reallocation,4.158,4.2708,0.1128,4.1593,4.3823,SCM-style deterministic intervention baseline
1982_335_Russia,Russia,Hyundai,late_stage_activation,4.158,4.3464,0.1884,4.2139,4.4789,SCM-style deterministic intervention baseline
