node,node_type,gcn_score,graphsage_score,combined_graph_score,embedding_degree,embedding_pagerank,embedding_betweenness,embedding_closeness
match_924,match,0.430067,0.242524,0.326918,0.212958,0.21497,0.016265,0.817694
match_537,match,0.429117,0.242763,0.326622,0.210789,0.214619,0.023649,0.819225
match_874,match,0.429688,0.242142,0.326537,0.212407,0.214456,0.016364,0.817687
match_674,match,0.429608,0.242135,0.326498,0.21222,0.216301,0.013191,0.818392
match_478,match,0.429313,0.242197,0.326399,0.211076,0.214464,0.020106,0.818348
match_849,match,0.428923,0.242246,0.326251,0.212,0.215942,0.014897,0.81879
match_40,match,0.428439,0.242073,0.325938,0.210171,0.213987,0.022071,0.819467
match_538,match,0.428966,0.241597,0.325913,0.213096,0.215308,0.010065,0.816762
match_25,match,0.425889,0.243793,0.325736,0.203224,0.208853,0.063841,0.816163
match_440,match,0.426938,0.242081,0.325266,0.20756,0.21111,0.038006,0.814113
match_449,match,0.426755,0.241984,0.325131,0.207424,0.21124,0.038071,0.813303
match_555,match,0.42589,0.240345,0.32384,0.209636,0.213678,0.014166,0.818163
match_798,match,0.425734,0.240382,0.32379,0.207724,0.210983,0.024434,0.818447
match_829,match,0.424476,0.241208,0.323678,0.20307,0.207989,0.050288,0.815128
match_427,match,0.425488,0.239845,0.323384,0.202891,0.208504,0.040735,0.816161
match_638,match,0.424701,0.240479,0.323379,0.205923,0.209443,0.035577,0.814181
match_416,match,0.424539,0.239809,0.322937,0.205014,0.210372,0.03287,0.813387
match_531,match,0.423999,0.239687,0.322627,0.205401,0.208906,0.033068,0.814179
match_897,match,0.423472,0.239413,0.322239,0.206996,0.210731,0.020316,0.819397
match_411,match,0.423121,0.239213,0.321972,0.206703,0.210443,0.020418,0.819393
match_868,match,0.422645,0.239355,0.321835,0.205315,0.208991,0.031618,0.813334
match_669,match,0.423043,0.238805,0.321712,0.200881,0.20644,0.043631,0.816157
match_628,match,0.421645,0.238819,0.321091,0.204272,0.207941,0.03299,0.813517
match_681,match,0.421686,0.238747,0.32107,0.203789,0.209677,0.029946,0.815035
match_74,match,0.42118,0.239091,0.321031,0.201076,0.205987,0.046366,0.815005
match_489,match,0.421287,0.238948,0.321,0.202744,0.20778,0.0378,0.814595
match_231,match,0.421422,0.238665,0.320906,0.203901,0.207417,0.033742,0.81395
match_211,match,0.42021,0.239371,0.320749,0.199815,0.205377,0.052289,0.815845
match_730,match,0.420939,0.238496,0.320596,0.204341,0.207863,0.030741,0.81379
match_194,match,0.421025,0.23824,0.320493,0.203651,0.207154,0.032265,0.813948
match_545,match,0.419571,0.237796,0.319595,0.203653,0.207141,0.029625,0.813755
match_1,match,0.41912,0.238124,0.319572,0.20153,0.207042,0.036503,0.816076
match_506,match,0.419244,0.23773,0.319411,0.197097,0.202101,0.055887,0.81535
match_812,match,0.418814,0.237695,0.319199,0.201607,0.206658,0.035502,0.814112
match_655,match,0.419333,0.236809,0.318945,0.202347,0.206389,0.029846,0.811655
match_904,match,0.419216,0.236777,0.318874,0.201965,0.205894,0.030745,0.813036
match_229,match,0.41881,0.237066,0.318851,0.199382,0.204233,0.041649,0.815013
match_454,match,0.418714,0.236835,0.318681,0.198722,0.20422,0.04159,0.815871
match_914,match,0.417978,0.236769,0.318313,0.19948,0.204356,0.03942,0.814812
match_78,match,0.416207,0.236391,0.317308,0.198839,0.204413,0.038306,0.815603
match_811,match,0.416404,0.235869,0.31711,0.196855,0.202281,0.044304,0.815888
match_929,match,0.415682,0.235498,0.316581,0.20128,0.205024,0.026386,0.812807
match_99,match,0.41514,0.235638,0.316414,0.19878,0.203741,0.035673,0.814447
match_372,match,0.415458,0.234947,0.316177,0.198712,0.20229,0.034392,0.813955
match_851,match,0.415334,0.234944,0.316119,0.198983,0.20405,0.030514,0.813957
match_820,match,0.41522,0.2344,0.315769,0.197297,0.200921,0.037232,0.81428
match_936,match,0.41457,0.234846,0.315722,0.198409,0.203991,0.030764,0.815383
match_546,match,0.413128,0.234284,0.314764,0.196523,0.202183,0.035873,0.815328
match_676,match,0.412809,0.233492,0.314185,0.19695,0.202269,0.030814,0.8133
match_879,match,0.412465,0.23353,0.314051,0.19407,0.199015,0.044108,0.814765
match_469,match,0.412281,0.233604,0.314008,0.195563,0.200581,0.037658,0.814567
match_419,match,0.411986,0.233506,0.313822,0.194862,0.200475,0.038561,0.815665
match_382,match,0.411386,0.233545,0.313573,0.198563,0.202161,0.02688,0.812997
match_828,match,0.410812,0.233467,0.313272,0.196537,0.201893,0.030911,0.815839
match_771,match,0.411093,0.233175,0.313238,0.196009,0.199484,0.036008,0.813943
match_584,match,0.410125,0.232679,0.31253,0.197239,0.200892,0.02752,0.812961
match_529,match,0.409838,0.232328,0.312207,0.195779,0.201427,0.02741,0.814843
match_845,match,0.409157,0.232548,0.312022,0.196201,0.201733,0.027051,0.814821
match_855,match,0.408408,0.232327,0.311563,0.194498,0.199976,0.033365,0.815265
sponsor:Vivo,sponsor,0.231743,0.375313,0.310706,0.365469,0.381645,0.084963,0.867421
match_434,match,0.406627,0.231591,0.310357,0.194056,0.199336,0.030931,0.815616
match_862,match,0.406391,0.230712,0.309768,0.19329,0.198267,0.030547,0.813969
match_239,match,0.40547,0.231177,0.309609,0.19826,0.201275,0.016972,0.809044
match_780,match,0.40555,0.230819,0.309448,0.192853,0.198289,0.0318,0.814974
match_945,match,0.404885,0.229912,0.30865,0.192342,0.197308,0.029979,0.813918
match_667,match,0.404082,0.230499,0.308612,0.197347,0.200387,0.017313,0.80841
match_488,match,0.404178,0.230394,0.308597,0.197186,0.200367,0.016882,0.808843
match_679,match,0.404132,0.230376,0.308566,0.194525,0.199765,0.026533,0.807148
match_248,match,0.403269,0.230868,0.308449,0.196228,0.1992,0.024492,0.809082
match_61,match,0.403675,0.230328,0.308334,0.196438,0.199423,0.020122,0.809079
match_342,match,0.403396,0.229606,0.307812,0.190986,0.19661,0.036932,0.807924
match_157,match,0.402657,0.230208,0.30781,0.189751,0.195289,0.046186,0.808517
match_556,match,0.401981,0.229444,0.307086,0.195519,0.198438,0.01891,0.809168
match_55,match,0.401312,0.229606,0.306873,0.189949,0.195348,0.041805,0.808431
match_515,match,0.402046,0.228956,0.306847,0.196119,0.199095,0.013095,0.808998
match_543,match,0.400956,0.229511,0.306661,0.189965,0.195309,0.041188,0.808501
match_286,match,0.405326,0.225767,0.306568,0.195768,0.199309,0.017086,0.771731
match_505,match,0.401592,0.228658,0.306478,0.191077,0.196516,0.030802,0.808101
match_772,match,0.401059,0.229002,0.306428,0.194119,0.197023,0.022612,0.80923
match_902,match,0.401172,0.228878,0.30641,0.194929,0.197989,0.018144,0.808704
match_293,match,0.400817,0.228799,0.306207,0.195245,0.198211,0.016226,0.808904
match_215,match,0.404254,0.224461,0.305368,0.195238,0.198492,0.012225,0.77118
match_356,match,0.399884,0.227878,0.305281,0.188814,0.193874,0.037032,0.808135
match_375,match,0.399801,0.227897,0.305254,0.188631,0.194147,0.037045,0.808379
match_631,match,0.399338,0.228111,0.305163,0.189832,0.194974,0.033934,0.807656
match_254,match,0.403208,0.224739,0.30505,0.193238,0.196811,0.022257,0.771814
match_466,match,0.399398,0.227725,0.304978,0.189226,0.194277,0.03423,0.80807
match_330,match,0.399161,0.227697,0.304856,0.189632,0.19515,0.031337,0.808111
match_67,match,0.398808,0.227897,0.304807,0.186966,0.192141,0.045501,0.808129
match_776,match,0.398957,0.227681,0.304755,0.192802,0.195649,0.02055,0.809225
match_792,match,0.398883,0.227589,0.304671,0.193609,0.196495,0.016299,0.809025
match_781,match,0.398507,0.227855,0.304648,0.190392,0.195476,0.030236,0.807031
match_810,match,0.402916,0.22418,0.304611,0.195468,0.198736,0.009573,0.770872
match_535,match,0.39852,0.227291,0.304344,0.189246,0.194646,0.030748,0.808174
match_737,match,0.398471,0.227247,0.304298,0.189933,0.195165,0.028432,0.80683
match_75,match,0.401844,0.224387,0.304242,0.193275,0.196302,0.020723,0.771998
match_318,match,0.398443,0.227132,0.304222,0.189315,0.194697,0.029469,0.808172
match_202,match,0.40217,0.223986,0.304169,0.193802,0.197426,0.014997,0.771584
match_713,match,0.398407,0.227037,0.304153,0.188292,0.193655,0.033951,0.807671
team:Bulgaria,team,0.378487,0.243104,0.304026,0.182477,0.186218,0.124406,0.871184
team:Netherlands,team,0.361813,0.256656,0.303977,0.18246,0.186118,0.206401,0.875873
match_534,match,0.397921,0.227091,0.303965,0.189759,0.195062,0.027977,0.807081
match_753,match,0.397889,0.227019,0.30391,0.192753,0.195648,0.016684,0.809015
match_918,match,0.397479,0.22714,0.303793,0.188612,0.19399,0.032906,0.807967
match_733,match,0.397343,0.227171,0.303748,0.189246,0.194419,0.031177,0.806922
match_314,match,0.397518,0.226755,0.303599,0.189667,0.194991,0.026246,0.807117
match_393,match,0.39746,0.22676,0.303575,0.192546,0.195552,0.015866,0.808961
match_432,match,0.39719,0.226868,0.303513,0.185812,0.191171,0.043828,0.808539
match_848,match,0.39703,0.226971,0.303497,0.188295,0.193358,0.033921,0.807874
match_808,match,0.400887,0.223526,0.303339,0.192506,0.195978,0.018323,0.771678
match_278,match,0.39672,0.226363,0.303024,0.193251,0.196295,0.010256,0.80864
match_632,match,0.400215,0.223397,0.302965,0.19326,0.196364,0.014775,0.771518
match_294,match,0.400316,0.222887,0.30273,0.19225,0.195255,0.016137,0.771989
match_447,match,0.396587,0.225935,0.302728,0.186554,0.192061,0.034684,0.807933
match_296,match,0.395885,0.226031,0.302466,0.18602,0.191423,0.037724,0.80828
match_76,match,0.396027,0.225898,0.302456,0.187444,0.192692,0.031017,0.807572
match_729,match,0.395881,0.225998,0.302445,0.186233,0.191657,0.036494,0.808275
match_339,match,0.399567,0.22263,0.302252,0.192556,0.196139,0.012461,0.77142
team:Israel,team,0.396614,0.22465,0.302034,0.189864,0.193286,0.019339,0.800986
match_275,match,0.395542,0.225523,0.302031,0.185868,0.191028,0.035915,0.807892
match_283,match,0.395317,0.225576,0.30196,0.186361,0.191562,0.034003,0.807723
match_917,match,0.395426,0.225252,0.30183,0.187661,0.193281,0.026792,0.805222
match_199,match,0.394338,0.225999,0.301751,0.186822,0.19179,0.035035,0.807538
match_934,match,0.395073,0.225021,0.301544,0.185574,0.19126,0.034128,0.806435
match_680,match,0.394144,0.225319,0.30129,0.185544,0.190546,0.036398,0.807924
match_895,match,0.394135,0.225264,0.301256,0.185466,0.190474,0.036402,0.807924
match_436,match,0.394019,0.225184,0.30116,0.184097,0.189238,0.041938,0.808028
match_952,match,0.393948,0.225202,0.301137,0.185209,0.190375,0.037198,0.80749
match_433,match,0.397238,0.221647,0.300663,0.191374,0.194427,0.012562,0.77165
match_803,match,0.393342,0.224543,0.300503,0.18518,0.190654,0.032308,0.808082
match_639,match,0.39365,0.224268,0.30049,0.184067,0.189181,0.036402,0.808021
match_579,match,0.396954,0.221546,0.300479,0.190718,0.194159,0.014505,0.7713
match_494,match,0.396771,0.220898,0.300041,0.181744,0.189837,0.044729,0.769846
match_586,match,0.392654,0.224156,0.29998,0.183663,0.188739,0.037712,0.807906
match_898,match,0.39155,0.224249,0.299535,0.184634,0.189834,0.033554,0.807953
match_933,match,0.391911,0.223834,0.299469,0.185693,0.191006,0.026642,0.80671
match_684,match,0.391505,0.223979,0.299366,0.184808,0.189721,0.031774,0.807616
match_928,match,0.395228,0.220794,0.299289,0.191166,0.194757,0.008021,0.770423
team:Kuwait,team,0.39172,0.222975,0.29891,0.186503,0.19029,0.013288,0.817762
match_421,match,0.395048,0.220099,0.298826,0.179269,0.187103,0.051087,0.770724
match_4,match,0.389928,0.224103,0.298725,0.188456,0.19261,0.020566,0.801921
match_119,match,0.394438,0.219721,0.298343,0.178429,0.186199,0.052528,0.771029
team:Spain,team,0.351571,0.254578,0.298225,0.182182,0.185133,0.19408,0.878844
match_331,match,0.389721,0.223192,0.29813,0.188138,0.192274,0.016607,0.801541
match_11,match,0.388556,0.2236,0.29783,0.186618,0.19068,0.025977,0.802089
match_167,match,0.388624,0.223357,0.297727,0.187409,0.191455,0.020951,0.801896
match_622,match,0.387746,0.221926,0.296545,0.183076,0.188463,0.026364,0.807226
team:El Salvador,team,0.386463,0.222861,0.296482,0.183617,0.186772,0.019715,0.829465
match_329,match,0.386216,0.221809,0.295792,0.18532,0.189043,0.022101,0.800936
match_108,match,0.386149,0.221739,0.295723,0.185957,0.18982,0.018665,0.800623
match_481,match,0.385391,0.2221,0.295581,0.179937,0.186425,0.044087,0.800761
match_695,match,0.390251,0.217983,0.295504,0.17648,0.18422,0.05103,0.770562
match_901,match,0.390224,0.217692,0.295331,0.178122,0.186259,0.042235,0.768458
match_581,match,0.385128,0.221566,0.295169,0.185168,0.188936,0.021389,0.800646
match_268,match,0.385284,0.221289,0.295086,0.185192,0.188969,0.019451,0.80077
match_344,match,0.385002,0.220903,0.294748,0.185382,0.189168,0.016176,0.800717
match_121,match,0.384584,0.221153,0.294697,0.184787,0.188542,0.020476,0.800826
match_362,match,0.384768,0.220934,0.294659,0.183872,0.188025,0.022184,0.801559
match_456,match,0.384971,0.220572,0.294552,0.184404,0.188114,0.018635,0.80093
match_660,match,0.384564,0.220671,0.294423,0.18515,0.188976,0.015982,0.800315
match_252,match,0.384449,0.219987,0.293995,0.184881,0.188721,0.012753,0.800589
match_858,match,0.383512,0.220444,0.293825,0.18393,0.187891,0.018884,0.802054
match_491,match,0.383941,0.219689,0.293603,0.183242,0.187198,0.018255,0.800617
match_367,match,0.383286,0.219757,0.293345,0.184798,0.188971,0.010552,0.801494
match_203,match,0.38274,0.220017,0.293242,0.177537,0.183792,0.042285,0.801229
match_672,match,0.382139,0.220197,0.293071,0.178015,0.18408,0.041467,0.801326
team:Chile,team,0.36324,0.23523,0.292834,0.176546,0.179997,0.103749,0.870195
match_20,match,0.381847,0.219523,0.292569,0.176858,0.183104,0.042369,0.801206
match_453,match,0.381753,0.219048,0.292265,0.178161,0.184568,0.033485,0.800572
match_700,match,0.381445,0.219107,0.292159,0.181613,0.185211,0.022425,0.801179
match_512,match,0.381163,0.218925,0.291932,0.182726,0.186509,0.016078,0.80076
match_548,match,0.381132,0.218573,0.291725,0.176985,0.183164,0.035959,0.801206
match_191,match,0.380445,0.219049,0.291677,0.175167,0.181287,0.047308,0.80143
match_380,match,0.3811,0.218367,0.291597,0.182176,0.186002,0.015121,0.800664
match_572,match,0.380328,0.218688,0.291426,0.18289,0.186899,0.012973,0.801514
team:Greece,team,0.373931,0.223629,0.291265,0.17689,0.180191,0.033593,0.864318
match_578,match,0.379339,0.21843,0.290839,0.181776,0.185636,0.016627,0.801745
team:Sweden,team,0.35405,0.238737,0.290628,0.177853,0.181075,0.117592,0.874085
match_345,match,0.379806,0.217446,0.290508,0.175558,0.181754,0.0355,0.801186
team:Peru,team,0.368056,0.226794,0.290361,0.17561,0.179188,0.056359,0.868229
match_668,match,0.379298,0.217568,0.290347,0.180547,0.18497,0.021125,0.793449
match_866,match,0.378603,0.218008,0.290275,0.175598,0.18192,0.039258,0.800134
match_699,match,0.378143,0.2183,0.290229,0.175964,0.18133,0.043706,0.795911
match_654,match,0.377818,0.218478,0.290181,0.17506,0.181098,0.047085,0.79709
match_604,match,0.377937,0.217736,0.289826,0.176162,0.181751,0.039546,0.794838
match_800,match,0.378165,0.217514,0.289807,0.17903,0.182984,0.027203,0.79572
match_801,match,0.377746,0.217803,0.289778,0.179462,0.183906,0.027433,0.793679
match_349,match,0.378413,0.217134,0.289709,0.176361,0.182676,0.029973,0.80063
match_207,match,0.377967,0.217407,0.289659,0.178813,0.182751,0.027645,0.795598
match_186,match,0.376786,0.218291,0.289614,0.174953,0.180303,0.048392,0.795855
match_619,match,0.377782,0.217111,0.289413,0.180149,0.183966,0.017051,0.800034
match_900,match,0.376808,0.217124,0.288982,0.180132,0.183942,0.016179,0.801708
match_533,match,0.376236,0.217512,0.288938,0.174632,0.179955,0.045117,0.795755
match_315,match,0.377281,0.216571,0.28889,0.172929,0.178963,0.042311,0.801441
match_381,match,0.375985,0.216985,0.288535,0.177697,0.18182,0.030237,0.794971
match_707,match,0.375892,0.216806,0.288394,0.177402,0.181314,0.030401,0.795686
match_81,match,0.375502,0.216568,0.288089,0.177707,0.181699,0.027903,0.794831
match_784,match,0.375189,0.216202,0.287746,0.176922,0.180821,0.028867,0.795688
match_814,match,0.37538,0.215915,0.287674,0.173301,0.179466,0.036704,0.800734
match_960,match,0.375421,0.215809,0.287635,0.171671,0.177646,0.043468,0.801448
match_57,match,0.373936,0.216565,0.287382,0.174424,0.179807,0.039986,0.795863
match_92,match,0.374621,0.215875,0.287311,0.177204,0.181193,0.02593,0.794789
team:Algeria,team,0.366071,0.221744,0.286691,0.172869,0.176575,0.038691,0.865925
team:France,team,0.330331,0.250777,0.286576,0.170407,0.175013,0.226435,0.871567
match_642,match,0.373485,0.21543,0.286554,0.173552,0.178925,0.037543,0.794899
team:Yugoslavia,team,0.346724,0.237276,0.286528,0.16352,0.168554,0.180632,0.859607
match_752,match,0.373723,0.215033,0.286443,0.17089,0.177112,0.044978,0.796353
match_7,match,0.375528,0.213196,0.286245,0.176757,0.18209,0.030265,0.7606
match_66,match,0.372293,0.21537,0.285985,0.173765,0.179425,0.03409,0.797447
match_176,match,0.372217,0.215236,0.285878,0.173876,0.179314,0.034502,0.795251
match_882,match,0.372098,0.215323,0.285872,0.174225,0.179784,0.0334,0.794953
match_589,match,0.372329,0.214574,0.285563,0.172853,0.178188,0.035525,0.794845
team:Canada,team,0.36952,0.216732,0.285486,0.173704,0.177393,0.018876,0.841381
team:Senegal,team,0.364968,0.220264,0.285381,0.172247,0.175687,0.038398,0.856944
match_365,match,0.371969,0.214385,0.285298,0.173973,0.178169,0.031197,0.794788
match_402,match,0.371875,0.214408,0.285268,0.17252,0.176554,0.037719,0.795785
match_746,match,0.372287,0.214072,0.285268,0.172829,0.176869,0.034061,0.795974
match_62,match,0.370724,0.215259,0.285218,0.166385,0.174278,0.064363,0.796257
match_777,match,0.370823,0.214603,0.284902,0.173061,0.178669,0.034131,0.795064
match_755,match,0.371994,0.213513,0.28483,0.170086,0.175434,0.040978,0.795956
match_196,match,0.371139,0.213934,0.284676,0.173537,0.179141,0.028276,0.794232
match_9,match,0.370748,0.214165,0.284627,0.172507,0.178242,0.032316,0.797337
match_714,match,0.370717,0.214001,0.284523,0.173795,0.17968,0.025568,0.796536
match_79,match,0.372518,0.211788,0.284117,0.174395,0.179524,0.032485,0.761025
team:Ivory Coast,team,0.366293,0.216817,0.284081,0.172141,0.175508,0.028873,0.838699
match_949,match,0.369791,0.213879,0.284039,0.171508,0.177052,0.035328,0.79758
match_793,match,0.370015,0.213621,0.283998,0.172745,0.178351,0.029916,0.794341
match_588,match,0.369764,0.21362,0.283884,0.172736,0.178181,0.029758,0.795092
match_570,match,0.369039,0.21337,0.283421,0.172051,0.177646,0.029772,0.797219
team:England,team,0.323057,0.250815,0.283324,0.159829,0.166249,0.269837,0.875703
match_204,match,0.369584,0.212685,0.28329,0.171701,0.177361,0.028659,0.794562
match_611,match,0.369507,0.212615,0.283217,0.172761,0.176887,0.025808,0.794874
match_71,match,0.3687,0.21319,0.283169,0.171185,0.176475,0.034107,0.795744
match_487,match,0.368455,0.213332,0.283138,0.171885,0.177872,0.030138,0.79639
match_246,match,0.368056,0.212682,0.2826,0.170225,0.175918,0.033681,0.797321
match_240,match,0.367668,0.212847,0.282516,0.169603,0.175207,0.037642,0.797485
match_635,match,0.367975,0.212594,0.282515,0.172334,0.177828,0.025958,0.79375
match_748,match,0.368017,0.212361,0.282406,0.170277,0.176056,0.031336,0.797239
match_46,match,0.368235,0.212038,0.282327,0.171021,0.176753,0.027853,0.794214
match_470,match,0.367398,0.212636,0.282279,0.171422,0.177249,0.027857,0.796948
match_658,match,0.367622,0.212146,0.28211,0.165938,0.174102,0.047398,0.794821
match_73,match,0.36738,0.212212,0.282037,0.170722,0.176043,0.03018,0.795589
match_220,match,0.367302,0.211973,0.281871,0.170727,0.17604,0.028677,0.795589
match_320,match,0.370306,0.209116,0.281651,0.174047,0.179271,0.017513,0.760564
match_682,match,0.366682,0.211856,0.281527,0.171886,0.177402,0.023026,0.794316
match_872,match,0.366554,0.211567,0.281311,0.170504,0.176491,0.025546,0.796306
match_610,match,0.366159,0.211872,0.281301,0.163882,0.171738,0.055,0.795994
match_114,match,0.370123,0.208367,0.281157,0.172691,0.177766,0.019066,0.761037
match_256,match,0.36607,0.211458,0.281033,0.169972,0.175259,0.029001,0.795578
match_562,match,0.36556,0.211645,0.280906,0.16323,0.170999,0.056796,0.795919
team:Scotland,team,0.354455,0.220663,0.280869,0.169173,0.172432,0.048416,0.868156
match_670,match,0.365609,0.211231,0.280701,0.169412,0.175428,0.028467,0.796266
match_739,match,0.365344,0.210775,0.280331,0.169867,0.175432,0.025788,0.793895
match_396,match,0.364986,0.211025,0.280308,0.16954,0.174884,0.028316,0.795387
match_616,match,0.364798,0.211076,0.280251,0.169384,0.174788,0.029449,0.795071
match_920,match,0.365263,0.210682,0.280243,0.162838,0.170568,0.052494,0.796184
match_439,match,0.36485,0.210915,0.280186,0.163799,0.171611,0.04957,0.795858
match_425,match,0.365126,0.210583,0.280127,0.168031,0.173327,0.032397,0.795733
match_927,match,0.364523,0.211033,0.280104,0.169809,0.175577,0.025476,0.796834
match_892,match,0.365082,0.210492,0.280057,0.162865,0.170621,0.051309,0.795907
match_169,match,0.364515,0.210931,0.280044,0.162711,0.170419,0.05472,0.796117
match_130,match,0.36809,0.207989,0.280035,0.172156,0.177277,0.019228,0.760831
match_712,match,0.364671,0.210517,0.279887,0.162577,0.170269,0.052746,0.796173
match_87,match,0.364386,0.210519,0.279759,0.16916,0.174501,0.026922,0.795377
match_607,match,0.363913,0.210475,0.279522,0.169676,0.17567,0.023197,0.795246
match_956,match,0.36394,0.210284,0.279429,0.167929,0.173273,0.031287,0.795147
match_652,match,0.363784,0.209844,0.279117,0.167509,0.173139,0.028756,0.797096
match_521,match,0.366591,0.207322,0.278993,0.171389,0.176488,0.018927,0.760379
team:South Korea,team,0.337145,0.231359,0.278963,0.154452,0.161061,0.176489,0.869757
match_592,match,0.363662,0.209611,0.278934,0.168348,0.174617,0.023829,0.794658
match_100,match,0.363108,0.20999,0.278893,0.162677,0.170446,0.049072,0.795823
team:Bolivia,team,0.357604,0.214396,0.27884,0.165388,0.170613,0.043409,0.836004
match_747,match,0.363075,0.209753,0.278748,0.161838,0.169727,0.051588,0.795303
match_813,match,0.362987,0.209631,0.278641,0.168606,0.174885,0.022635,0.794825
match_769,match,0.362577,0.209844,0.278574,0.166452,0.171893,0.033751,0.797465
match_839,match,0.36282,0.209634,0.278567,0.167688,0.173678,0.026694,0.795963
match_353,match,0.366362,0.206685,0.27854,0.171066,0.176162,0.016174,0.760816
match_915,match,0.362434,0.209522,0.278333,0.162434,0.170101,0.04739,0.795917
match_94,match,0.362038,0.209236,0.277997,0.161187,0.168801,0.051352,0.796095
match_448,match,0.36164,0.209488,0.277956,0.161231,0.168957,0.052652,0.795893
match_757,match,0.361798,0.209315,0.277932,0.162135,0.169767,0.047544,0.795911
team:Croatia,team,0.347845,0.217746,0.276291,0.169768,0.173048,0.03043,0.863307
team:Romania,team,0.343613,0.220729,0.276027,0.159746,0.164801,0.093997,0.860627
match_795,match,0.358699,0.208019,0.275825,0.159318,0.166792,0.052653,0.796066
match_744,match,0.362508,0.204707,0.275717,0.168183,0.173271,0.017515,0.760243
match_43,match,0.358895,0.207652,0.275711,0.165073,0.171958,0.030942,0.786193
team:Austria,team,0.338962,0.222357,0.274829,0.152729,0.159215,0.130748,0.866016
match_158,match,0.355969,0.208305,0.274754,0.162542,0.169154,0.046741,0.786943
match_428,match,0.357384,0.206761,0.274541,0.16435,0.1709,0.028809,0.786983
match_532,match,0.355845,0.206917,0.273935,0.163608,0.170186,0.033167,0.78698
match_38,match,0.355394,0.205189,0.272781,0.163147,0.170051,0.024716,0.785723
match_17,match,0.352361,0.205156,0.271398,0.16039,0.16685,0.037133,0.78717
match_14,match,0.352547,0.204971,0.27138,0.160941,0.167432,0.033362,0.787192
match_467,match,0.353261,0.204377,0.271375,0.161432,0.168009,0.027409,0.786905
team:Republic of Ireland,team,0.344722,0.210711,0.271016,0.152138,0.15871,0.069432,0.851792
match_179,match,0.351781,0.204831,0.270958,0.160236,0.166541,0.035888,0.787487
match_606,match,0.351129,0.204256,0.270349,0.16167,0.16837,0.026155,0.785589
match_600,match,0.350665,0.203812,0.269896,0.159446,0.165711,0.033234,0.787497
team:Ukraine,team,0.348697,0.20537,0.269867,0.159828,0.164675,0.017882,0.828791
match_148,match,0.351017,0.203456,0.269858,0.159425,0.165859,0.031025,0.787158
team:Norway,team,0.345184,0.207826,0.269637,0.15093,0.157612,0.064439,0.839565
match_691,match,0.350373,0.203232,0.269446,0.158322,0.164985,0.034807,0.786391
match_490,match,0.349851,0.203465,0.269339,0.158632,0.165124,0.03464,0.787175
match_65,match,0.349901,0.203107,0.269164,0.159114,0.165694,0.03028,0.78675
team:New Zealand,team,0.345593,0.205903,0.268763,0.150761,0.157246,0.052859,0.840667
team:Panama,team,0.349092,0.202675,0.268563,0.15953,0.164535,0.012768,0.811787
match_710,match,0.346788,0.201667,0.266972,0.156143,0.162378,0.035145,0.787526
match_893,match,0.345808,0.201255,0.266304,0.155494,0.161692,0.035631,0.787534
match_724,match,0.345178,0.201253,0.266019,0.157034,0.163424,0.028909,0.78633
team:Northern Ireland,team,0.337568,0.20647,0.265464,0.155229,0.160204,0.030878,0.852671
team:Qatar,team,0.341203,0.197158,0.261978,0.148489,0.155359,0.041371,0.787328
team:South Africa,team,0.334601,0.201177,0.261217,0.152831,0.157783,0.02061,0.833976
match_479,match,0.337702,0.194201,0.258777,0.145882,0.154218,0.053076,0.754225
match_140,match,0.337384,0.193942,0.258491,0.146021,0.154302,0.050804,0.754392
team:Ecuador,team,0.322575,0.200629,0.255505,0.139961,0.14605,0.061693,0.854817
match_731,match,0.333253,0.190844,0.254928,0.143819,0.152219,0.042036,0.753401
match_822,match,0.332791,0.190749,0.254668,0.143267,0.151408,0.043929,0.754235
match_560,match,0.331715,0.190062,0.253806,0.142888,0.151099,0.041351,0.754095
match_221,match,0.325469,0.192707,0.25245,0.145893,0.152084,0.032763,0.777705
match_762,match,0.325069,0.192082,0.251926,0.146384,0.152591,0.0267,0.777477
match_182,match,0.324429,0.191505,0.251321,0.145001,0.151176,0.029324,0.777839
match_764,match,0.323109,0.191331,0.250631,0.144607,0.15032,0.030392,0.778599
match_663,match,0.323335,0.190862,0.250475,0.139236,0.147702,0.048311,0.777269
team:United States,team,0.294225,0.214594,0.250428,0.128705,0.135924,0.199315,0.854407
match_721,match,0.322895,0.191058,0.250384,0.145456,0.151404,0.025109,0.777372
match_871,match,0.321877,0.190422,0.249577,0.144072,0.149739,0.027369,0.778428
match_696,match,0.321836,0.190427,0.249561,0.142521,0.148551,0.034119,0.77814
match_377,match,0.321147,0.190466,0.249273,0.137563,0.145766,0.053815,0.777617
match_212,match,0.321332,0.189789,0.248983,0.143241,0.14939,0.026865,0.777708
match_640,match,0.320765,0.189851,0.248762,0.14455,0.150527,0.022093,0.776757
match_552,match,0.320641,0.189906,0.248737,0.144103,0.149903,0.024011,0.778038
match_498,match,0.320759,0.18959,0.248616,0.141589,0.147622,0.033308,0.777958
match_944,match,0.320546,0.189628,0.248541,0.143842,0.150063,0.023546,0.776753
match_369,match,0.319592,0.189507,0.248045,0.136159,0.144326,0.054291,0.777755
match_198,match,0.32021,0.188808,0.247939,0.136898,0.145055,0.04653,0.777746
match_649,match,0.320358,0.188567,0.247873,0.142012,0.14807,0.024952,0.777899
team:Colombia,team,0.301142,0.203926,0.247673,0.12832,0.135319,0.143595,0.840346
