panel_id,team,sponsor,fan_score_module
1934_416_Senegal,Senegal,Pepsi,0.5327
1990_417_France,France,Emirates,0.3081
2002_418_Canada,Canada,Pepsi,0.262
1954_419_Ghana,Ghana,Visa,0.235
2014_420_Qatar,Qatar,Nike,0.245
1942_421_USA,USA,Samsung,0.293
1990_422_Belgium,Belgium,Mastercard,0.2275
2010_423_Croatia,Croatia,Qatar Airways,0.318
1930_424_Mexico,Mexico,Emirates,0.4517
1954_425_Australia,Australia,Nike,0.3641
1986_426_South_Korea,South Korea,Nike,0.3263
1986_427_England,England,Emirates,0.5223
1982_428_Qatar,Qatar,Nike,0.2313
1978_429_Senegal,Senegal,Pepsi,0.4323
1986_430_Belgium,Belgium,Mastercard,0.2542
1954_431_USA,USA,Samsung,0.2263
1942_432_Brazil,Brazil,Nike,0.3223
1954_433_Japan,Japan,Samsung,0.4018
1994_434_Saudi_Arabia,Saudi Arabia,Nike,0.6534
1986_435_Uruguay,Uruguay,Pepsi,0.3318
1954_436_Nigeria,Nigeria,Visa,0.3957
1938_437_Portugal,Portugal,Coca-Cola,0.3505
1934_438_France,France,Emirates,0.3196
1958_439_Senegal,Senegal,Pepsi,0.522
1994_440_Senegal,Senegal,Pepsi,0.4994
2002_441_Italy,Italy,Qatar Airways,0.2543
1978_442_Brazil,Brazil,Nike,0.4171
1950_443_Germany,Germany,Pepsi,0.0803
2006_444_Germany,Germany,Pepsi,0.3671
2010_445_Qatar,Qatar,Nike,0.2634
1962_446_Germany,Germany,Pepsi,0.3575
1998_447_Japan,Japan,Samsung,0.4203
1974_448_Japan,Japan,Samsung,0.3947
1974_449_Italy,Italy,Qatar Airways,0.2998
2014_450_Canada,Canada,Pepsi,0.1532
2014_451_England,England,Emirates,0.5007
1970_452_Mexico,Mexico,Emirates,0.2627
1986_453_Japan,Japan,Samsung,0.32
1950_454_Italy,Italy,Qatar Airways,0.2938
1958_455_Mexico,Mexico,Emirates,0.3676
2002_456_Ghana,Ghana,Visa,0.3203
1990_457_USA,USA,Samsung,0.1924
1974_458_Mexico,Mexico,Emirates,0.3301
1982_459_South_Korea,South Korea,Nike,0.3034
1978_460_Ghana,Ghana,Visa,0.2273
1958_461_Netherlands,Netherlands,Puma,0.2785
1958_462_Uruguay,Uruguay,Pepsi,0.2562
1942_463_Portugal,Portugal,Coca-Cola,0.2499
1994_464_Italy,Italy,Qatar Airways,0.3089
1982_465_Germany,Germany,Pepsi,0.2893
1978_466_France,France,Emirates,0.3379
1938_467_Australia,Australia,Nike,0.3348
1946_468_Portugal,Portugal,Coca-Cola,0.2385
1998_469_Germany,Germany,Pepsi,0.3768
2014_470_Croatia,Croatia,Qatar Airways,0.251
1970_471_Argentina,Argentina,Nike,0.2245
1990_472_Brazil,Brazil,Nike,0.2423
1946_473_Qatar,Qatar,Nike,0.203
2014_474_England,England,Emirates,0.4477
1974_475_Uruguay,Uruguay,Pepsi,0.2885
2018_476_Mexico,Mexico,Emirates,0.2489
1942_477_Belgium,Belgium,Mastercard,0.2178
1954_478_Morocco,Morocco,Emirates,0.3492
2018_479_Spain,Spain,Pepsi,0.278
2002_480_England,England,Emirates,0.5346
1938_481_Argentina,Argentina,Nike,0.247
1974_482_Ghana,Ghana,Visa,0.2682
1942_483_Saudi_Arabia,Saudi Arabia,Nike,0.7338
1966_484_Belgium,Belgium,Mastercard,0.092
2022_485_Senegal,Senegal,Pepsi,0.4375
1970_486_Spain,Spain,Pepsi,0.3468
1958_487_USA,USA,Samsung,0.3012
1946_488_Germany,Germany,Pepsi,0.3331
1946_489_Nigeria,Nigeria,Visa,0.4127
1962_490_Mexico,Mexico,Emirates,0.2648
2006_491_Spain,Spain,Pepsi,0.1932
1958_492_Argentina,Argentina,Nike,0.1969
1998_493_Saudi_Arabia,Saudi Arabia,Nike,0.6915
2010_494_Uruguay,Uruguay,Pepsi,0.2024
2022_495_Belgium,Belgium,Mastercard,0.1821
1970_496_France,France,Emirates,0.2918
1966_497_France,France,Emirates,0.3454
1978_498_Germany,Germany,Pepsi,0.3165
1982_499_Japan,Japan,Samsung,0.4127
1938_500_Brazil,Brazil,Nike,0.2658
1974_501_Mexico,Mexico,Emirates,0.2462
1954_502_Brazil,Brazil,Nike,0.4034
1990_503_France,France,Emirates,0.1816
1950_504_South_Korea,South Korea,Nike,0.258
1938_505_Saudi_Arabia,Saudi Arabia,Nike,0.6231
1986_506_Ghana,Ghana,Visa,0.3449
1994_507_Nigeria,Nigeria,Visa,0.4207
1990_508_Netherlands,Netherlands,Puma,0.1889
1954_509_Mexico,Mexico,Emirates,0.2515
1946_510_Germany,Germany,Pepsi,0.3549
1942_511_Qatar,Qatar,Nike,0.2201
1974_512_Qatar,Qatar,Nike,0.1236
1934_513_Brazil,Brazil,Nike,0.2148
1986_514_Australia,Australia,Nike,0.2153
2002_515_Netherlands,Netherlands,Puma,0.1775
2018_516_Japan,Japan,Samsung,0.4286
1966_517_Netherlands,Netherlands,Puma,0.3735
1966_518_Saudi_Arabia,Saudi Arabia,Nike,0.7186
1946_519_Qatar,Qatar,Nike,0.2221
1946_520_Senegal,Senegal,Pepsi,0.4115
1974_521_Qatar,Qatar,Nike,0.2115
1958_522_Qatar,Qatar,Nike,0.2271
1982_523_Ghana,Ghana,Visa,0.1716
2014_524_Saudi_Arabia,Saudi Arabia,Nike,0.6066
1986_525_Germany,Germany,Pepsi,0.2543
2002_526_Spain,Spain,Pepsi,0.4114
1974_527_Qatar,Qatar,Nike,0.1869
1934_528_Argentina,Argentina,Nike,0.2859
1958_529_Croatia,Croatia,Qatar Airways,0.2439
1986_530_Qatar,Qatar,Nike,0.2445
1962_531_France,France,Emirates,0.2795
1958_532_Australia,Australia,Nike,0.2736
1954_533_Croatia,Croatia,Qatar Airways,0.2775
1954_534_Uruguay,Uruguay,Pepsi,0.4167
1934_535_South_Korea,South Korea,Nike,0.263
2010_536_Argentina,Argentina,Nike,0.305
1998_537_Italy,Italy,Qatar Airways,0.404
1962_538_Mexico,Mexico,Emirates,0.3908
1954_539_England,England,Emirates,0.6997
1934_540_Croatia,Croatia,Qatar Airways,0.2712
1986_541_Spain,Spain,Pepsi,0.2806
1994_542_Senegal,Senegal,Pepsi,0.3899
2022_543_Canada,Canada,Pepsi,0.1844
1974_544_Netherlands,Netherlands,Puma,0.2781
1998_545_Morocco,Morocco,Emirates,0.3129
1970_546_Brazil,Brazil,Nike,0.319
1982_547_Netherlands,Netherlands,Puma,0.1839
1934_548_Argentina,Argentina,Nike,0.1378
2018_549_Senegal,Senegal,Pepsi,0.4846
1942_550_England,England,Emirates,0.4523
1998_551_Nigeria,Nigeria,Visa,0.366
1934_552_Qatar,Qatar,Nike,0.216
2002_553_Portugal,Portugal,Coca-Cola,0.2997
1946_554_Argentina,Argentina,Nike,0.2637
1998_555_Saudi_Arabia,Saudi Arabia,Nike,0.5345
1954_556_USA,USA,Samsung,0.1504
2006_557_Portugal,Portugal,Coca-Cola,0.2998
1974_558_Senegal,Senegal,Pepsi,0.4057
1970_559_Germany,Germany,Pepsi,0.2229
1986_560_Croatia,Croatia,Qatar Airways,0.3171
2014_561_Qatar,Qatar,Nike,0.2418
2014_562_South_Korea,South Korea,Nike,0.2586
1962_563_Qatar,Qatar,Nike,0.214
1986_564_Belgium,Belgium,Mastercard,0.2402
2006_565_Australia,Australia,Nike,0.2326
1954_566_Morocco,Morocco,Emirates,0.3794
1958_567_England,England,Emirates,0.5337
2022_568_USA,USA,Samsung,0.1918
1954_569_Germany,Germany,Pepsi,0.3252
1966_570_South_Korea,South Korea,Nike,0.2023
1934_571_Croatia,Croatia,Qatar Airways,0.4667
2022_572_Japan,Japan,Samsung,0.396
2014_573_Canada,Canada,Pepsi,0.3019
1950_574_Netherlands,Netherlands,Puma,0.4413
2006_575_Uruguay,Uruguay,Pepsi,0.3104
2022_576_Japan,Japan,Samsung,0.4464
2002_577_Italy,Italy,Qatar Airways,0.2783
1962_578_Argentina,Argentina,Nike,0.2997
2002_579_Senegal,Senegal,Pepsi,0.4227
1978_580_South_Korea,South Korea,Nike,0.2386
1930_581_Saudi_Arabia,Saudi Arabia,Nike,0.7267
1930_582_Qatar,Qatar,Nike,0.1845
1990_583_Croatia,Croatia,Qatar Airways,0.3727
1942_584_Mexico,Mexico,Emirates,0.2348
1982_585_Morocco,Morocco,Emirates,0.2929
1962_586_Ghana,Ghana,Visa,0.228
1958_587_Mexico,Mexico,Emirates,0.3077
1950_588_Belgium,Belgium,Mastercard,0.207
1990_589_Japan,Japan,Samsung,0.4925
2014_590_USA,USA,Samsung,0.2767
1950_591_France,France,Emirates,0.2106
2018_592_USA,USA,Samsung,0.2461
1998_593_Australia,Australia,Nike,0.3032
1954_594_Senegal,Senegal,Pepsi,0.4783
1930_595_Qatar,Qatar,Nike,0.3111
1962_596_Uruguay,Uruguay,Pepsi,0.2902
1942_597_Spain,Spain,Pepsi,0.3851
1934_598_USA,USA,Samsung,0.1251
1994_599_Mexico,Mexico,Emirates,0.4922
1930_600_Belgium,Belgium,Mastercard,0.207
1994_601_Brazil,Brazil,Nike,0.4217
1974_602_Mexico,Mexico,Emirates,0.2703
1930_603_Portugal,Portugal,Coca-Cola,0.2479
1990_604_Germany,Germany,Pepsi,0.4397
1998_605_Argentina,Argentina,Nike,0.2354
1958_606_Belgium,Belgium,Mastercard,0.1505
1930_607_France,France,Emirates,0.2268
1934_608_France,France,Emirates,0.2048
1970_609_France,France,Emirates,0.3127
1962_610_France,France,Emirates,0.1846
1938_611_England,England,Emirates,0.5033
2022_612_Nigeria,Nigeria,Visa,0.4435
1970_613_South_Korea,South Korea,Nike,0.4583
1978_614_Croatia,Croatia,Qatar Airways,0.3614
1934_615_Argentina,Argentina,Nike,0.195
1934_616_Senegal,Senegal,Pepsi,0.4914
1998_617_Croatia,Croatia,Qatar Airways,0.2906
2006_618_Saudi_Arabia,Saudi Arabia,Nike,0.6403
1978_619_USA,USA,Samsung,0.25
2010_620_Japan,Japan,Samsung,0.4376
1954_621_Belgium,Belgium,Mastercard,0.2319
2018_622_South_Korea,South Korea,Nike,0.2061
1946_623_Croatia,Croatia,Qatar Airways,0.2774
2010_624_Spain,Spain,Pepsi,0.2558
1994_625_Italy,Italy,Qatar Airways,0.3399
2006_626_Mexico,Mexico,Emirates,0.1892
1986_627_Qatar,Qatar,Nike,0.1901
1954_628_Portugal,Portugal,Coca-Cola,0.3269
2018_629_Portugal,Portugal,Coca-Cola,0.3274
1998_630_Brazil,Brazil,Nike,0.4088
2010_631_Argentina,Argentina,Nike,0.2341
1938_632_Nigeria,Nigeria,Visa,0.3981
1994_633_Germany,Germany,Pepsi,0.2986
1978_634_Canada,Canada,Pepsi,0.1454
2002_635_Nigeria,Nigeria,Visa,0.3604
1954_636_Spain,Spain,Pepsi,0.2833
2002_637_England,England,Emirates,0.5713
2014_638_Belgium,Belgium,Mastercard,0.2247
1958_639_Canada,Canada,Pepsi,0.1662
1966_640_Japan,Japan,Samsung,0.3541
1970_641_Croatia,Croatia,Qatar Airways,0.3183
1938_642_Netherlands,Netherlands,Puma,0.1624
1966_643_England,England,Emirates,0.4658
1946_644_Morocco,Morocco,Emirates,0.4058
1958_645_Australia,Australia,Nike,0.3076
1950_646_Saudi_Arabia,Saudi Arabia,Nike,0.6551
2014_647_Senegal,Senegal,Pepsi,0.4341
1942_648_Spain,Spain,Pepsi,0.3256
2022_649_England,England,Emirates,0.6707
1990_650_USA,USA,Samsung,0.4525
1970_651_Argentina,Argentina,Nike,0.2751
1974_652_Argentina,Argentina,Nike,0.298
1950_653_USA,USA,Samsung,0.1874
2002_654_England,England,Emirates,0.4875
1970_655_Nigeria,Nigeria,Visa,0.4327
2014_656_Japan,Japan,Samsung,0.2875
1994_657_USA,USA,Samsung,0.304
1994_658_England,England,Emirates,0.4233
1950_659_Argentina,Argentina,Nike,0.2126
2010_660_Germany,Germany,Pepsi,0.3103
2022_661_Uruguay,Uruguay,Pepsi,0.2205
1998_662_Germany,Germany,Pepsi,0.3114
1942_663_Argentina,Argentina,Nike,0.2772
1982_664_South_Korea,South Korea,Nike,0.2466
1930_665_Brazil,Brazil,Nike,0.3624
2002_666_Belgium,Belgium,Mastercard,0.4019
1998_667_Morocco,Morocco,Emirates,0.2508
1982_668_France,France,Emirates,0.4414
1934_669_Portugal,Portugal,Coca-Cola,0.2342
1990_670_France,France,Emirates,0.2673
2002_671_Croatia,Croatia,Qatar Airways,0.2242
1938_672_Japan,Japan,Samsung,0.3696
1962_673_South_Korea,South Korea,Nike,0.3078
1998_674_Mexico,Mexico,Emirates,0.3291
2014_675_Qatar,Qatar,Nike,0.2602
1950_676_Spain,Spain,Pepsi,0.2184
1958_677_USA,USA,Samsung,0.3009
2010_678_Canada,Canada,Pepsi,0.2432
1994_679_Qatar,Qatar,Nike,0.1757
1950_680_Argentina,Argentina,Nike,0.3194
1950_681_Belgium,Belgium,Mastercard,0.2301
1930_682_Netherlands,Netherlands,Puma,0.2245
1958_683_Netherlands,Netherlands,Puma,0.2969
1934_684_Morocco,Morocco,Emirates,0.3478
1934_685_Saudi_Arabia,Saudi Arabia,Nike,0.6737
1938_686_Morocco,Morocco,Emirates,0.4076
2018_687_Australia,Australia,Nike,0.3277
1954_688_Ghana,Ghana,Visa,0.4581
1998_689_Qatar,Qatar,Nike,0.2128
1930_690_Nigeria,Nigeria,Visa,0.3942
1978_691_Australia,Australia,Nike,0.2153
1962_692_Australia,Australia,Nike,0.1764
2018_693_Saudi_Arabia,Saudi Arabia,Nike,0.6504
1954_694_Japan,Japan,Samsung,0.3816
2022_695_Argentina,Argentina,Nike,0.3057
2010_696_Mexico,Mexico,Emirates,0.2558
1994_697_Japan,Japan,Samsung,0.4528
1990_698_South_Korea,South Korea,Nike,0.27
1974_699_France,France,Emirates,0.2822
2022_700_South_Korea,South Korea,Nike,0.375
1942_701_Spain,Spain,Pepsi,0.2408
1974_702_Netherlands,Netherlands,Puma,0.2255
1994_703_South_Korea,South Korea,Nike,0.2439
2002_704_Italy,Italy,Qatar Airways,0.2552
1974_705_Spain,Spain,Pepsi,0.2319
1938_706_Morocco,Morocco,Emirates,0.2792
1994_707_Belgium,Belgium,Mastercard,0.3627
1934_708_Ghana,Ghana,Visa,0.2523
1994_709_Ghana,Ghana,Visa,0.2628
1974_710_Germany,Germany,Pepsi,0.2922
1938_711_Mexico,Mexico,Emirates,0.2229
1930_712_Netherlands,Netherlands,Puma,0.2922
2006_713_England,England,Emirates,0.368
2018_714_Portugal,Portugal,Coca-Cola,0.2525
1962_715_Argentina,Argentina,Nike,0.2537
2002_716_Senegal,Senegal,Pepsi,0.4265
2010_717_Uruguay,Uruguay,Pepsi,0.3883
1930_718_Morocco,Morocco,Emirates,0.2956
1958_719_Argentina,Argentina,Nike,0.2308
2010_720_Croatia,Croatia,Qatar Airways,0.3792
