panel_id,year,match_id,team,opponent,team_side,stage,sponsor,result_for_team,match_points,team_elo,core_player_rating,core_market_value_m,player_followers_m,event_attention_m,media_reposts_k,exposure_score,fan_score_panel,sponsor_spend_m,sponsor_power_index,brand_fit,activation_quality,commercial_momentum,predicted_roi,roi_per_million_spend,attention_segment,commercial_segment,weather,temperature_c,humidity,hashtag_mentions_k,video_views_m,sentiment_score,engagement_rate,fan_growth_7d_pct,text_signal_score,time_decay_attention,media_exposure_score,user_attention_score,social_interaction_score,sponsor_conversion_proxy,funnel_efficiency
2018_838_Egypt,2018,838,Egypt,Uruguay,A,group_or_knockout,Hyundai,loss,0,1408,63.5,15.1,8.15,59.28,211.65,0.575,0.369,30.54,0.862,0.597,0.912,0.537,3.325,0.109,Mid attention,Scalable,cloudy,25.7,46.9,152.03,108.95,0.364,0.0897,2.17,0.225,51.21,0.5374,0.4168,0.3682,0.4013,0.7466
2018_839_Morocco,2018,839,Morocco,Iran,A,group_or_knockout,Mengniu,loss,0,1552,69.2,34.3,12.67,59.28,284.6,0.634,0.52,19.44,0.366,0.668,0.598,0.436,3.299,0.17,Mid attention,Scalable,cloudy,21.2,28.9,154.9,82.51,0.07,0.2774,1.35,0.169,47.58,0.552,0.3763,0.4069,0.4052,0.7341
2018_840_Portugal,2018,840,Portugal,Spain,A,group_or_knockout,Mengniu,draw,1,1702,76.8,47.1,14.4,70.28,161.12,0.617,0.58,17.76,0.359,0.8,0.643,0.487,3.512,0.198,Mid attention,Scalable,cloudy,20.5,86.0,270.1,149.23,0.077,0.3301,8.57,0.156,56.62,0.6625,0.6667,0.3635,0.5888,0.8887
2018_841_France,2018,841,France,Australia,A,group_or_knockout,Qatar Airways,win,3,1748,77.8,46.5,18.67,63.68,88.84,0.558,0.62,24.02,0.51,0.801,0.711,0.61,3.676,0.153,Mid attention,Scalable,rain,23.6,71.2,247.25,122.68,0.056,0.2643,1.89,0.188,53.85,0.5056,0.5216,0.2645,0.5868,1.1605
2018_842_Argentina,2018,842,Argentina,Iceland,A,group_or_knockout,Hyundai,draw,1,1753,76.8,58.0,19.5,61.48,155.06,0.525,0.657,30.74,0.903,0.813,0.936,0.685,4.167,0.136,Mid attention,Premium,clear,11.5,70.3,122.36,57.54,0.278,0.1068,2.4,0.268,54.96,0.4349,0.425,0.3042,0.7551,1.7364
2018_843_Peru,2018,843,Peru,Denmark,A,group_or_knockout,Hisense,loss,0,1576,66.6,39.7,14.92,59.28,198.06,0.575,0.542,33.45,0.777,0.647,0.931,0.574,3.443,0.103,Mid attention,Scalable,clear,25.9,73.5,145.14,116.43,0.132,0.1661,2.05,0.157,49.4,0.5387,0.3934,0.306,0.4563,0.8472
2018_844_Croatia,2018,844,Croatia,Nigeria,A,group_or_knockout,Hisense,win,3,1671,75.1,52.8,21.52,61.48,183.3,0.54,0.723,28.53,0.731,0.792,0.927,0.72,3.828,0.134,High attention,Premium,clear,23.0,67.2,164.47,117.1,0.094,0.3092,2.22,0.134,56.04,0.5487,0.4697,0.372,0.6679,1.2173
2018_845_Costa_Rica,2018,845,Costa Rica,Serbia,A,group_or_knockout,Visa,loss,0,1585,73.1,26.3,15.16,59.28,182.99,0.521,0.542,31.23,0.76,0.677,0.885,0.558,3.482,0.111,Mid attention,Scalable,clear,23.2,54.1,206.86,93.16,0.298,0.2675,2.96,0.197,65.92,0.4911,0.603,0.4352,0.4769,0.9711
2018_846_Germany,2018,846,Germany,Mexico,A,group_or_knockout,Coca-Cola,loss,0,1798,81.3,65.9,22.15,59.28,245.21,0.568,0.753,29.19,0.759,0.859,0.907,0.647,4.22,0.145,High attention,Premium,clear,28.8,55.4,237.0,91.64,0.214,0.3756,4.73,0.187,51.82,0.5362,0.538,0.5085,0.7968,1.486
2018_847_Brazil,2018,847,Brazil,Switzerland,A,group_or_knockout,Adidas,draw,1,1829,78.8,57.4,18.61,61.48,195.52,0.628,0.652,33.15,0.938,0.809,0.916,0.713,4.213,0.127,Mid attention,Premium,clear,11.3,51.2,362.93,122.11,0.064,0.5549,3.65,0.14,51.68,0.5658,0.6351,0.5255,0.7418,1.311
2018_848_Sweden,2018,848,Sweden,South Korea,A,group_or_knockout,Budweiser,win,3,1654,74.4,39.2,19.34,59.28,211.87,0.56,0.664,26.29,0.687,0.705,0.91,0.687,3.862,0.147,High attention,Premium,clear,11.2,96.0,158.52,86.09,0.034,0.2005,5.06,0.084,60.43,0.5022,0.5443,0.2938,0.6292,1.253
2018_849_Belgium,2018,849,Belgium,Panama,A,group_or_knockout,Visa,win,3,1674,71.5,40.4,23.19,63.68,139.88,0.519,0.762,26.85,0.713,0.72,0.914,0.725,3.911,0.146,High attention,Premium,clear,24.6,66.9,172.42,70.51,0.272,0.2005,4.99,0.18,60.92,0.4637,0.5601,0.3522,0.6489,1.3995
2018_850_Tunisia,2018,850,Tunisia,England,A,group_or_knockout,Hyundai,loss,0,1519,66.6,27.6,11.21,63.68,133.91,0.561,0.443,28.75,0.839,0.649,0.867,0.555,3.623,0.126,Mid attention,Scalable,rain,23.0,50.6,221.63,83.22,0.158,0.2658,3.24,0.182,50.75,0.4788,0.4924,0.34,0.5003,1.0448
2018_851_Colombia,2018,851,Colombia,Japan,A,group_or_knockout,Vivo,loss,0,1650,74.7,50.9,8.73,63.68,285.95,0.624,0.444,18.25,0.396,0.764,0.653,0.416,3.596,0.197,Mid attention,Scalable,cloudy,24.0,65.4,161.31,79.27,0.001,0.1291,3.59,0.145,67.73,0.5885,0.5864,0.2814,0.5845,0.9933
2018_852_Poland,2018,852,Poland,Senegal,A,group_or_knockout,Coca-Cola,loss,0,1685,72.7,42.5,15.85,63.68,187.19,0.556,0.589,28.97,0.734,0.749,0.899,0.573,3.826,0.132,Mid attention,Scalable,windy,20.2,41.8,184.68,113.69,-0.022,0.3623,5.13,0.13,66.07,0.5666,0.6169,0.3575,0.6261,1.105
2018_853_Russia,2018,853,Russia,Egypt,A,group_or_knockout,Hyundai,win,3,1676,72.7,49.8,18.23,65.88,158.12,0.6,0.652,26.07,0.814,0.69,0.874,0.733,4.269,0.164,Mid attention,Premium,rain,27.0,82.1,178.41,74.61,0.045,0.1668,0.47,0.095,74.56,0.5041,0.6126,0.2418,0.7097,1.4078
2018_854_Portugal,2018,854,Portugal,Morocco,A,group_or_knockout,Mengniu,win,3,1702,76.8,47.1,14.4,59.28,142.35,0.492,0.504,17.76,0.359,0.8,0.643,0.502,3.438,0.194,Mid attention,Scalable,cloudy,28.6,47.4,92.47,103.04,0.032,0.1755,8.05,0.139,66.26,0.4755,0.5787,0.2314,0.5687,1.1959
2018_855_Uruguay,2018,855,Uruguay,Saudi Arabia,A,group_or_knockout,Vivo,win,3,1684,74.8,44.8,20.58,59.28,141.25,0.498,0.666,19.75,0.443,0.797,0.741,0.593,3.658,0.185,High attention,Scalable,clear,25.9,66.0,183.66,89.26,-0.048,0.2897,1.72,0.09,58.71,0.4533,0.5022,0.269,0.6357,1.4023
2018_856_Iran,2018,856,Iran,Spain,A,group_or_knockout,Visa,loss,0,1519,68.7,30.6,12.34,59.28,138.9,0.489,0.448,29.04,0.732,0.637,0.935,0.507,3.419,0.118,Mid attention,Scalable,cloudy,21.4,75.1,170.15,118.06,0.046,0.1906,2.06,0.109,60.88,0.4961,0.5134,0.2451,0.467,0.9413
2018_857_Denmark,2018,857,Denmark,Australia,A,group_or_knockout,Coca-Cola,draw,1,1642,71.5,43.1,19.09,61.48,122.66,0.512,0.632,33.85,0.793,0.715,0.895,0.635,3.609,0.107,Mid attention,Premium,clear,10.4,64.2,253.79,94.1,0.064,0.2262,0.26,0.118,57.02,0.4669,0.5297,0.2655,0.5253,1.1251
2018_858_France,2018,858,France,Peru,A,group_or_knockout,Qatar Airways,win,3,1748,77.8,46.5,18.67,59.28,111.29,0.482,0.603,24.02,0.51,0.801,0.711,0.589,3.611,0.15,Mid attention,Scalable,cloudy,27.6,59.5,178.33,125.01,0.11,0.1871,0.32,0.131,65.2,0.4859,0.5311,0.2531,0.5698,1.1727
2018_859_Argentina,2018,859,Argentina,Croatia,A,group_or_knockout,Hyundai,loss,0,1753,76.8,58.0,19.5,63.68,172.31,0.507,0.678,30.74,0.903,0.813,0.936,0.656,4.114,0.134,High attention,Premium,clear,30.3,58.2,139.8,131.86,0.325,0.0939,4.85,0.249,62.34,0.5834,0.5403,0.328,0.7419,1.2715
2018_860_Brazil,2018,860,Brazil,Costa Rica,A,group_or_knockout,Adidas,win,3,1829,78.8,57.4,18.61,61.48,148.81,0.538,0.631,33.15,0.938,0.809,0.916,0.756,4.177,0.126,Mid attention,Premium,cloudy,26.9,57.1,173.16,70.14,0.13,0.2466,7.57,0.158,55.16,0.4497,0.551,0.325,0.7332,1.6307
2018_861_Nigeria,2018,861,Nigeria,Iceland,A,group_or_knockout,Coca-Cola,win,3,1585,75.3,31.3,8.19,61.48,239.54,0.552,0.396,26.63,0.705,0.744,0.906,0.589,3.557,0.134,Mid attention,Scalable,clear,17.7,48.8,109.5,110.17,0.139,0.1049,1.61,0.117,48.16,0.5808,0.3438,0.2966,0.5748,0.9896
2018_862_Serbia,2018,862,Serbia,Switzerland,A,group_or_knockout,Vivo,loss,0,1559,68.8,36.3,15.31,63.68,197.54,0.537,0.579,23.55,0.481,0.729,0.727,0.48,3.307,0.14,Mid attention,Scalable,rain,27.0,50.8,141.34,75.08,0.207,0.3859,3.53,0.174,63.11,0.5147,0.5283,0.4809,0.455,0.8841
2018_863_Belgium,2018,863,Belgium,Tunisia,A,group_or_knockout,Visa,win,3,1674,71.5,40.4,23.19,72.48,223.1,0.69,0.852,26.85,0.713,0.72,0.914,0.79,4.065,0.151,High attention,Premium,hot,28.2,81.7,255.24,142.81,0.132,0.4199,3.26,0.183,70.24,0.72,0.6881,0.4864,0.6863,0.9532
2018_864_South_Korea,2018,864,South Korea,Mexico,A,group_or_knockout,McDonald's,loss,0,1548,70.3,20.2,12.83,63.68,147.79,0.546,0.492,25.44,0.51,0.67,0.723,0.459,3.221,0.127,Mid attention,Scalable,rain,32.4,56.3,179.83,109.94,0.196,0.1959,4.9,0.193,68.28,0.5308,0.6277,0.3208,0.3803,0.7165
2018_865_Germany,2018,865,Germany,Sweden,A,group_or_knockout,Coca-Cola,win,3,1798,81.3,65.9,22.15,63.68,175.91,0.543,0.75,29.19,0.759,0.859,0.907,0.741,4.194,0.144,High attention,Premium,cloudy,17.7,45.4,240.93,81.66,0.184,0.3556,7.46,0.177,53.96,0.5084,0.6009,0.437,0.7902,1.5544
2018_866_England,2018,866,England,Panama,A,group_or_knockout,McDonald's,win,3,1695,76.6,52.6,19.34,72.48,229.15,0.719,0.753,20.29,0.432,0.819,0.654,0.662,3.809,0.188,High attention,Premium,cloudy,21.6,49.7,133.16,88.71,0.168,0.146,5.99,0.12,77.81,0.6408,0.6823,0.3292,0.6508,1.0156
2018_867_Japan,2018,867,Japan,Senegal,A,group_or_knockout,Adidas,draw,1,1586,72.8,37.0,11.9,65.88,230.07,0.586,0.517,29.47,0.859,0.648,0.855,0.627,3.838,0.13,Mid attention,Premium,clear,27.5,75.6,186.27,96.08,0.433,0.1934,2.3,0.329,51.75,0.5922,0.4545,0.4779,0.5432,0.9172
2018_868_Poland,2018,868,Poland,Colombia,A,group_or_knockout,Coca-Cola,loss,0,1685,72.7,42.5,15.85,63.68,177.25,0.552,0.584,28.97,0.734,0.749,0.899,0.571,3.775,0.13,Mid attention,Scalable,rain,23.3,68.8,169.86,123.6,0.247,0.2395,3.91,0.243,63.13,0.5744,0.5601,0.3908,0.6132,1.0676
2018_869_Russia,2018,869,Russia,Uruguay,A,group_or_knockout,Hyundai,loss,0,1676,72.7,49.8,18.23,63.68,246.17,0.592,0.677,26.07,0.814,0.69,0.874,0.641,4.257,0.163,High attention,Premium,cloudy,16.3,67.0,242.94,123.22,0.048,0.1321,4.12,0.033,58.77,0.6263,0.5929,0.2782,0.706,1.1272
2018_870_Saudi_Arabia,2018,870,Saudi Arabia,Egypt,A,group_or_knockout,Visa,win,3,1543,68.2,34.6,13.01,63.68,182.38,0.565,0.512,27.16,0.698,0.648,0.864,0.634,3.645,0.134,Mid attention,Premium,clear,25.5,53.9,226.35,60.08,0.193,0.0732,2.76,0.213,57.27,0.4799,0.5446,0.2627,0.5137,1.0706
2018_871_Spain,2018,871,Spain,Morocco,A,group_or_knockout,Budweiser,draw,1,1708,77.4,45.2,19.26,65.88,235.06,0.633,0.713,27.85,0.714,0.724,0.933,0.661,3.995,0.143,High attention,Premium,clear,26.5,67.2,232.39,85.18,0.077,0.2738,0.5,0.125,61.66,0.5791,0.5531,0.3754,0.6714,1.1593
2018_872_Iran,2018,872,Iran,Portugal,A,group_or_knockout,Visa,draw,1,1519,68.7,30.6,12.34,61.48,153.17,0.495,0.468,29.04,0.732,0.637,0.935,0.549,3.439,0.118,Mid attention,Scalable,windy,23.5,47.7,271.53,89.13,0.201,0.2399,1.12,0.191,52.9,0.4824,0.524,0.3549,0.471,0.9763
2018_873_Australia,2018,873,Australia,Peru,A,group_or_knockout,Hyundai,loss,0,1539,69.8,32.1,7.37,61.48,105.76,0.512,0.316,29.32,0.866,0.705,0.903,0.507,3.566,0.122,Low attention,Scalable,cloudy,24.3,53.8,168.46,102.13,0.019,0.2947,5.21,0.149,52.01,0.4664,0.4844,0.2788,0.5337,1.1442
2018_874_Denmark,2018,874,Denmark,France,A,group_or_knockout,Coca-Cola,draw,1,1642,71.5,43.1,19.09,57.08,175.84,0.49,0.629,33.85,0.793,0.715,0.895,0.63,3.601,0.106,Mid attention,Premium,cloudy,21.4,73.5,239.42,62.47,0.045,0.3031,5.43,0.18,61.07,0.4179,0.629,0.3415,0.5223,1.2499
2018_875_Nigeria,2018,875,Nigeria,Argentina,A,group_or_knockout,Coca-Cola,loss,0,1585,75.3,31.3,8.19,63.68,222.95,0.541,0.402,26.63,0.705,0.744,0.906,0.49,3.48,0.131,Mid attention,Scalable,cloudy,31.9,72.0,147.35,85.07,0.191,0.2433,2.36,0.216,54.89,0.5495,0.4465,0.3982,0.5554,1.0107
2018_876_Iceland,2018,876,Iceland,Croatia,A,group_or_knockout,Adidas,loss,0,1388,64.1,13.5,5.97,63.68,213.78,0.533,0.34,32.31,0.897,0.583,0.936,0.53,3.413,0.106,Mid attention,Scalable,clear,17.6,42.3,146.01,130.63,0.256,0.4928,3.35,0.243,66.57,0.6131,0.559,0.5823,0.4147,0.6764
2018_877_South_Korea,2018,877,South Korea,Germany,A,group_or_knockout,McDonald's,win,3,1548,70.3,20.2,12.83,61.48,197.73,0.551,0.5,25.44,0.51,0.67,0.723,0.563,3.169,0.125,Mid attention,Scalable,cloudy,19.5,44.3,222.94,93.42,0.206,0.1245,5.31,0.126,63.7,0.523,0.6344,0.3116,0.3672,0.7022
2018_878_Mexico,2018,878,Mexico,Sweden,A,group_or_knockout,Hyundai,loss,0,1612,72.1,37.6,18.89,63.68,165.05,0.549,0.659,28.5,0.853,0.712,0.897,0.639,3.809,0.134,Mid attention,Premium,clear,23.1,59.7,131.33,118.92,0.242,0.3295,-0.78,0.139,50.44,0.5579,0.3469,0.4388,0.6006,1.0766
2018_879_Serbia,2018,879,Serbia,Brazil,A,group_or_knockout,Vivo,loss,0,1559,68.8,36.3,15.31,61.48,140.17,0.511,0.54,23.55,0.481,0.729,0.727,0.461,3.175,0.135,Mid attention,Scalable,cloudy,28.3,85.6,213.13,94.08,0.194,0.2734,1.86,0.216,67.45,0.4802,0.6051,0.365,0.422,0.8788
2018_880_Switzerland,2018,880,Switzerland,Costa Rica,A,group_or_knockout,Adidas,draw,1,1632,72.7,48.1,17.05,65.88,219.71,0.615,0.648,31.4,0.904,0.774,0.888,0.698,4.031,0.128,Mid attention,Premium,rain,14.0,27.4,202.99,99.11,0.173,0.2234,7.04,0.219,70.11,0.589,0.6966,0.3753,0.6735,1.1434
2018_881_Japan,2018,881,Japan,Poland,A,group_or_knockout,Adidas,loss,0,1586,72.8,37.0,11.9,59.28,190.89,0.529,0.459,29.47,0.859,0.648,0.855,0.562,3.758,0.128,Mid attention,Scalable,clear,15.1,62.5,232.81,101.28,0.106,0.2959,3.43,0.118,63.23,0.5097,0.611,0.3737,0.5246,1.0291
2018_882_Senegal,2018,882,Senegal,Colombia,A,group_or_knockout,Budweiser,loss,0,1638,72.8,30.1,9.94,59.28,144.78,0.518,0.387,31.49,0.771,0.754,0.934,0.503,3.401,0.108,Mid attention,Scalable,rain,10.8,36.0,175.46,73.34,0.238,0.1897,0.43,0.187,63.51,0.4313,0.5159,0.3334,0.5256,1.2186
2018_883_Panama,2018,883,Panama,Tunisia,A,group_or_knockout,Qatar Airways,loss,0,1388,60.1,12.9,4.46,63.68,248.27,0.579,0.315,19.76,0.367,0.609,0.68,0.349,2.91,0.147,Low attention,Watchlist,clear,23.2,47.9,194.0,77.99,0.259,0.3648,3.05,0.203,63.03,0.5578,0.5682,0.5234,0.2896,0.5191
2018_884_England,2018,884,England,Belgium,A,group_or_knockout,McDonald's,loss,0,1695,76.6,52.6,19.34,59.28,132.3,0.452,0.63,20.29,0.432,0.819,0.654,0.468,3.552,0.175,Mid attention,Scalable,rain,16.3,52.2,202.27,129.6,0.15,0.5033,4.95,0.167,67.44,0.509,0.6418,0.489,0.582,1.1434
2018_885_France,2018,885,France,Argentina,A,group_or_knockout,Qatar Airways,win,3,1748,77.8,46.5,18.67,72.48,175.9,0.631,0.712,24.02,0.51,0.801,0.711,0.658,3.724,0.155,High attention,Premium,cloudy,20.7,51.3,184.5,147.11,0.145,0.2392,-2.55,0.198,61.21,0.6907,0.4596,0.3445,0.5991,0.8673
2018_886_Uruguay,2018,886,Uruguay,Portugal,A,group_or_knockout,Vivo,win,3,1684,74.8,44.8,20.58,63.68,287.74,0.643,0.757,19.75,0.443,0.797,0.741,0.654,3.756,0.19,High attention,Premium,cloudy,27.0,49.5,160.34,118.39,0.315,0.2336,3.17,0.243,51.33,0.6505,0.4405,0.4892,0.6619,1.0176
2018_887_Russia,2018,887,Russia,Spain,A,group_or_knockout,Hyundai,draw,1,1676,72.7,49.8,18.23,61.48,224.06,0.603,0.654,26.07,0.814,0.69,0.874,0.667,4.197,0.161,Mid attention,Premium,cloudy,19.2,58.1,207.95,66.29,0.154,0.1325,2.02,0.145,63.54,0.501,0.5697,0.311,0.6913,1.3799
2018_888_Croatia,2018,888,Croatia,Denmark,A,group_or_knockout,Hisense,draw,1,1671,75.1,52.8,21.52,61.48,158.93,0.515,0.712,28.53,0.731,0.792,0.927,0.645,3.79,0.133,High attention,Premium,windy,24.4,49.4,183.35,57.75,0.164,0.2883,-0.65,0.269,54.46,0.4382,0.4302,0.3736,0.659,1.504
2018_889_Brazil,2018,889,Brazil,Mexico,A,group_or_knockout,Adidas,win,3,1829,78.8,57.4,18.61,61.48,190.41,0.478,0.649,33.15,0.938,0.809,0.916,0.752,4.15,0.125,Mid attention,Premium,cloudy,21.2,34.6,166.81,69.35,0.205,0.1395,2.97,0.125,61.42,0.4801,0.5287,0.3161,0.7265,1.5132
2018_890_Belgium,2018,890,Belgium,Japan,A,group_or_knockout,Visa,win,3,1674,71.5,40.4,23.19,68.08,203.17,0.583,0.816,26.85,0.713,0.72,0.914,0.757,3.966,0.148,High attention,Premium,rain,27.0,70.5,200.33,144.26,0.146,0.169,2.51,0.173,62.7,0.6666,0.5631,0.3174,0.6626,0.9939
2018_891_Sweden,2018,891,Sweden,Switzerland,A,group_or_knockout,Budweiser,win,3,1654,74.4,39.2,19.34,59.28,78.53,0.426,0.606,26.29,0.687,0.705,0.91,0.641,3.691,0.14,Mid attention,Premium,rain,25.9,70.0,265.31,116.26,0.074,0.2555,2.75,0.091,53.36,0.4474,0.5468,0.26,0.5857,1.3092
2018_892_Colombia,2018,892,Colombia,England,A,group_or_knockout,Vivo,draw,1,1650,74.7,50.9,8.73,61.48,136.31,0.496,0.365,18.25,0.396,0.764,0.653,0.396,3.369,0.185,Mid attention,Scalable,clear,18.8,71.5,165.33,97.14,0.194,0.2496,2.07,0.177,67.72,0.482,0.567,0.3471,0.5231,1.0853
2018_893_Uruguay,2018,893,Uruguay,France,A,group_or_knockout,Vivo,loss,0,1684,74.8,44.8,20.58,61.48,173.2,0.524,0.694,19.75,0.443,0.797,0.741,0.508,3.606,0.183,High attention,Scalable,clear,22.0,33.3,164.14,132.76,0.152,0.1681,0.66,0.161,51.1,0.5653,0.4041,0.2999,0.6226,1.1014
2018_894_Brazil,2018,894,Brazil,Belgium,A,group_or_knockout,Adidas,loss,0,1829,78.8,57.4,18.61,63.68,164.68,0.556,0.652,33.15,0.938,0.809,0.916,0.667,4.146,0.125,Mid attention,Premium,cloudy,29.3,62.8,124.84,69.45,0.34,0.4964,-0.26,0.303,54.0,0.4809,0.3789,0.5898,0.7257,1.5091
2018_895_Sweden,2018,895,Sweden,England,A,group_or_knockout,Budweiser,loss,0,1654,74.4,39.2,19.34,61.48,188.27,0.537,0.668,26.29,0.687,0.705,0.91,0.584,3.77,0.143,High attention,Scalable,clear,25.4,68.8,182.75,100.02,0.235,0.2326,1.35,0.19,62.74,0.526,0.5299,0.3882,0.6055,1.1511
2018_896_Russia,2018,896,Russia,Croatia,A,group_or_knockout,Hyundai,draw,1,1676,72.7,49.8,18.23,65.88,258.29,0.669,0.696,26.07,0.814,0.69,0.874,0.695,4.303,0.165,High attention,Premium,clear,14.6,41.5,233.24,74.98,0.097,0.2509,4.6,0.126,69.95,0.581,0.6859,0.3846,0.7179,1.2356
2018_897_France,2018,897,France,Belgium,A,group_or_knockout,Qatar Airways,win,3,1748,77.8,46.5,18.67,59.28,154.82,0.48,0.622,24.02,0.51,0.801,0.711,0.596,3.626,0.151,Mid attention,Scalable,clear,26.9,58.1,219.49,76.97,0.229,0.1961,3.29,0.183,64.0,0.4446,0.6033,0.3401,0.5741,1.2914
2018_898_Croatia,2018,898,Croatia,England,A,group_or_knockout,Hisense,win,3,1671,75.1,52.8,21.52,63.68,135.33,0.512,0.716,28.53,0.731,0.792,0.927,0.713,3.75,0.131,High attention,Premium,cloudy,16.5,56.1,196.55,135.14,0.187,0.1678,2.65,0.132,54.97,0.5604,0.4964,0.2905,0.6483,1.157
2018_899_Belgium,2018,899,Belgium,England,A,group_or_knockout,Visa,win,3,1674,71.5,40.4,23.19,61.48,192.42,0.561,0.771,26.85,0.713,0.72,0.914,0.736,3.849,0.143,High attention,Premium,clear,31.5,87.5,234.55,124.73,0.287,0.2425,0.62,0.247,67.48,0.5675,0.6061,0.4203,0.6325,1.1146
2018_900_France,2018,900,France,Croatia,A,group_or_knockout,Qatar Airways,win,3,1748,77.8,46.5,18.67,70.28,183.28,0.599,0.702,24.02,0.51,0.801,0.711,0.648,3.771,0.157,High attention,Premium,rain,29.1,88.8,253.48,72.55,0.104,0.2572,2.01,0.153,70.24,0.5606,0.6676,0.3428,0.6111,1.0902
2022_901_Qatar,2022,901,Qatar,Ecuador,A,group_or_knockout,McDonald's,loss,0,1388,63.5,12.4,4.78,62.94,172.17,0.562,0.286,21.61,0.423,0.619,0.704,0.354,2.984,0.138,Low attention,Watchlist,cloudy,24.7,31.4,249.74,77.06,0.175,0.2248,4.35,0.187,67.75,0.4916,0.6785,0.3461,0.3077,0.6259
2022_902_Senegal,2022,902,Senegal,Netherlands,A,group_or_knockout,Budweiser,loss,0,1638,72.8,30.1,9.94,62.94,165.75,0.55,0.419,31.49,0.771,0.754,0.934,0.52,3.467,0.11,Mid attention,Scalable,rain,23.9,96.0,241.84,105.29,0.146,0.349,3.86,0.169,50.65,0.5305,0.5193,0.4093,0.5414,1.0207
2022_903_England,2022,903,England,Iran,A,group_or_knockout,McDonald's,win,3,1695,76.6,52.6,19.34,76.14,407.6,0.849,0.853,20.29,0.432,0.819,0.654,0.724,3.96,0.195,High attention,Premium,clear,21.7,43.4,338.68,74.6,0.162,0.1956,1.8,0.156,69.17,0.7885,0.733,0.4751,0.6903,0.8755
2022_904_United_States,2022,904,United States,Wales,A,group_or_knockout,Vivo,draw,1,1578,71.9,31.0,12.75,62.94,96.04,0.545,0.463,22.58,0.432,0.676,0.652,0.454,3.111,0.138,Mid attention,Scalable,cloudy,27.1,73.7,181.23,101.66,0.068,0.2212,-2.68,0.165,60.99,0.4717,0.4528,0.2466,0.3502,0.7423
2022_905_Argentina,2022,905,Argentina,Saudi Arabia,A,group_or_knockout,Hyundai,loss,0,1753,76.8,58.0,19.5,65.14,166.97,0.556,0.685,30.74,0.903,0.813,0.936,0.667,4.155,0.135,High attention,Premium,clear,20.8,73.5,140.44,108.12,0.214,0.1564,1.38,0.219,64.34,0.556,0.5054,0.3157,0.7514,1.3514
2022_906_Mexico,2022,906,Mexico,Poland,A,group_or_knockout,Hyundai,draw,1,1612,72.1,37.6,18.89,58.54,167.11,0.555,0.629,28.5,0.853,0.712,0.897,0.662,3.797,0.133,Mid attention,Premium,rain,24.4,42.1,207.61,74.83,0.198,0.2083,1.79,0.231,47.75,0.4438,0.4324,0.3423,0.5968,1.3448
2022_907_Denmark,2022,907,Denmark,Tunisia,A,group_or_knockout,Coca-Cola,draw,1,1642,71.5,43.1,19.09,58.54,134.42,0.471,0.62,33.85,0.793,0.715,0.895,0.623,3.592,0.106,Mid attention,Premium,clear,28.2,65.9,213.76,74.99,0.285,0.3978,0.9,0.252,57.01,0.4192,0.5028,0.482,0.5205,1.2418
2022_908_France,2022,908,France,Australia,A,group_or_knockout,Qatar Airways,win,3,1748,77.8,46.5,18.67,69.54,255.66,0.645,0.729,24.02,0.51,0.801,0.711,0.666,3.858,0.161,High attention,Premium,windy,19.6,56.3,309.33,83.3,0.155,0.1306,1.93,0.202,70.9,0.6255,0.7228,0.3308,0.6339,1.0133
2022_909_Germany,2022,909,Germany,Japan,A,group_or_knockout,Coca-Cola,loss,0,1798,81.3,65.9,22.15,65.14,233.75,0.618,0.784,29.19,0.759,0.859,0.907,0.667,4.254,0.146,High attention,Premium,clear,19.3,66.9,269.58,137.86,0.115,0.0901,4.51,0.116,59.29,0.653,0.6275,0.2726,0.8049,1.2327
2022_910_Spain,2022,910,Spain,Costa Rica,A,group_or_knockout,Budweiser,win,3,1708,77.4,45.2,19.26,73.94,208.49,0.669,0.751,27.85,0.714,0.724,0.933,0.748,4.03,0.145,High attention,Premium,cloudy,15.8,61.7,361.27,103.93,0.235,0.3541,2.72,0.204,71.0,0.662,0.7829,0.4799,0.6811,1.0287
2022_911_Morocco,2022,911,Morocco,Croatia,A,group_or_knockout,Mengniu,draw,1,1552,69.2,34.3,12.67,58.54,155.08,0.47,0.459,19.44,0.366,0.668,0.598,0.417,3.136,0.161,Mid attention,Scalable,clear,16.6,77.1,205.34,97.23,0.077,0.0501,4.88,0.153,51.83,0.4694,0.5115,0.1785,0.3606,0.7682
2022_912_Belgium,2022,912,Belgium,Canada,A,group_or_knockout,Visa,win,3,1674,71.5,40.4,23.19,60.74,168.22,0.535,0.756,26.85,0.713,0.72,0.914,0.726,3.921,0.146,High attention,Premium,cloudy,12.0,59.2,193.22,78.48,0.265,0.5461,-0.37,0.275,66.41,0.4706,0.5445,0.5911,0.6509,1.3832
2022_913_Switzerland,2022,913,Switzerland,Cameroon,A,group_or_knockout,Adidas,win,3,1632,72.7,48.1,17.05,60.74,168.56,0.54,0.594,31.4,0.904,0.774,0.888,0.73,3.908,0.124,Mid attention,Premium,cloudy,27.4,55.3,129.07,110.15,0.264,0.2848,2.16,0.207,60.48,0.5199,0.4742,0.4219,0.6436,1.2379
