match_id,year,team_a,team_b,event_attention_m,media_reposts_k,stage,hashtag_mentions_k,video_views_m,sentiment_score,engagement_rate,fan_growth_7d_pct,news_sentiment_score,narrative_topic,text_signal_score,time_decay_attention
412,1986,Argentina,Germany,56.42,144.68,group_or_knockout,145.0,90.44,0.257,0.2698,5.91,0.232,real_news_reference,0.247,51.14
413,1990,Argentina,Cameroon,49.08,173.81,group_or_knockout,203.12,56.5,0.195,0.3842,2.55,0.193,real_news_reference,0.213,54.31
414,1990,Italy,Austria,49.08,131.16,group_or_knockout,122.72,87.54,0.223,0.3751,5.09,0.184,real_news_reference,0.221,44.29
415,1990,Russia,Romania,51.28,131.81,group_or_knockout,203.27,51.29,0.106,0.1442,5.38,0.171,real_news_reference,0.139,58.05
416,1990,United Arab Emirates,Colombia,51.28,112.05,group_or_knockout,209.69,60.75,0.025,0.2279,5.5,0.11,real_news_reference,0.084,57.28
417,1990,Brazil,Sweden,53.48,226.71,group_or_knockout,149.31,103.21,0.176,0.0872,4.25,0.124,real_news_reference,0.144,46.87
418,1990,Germany,Yugoslavia,57.88,81.24,group_or_knockout,263.38,84.83,0.291,0.4593,2.8,0.168,real_news_reference,0.252,52.24
419,1990,United States,Czechoslovakia,60.08,214.66,group_or_knockout,202.95,92.97,0.083,0.184,2.67,0.134,real_news_reference,0.116,64.43
420,1990,Costa Rica,Scotland,49.08,123.17,group_or_knockout,118.41,107.17,0.075,0.5121,2.29,0.237,real_news_reference,0.192,41.74
421,1990,England,Republic of Ireland,51.28,130.63,group_or_knockout,140.3,61.83,0.27,0.2644,-1.75,0.156,real_news_reference,0.218,53.51
422,1990,Belgium,South Korea,51.28,235.37,group_or_knockout,204.48,47.46,0.102,0.3715,4.31,0.178,real_news_reference,0.163,42.38
423,1990,Netherlands,Egypt,51.28,119.98,group_or_knockout,194.04,53.58,0.107,0.2458,3.31,0.036,real_news_reference,0.089,43.79
424,1990,Argentina,Russia,51.28,121.13,group_or_knockout,118.25,62.45,0.111,0.1411,4.53,0.224,real_news_reference,0.165,49.24
425,1990,Uruguay,Spain,46.88,129.16,group_or_knockout,136.02,86.43,0.142,0.2652,2.55,0.102,real_news_reference,0.136,49.15
426,1990,Cameroon,Romania,53.48,171.6,group_or_knockout,169.05,102.07,-0.009,0.3218,4.2,0.065,real_news_reference,0.057,55.95
427,1990,Italy,United States,49.08,123.93,group_or_knockout,129.87,80.25,0.094,0.2017,-0.09,0.28,real_news_reference,0.188,49.04
428,1990,Yugoslavia,Colombia,49.08,90.27,group_or_knockout,265.84,60.44,0.171,0.4892,0.34,0.204,real_news_reference,0.218,43.09
429,1990,Austria,Czechoslovakia,49.08,110.06,group_or_knockout,156.31,77.46,0.17,0.3277,-2.4,0.226,real_news_reference,0.211,45.62
430,1990,Germany,United Arab Emirates,60.08,245.78,group_or_knockout,177.72,55.24,0.264,0.3547,2.52,0.184,real_news_reference,0.237,52.19
431,1990,Brazil,Costa Rica,49.08,143.22,group_or_knockout,198.57,87.67,0.332,0.4058,1.18,0.141,real_news_reference,0.253,43.18
432,1990,England,Netherlands,46.88,152.0,group_or_knockout,128.55,79.63,0.299,0.4071,0.9,0.126,real_news_reference,0.232,42.02
433,1990,Sweden,Scotland,53.48,142.04,group_or_knockout,206.68,49.65,0.24,0.1279,3.5,0.21,real_news_reference,0.215,53.24
434,1990,Belgium,Uruguay,55.68,132.29,group_or_knockout,110.24,109.25,0.133,0.163,1.91,0.239,real_news_reference,0.184,47.59
435,1990,Republic of Ireland,Egypt,46.88,214.29,group_or_knockout,125.74,88.72,0.086,0.3151,-0.21,0.143,real_news_reference,0.135,37.28
436,1990,South Korea,Spain,55.68,150.95,group_or_knockout,217.43,72.42,0.15,0.2381,8.14,0.314,real_news_reference,0.233,57.31
437,1990,Argentina,Romania,51.28,129.43,group_or_knockout,228.12,88.51,0.207,0.1344,2.72,0.132,real_news_reference,0.166,40.4
438,1990,Cameroon,Russia,55.68,216.27,group_or_knockout,137.87,93.65,0.23,0.3071,0.53,0.037,real_news_reference,0.151,62.89
439,1990,Austria,United States,53.48,124.84,group_or_knockout,128.62,58.09,0.21,0.1728,1.39,0.01,real_news_reference,0.116,48.46
440,1990,Germany,Colombia,51.28,124.06,group_or_knockout,177.53,59.04,0.136,0.2165,2.44,0.013,real_news_reference,0.089,40.12
441,1990,Italy,Czechoslovakia,51.28,146.96,group_or_knockout,131.83,91.7,0.227,0.1505,2.43,0.115,real_news_reference,0.169,56.33
442,1990,Yugoslavia,United Arab Emirates,57.88,165.41,group_or_knockout,162.59,122.34,0.274,0.2434,5.53,0.13,real_news_reference,0.206,57.64
443,1990,Brazil,Scotland,49.08,150.83,group_or_knockout,183.56,80.94,0.236,0.392,2.63,0.203,real_news_reference,0.237,52.72
444,1990,Sweden,Costa Rica,53.48,274.51,group_or_knockout,140.23,87.61,0.145,0.1381,6.7,0.146,real_news_reference,0.145,50.09
445,1990,Belgium,Spain,53.48,167.91,group_or_knockout,98.29,93.09,0.065,0.293,1.89,0.216,real_news_reference,0.156,48.53
446,1990,England,Egypt,49.08,72.07,group_or_knockout,106.5,72.28,0.062,0.1831,3.7,0.152,real_news_reference,0.115,49.86
447,1990,Republic of Ireland,Netherlands,51.28,160.56,group_or_knockout,154.44,49.76,0.08,0.465,4.95,0.149,real_news_reference,0.15,47.49
448,1990,South Korea,Uruguay,49.08,141.75,group_or_knockout,92.54,69.47,0.174,0.2894,5.31,0.102,real_news_reference,0.153,48.11
449,1990,Cameroon,Colombia,53.48,154.7,group_or_knockout,149.16,110.72,0.2,0.4659,5.55,0.262,real_news_reference,0.254,47.06
450,1990,Czechoslovakia,Costa Rica,57.88,177.19,group_or_knockout,122.77,112.66,0.007,0.3074,2.23,0.026,real_news_reference,0.046,52.08
451,1990,Brazil,Argentina,49.08,139.13,group_or_knockout,222.17,103.35,0.098,0.1383,2.79,0.172,real_news_reference,0.135,39.73
452,1990,Germany,Netherlands,53.48,150.59,group_or_knockout,276.05,58.76,0.172,0.1707,-2.41,0.134,real_news_reference,0.155,56.76
453,1990,Republic of Ireland,Romania,46.88,159.05,group_or_knockout,108.1,73.03,0.058,0.2443,2.39,0.211,real_news_reference,0.145,42.45
454,1990,Italy,Uruguay,51.28,125.9,group_or_knockout,164.27,85.13,0.192,0.3782,5.09,0.146,real_news_reference,0.19,58.0
455,1990,England,Belgium,49.08,107.57,group_or_knockout,115.97,57.57,0.117,0.4348,4.68,0.149,real_news_reference,0.163,42.87
456,1990,Spain,Yugoslavia,53.48,356.37,group_or_knockout,148.71,62.1,0.076,0.1695,2.62,0.127,real_news_reference,0.108,50.86
457,1990,Italy,Republic of Ireland,49.08,114.78,group_or_knockout,231.44,94.07,0.153,0.4543,6.37,0.26,real_news_reference,0.231,43.68
458,1990,Yugoslavia,Argentina,46.88,137.78,group_or_knockout,125.33,83.14,0.187,0.1863,1.99,0.148,real_news_reference,0.169,48.28
459,1990,Cameroon,England,57.88,108.81,group_or_knockout,161.88,100.79,0.063,0.2857,1.3,0.306,real_news_reference,0.195,61.99
460,1990,Germany,Czechoslovakia,49.08,144.9,group_or_knockout,116.49,61.21,0.124,0.2665,1.82,0.17,real_news_reference,0.159,46.89
461,1990,Italy,Argentina,51.28,112.84,group_or_knockout,205.17,79.94,0.195,0.2165,0.44,0.15,real_news_reference,0.177,46.77
462,1990,Germany,England,51.28,129.46,group_or_knockout,68.13,47.69,0.072,0.1648,4.11,0.136,real_news_reference,0.11,53.75
463,1990,Italy,England,53.48,204.78,group_or_knockout,143.83,57.17,-0.018,0.2512,3.41,0.193,real_news_reference,0.104,45.4
464,1990,Germany,Argentina,49.08,160.07,group_or_knockout,145.76,77.24,-0.006,0.2059,4.08,0.101,real_news_reference,0.063,48.87
465,1994,Germany,Bolivia,50.53,169.31,group_or_knockout,128.68,65.82,0.106,0.4235,1.93,0.16,real_news_reference,0.162,52.76
466,1994,Spain,South Korea,57.13,99.42,group_or_knockout,212.98,123.14,0.016,0.2497,2.68,0.149,real_news_reference,0.099,50.1
467,1994,Colombia,Romania,57.13,273.05,group_or_knockout,231.79,86.43,0.113,0.3094,-1.77,0.174,real_news_reference,0.16,58.05
468,1994,Italy,Republic of Ireland,50.53,103.42,group_or_knockout,106.65,50.97,0.315,0.2463,3.59,0.176,real_news_reference,0.246,52.79
469,1994,United States,Switzerland,52.73,231.18,group_or_knockout,267.35,48.68,0.01,0.1981,3.01,0.18,real_news_reference,0.105,43.36
470,1994,Belgium,Morocco,50.53,192.21,group_or_knockout,106.35,93.12,0.12,0.2643,0.49,0.156,real_news_reference,0.151,45.31
471,1994,Cameroon,Sweden,57.13,191.9,group_or_knockout,236.86,64.15,0.361,0.1559,2.58,0.274,real_news_reference,0.301,52.92
472,1994,Norway,Mexico,50.53,113.66,group_or_knockout,157.59,57.81,0.189,0.2576,2.26,0.182,real_news_reference,0.193,53.53
473,1994,Brazil,Russia,52.73,157.22,group_or_knockout,139.67,76.51,0.111,0.2368,6.51,0.357,real_news_reference,0.234,51.9
474,1994,Netherlands,Saudi Arabia,54.93,137.58,group_or_knockout,148.97,68.29,0.132,0.2248,0.57,0.152,real_news_reference,0.15,51.74
475,1994,Argentina,Greece,57.13,164.59,group_or_knockout,170.2,97.21,0.191,0.2015,3.5,0.225,real_news_reference,0.207,51.12
476,1994,Germany,Spain,52.73,140.5,group_or_knockout,166.88,80.75,0.318,0.27,0.51,0.09,real_news_reference,0.211,41.21
477,1994,Nigeria,Bulgaria,54.93,88.7,group_or_knockout,131.11,57.4,0.095,0.2582,1.63,0.26,real_news_reference,0.186,43.25
478,1994,Romania,Switzerland,59.33,232.11,group_or_knockout,168.11,113.92,0.072,0.3364,3.38,0.092,real_news_reference,0.107,51.41
479,1994,United States,Colombia,54.93,153.45,group_or_knockout,136.1,79.85,0.01,0.1342,2.36,0.185,real_news_reference,0.101,45.15
480,1994,Italy,Norway,50.53,126.07,group_or_knockout,112.03,85.6,0.158,0.0997,2.79,0.127,real_news_reference,0.138,41.59
481,1994,South Korea,Bolivia,48.33,118.06,group_or_knockout,118.36,43.74,0.008,0.307,3.5,0.184,real_news_reference,0.117,48.18
482,1994,Brazil,Cameroon,54.93,173.54,group_or_knockout,123.79,94.17,0.102,0.1612,1.76,0.129,real_news_reference,0.12,54.82
483,1994,Mexico,Republic of Ireland,54.93,122.22,group_or_knockout,148.56,69.64,0.057,0.4281,4.66,0.085,real_news_reference,0.107,43.73
484,1994,Sweden,Russia,57.13,86.82,group_or_knockout,191.22,88.13,0.256,0.1001,2.16,0.126,real_news_reference,0.182,56.78
485,1994,Argentina,Nigeria,54.93,175.92,group_or_knockout,170.07,70.7,0.097,0.2797,2.6,0.271,real_news_reference,0.194,45.73
486,1994,Belgium,Netherlands,50.53,166.99,group_or_knockout,248.68,110.92,0.188,0.2583,3.56,0.185,real_news_reference,0.194,46.28
487,1994,Saudi Arabia,Morocco,54.93,148.44,group_or_knockout,94.96,65.92,-0.012,0.3812,3.28,0.045,real_news_reference,0.053,62.42
488,1994,Bulgaria,Greece,57.13,118.38,group_or_knockout,193.0,119.21,0.161,0.2236,4.15,0.236,real_news_reference,0.201,55.3
489,1994,Switzerland,Colombia,52.73,154.48,group_or_knockout,158.66,110.38,0.028,0.1641,3.47,0.077,real_news_reference,0.064,41.78
490,1994,United States,Romania,50.53,95.82,group_or_knockout,186.14,73.13,0.106,0.2339,3.78,0.208,real_news_reference,0.165,45.74
491,1994,Bolivia,Spain,57.13,122.45,group_or_knockout,205.29,74.0,0.369,0.2236,2.12,0.192,real_news_reference,0.275,58.36
492,1994,Germany,South Korea,59.33,137.4,group_or_knockout,171.03,82.79,0.241,0.2862,0.56,0.197,real_news_reference,0.226,51.07
493,1994,Brazil,Sweden,52.73,190.85,group_or_knockout,165.4,115.28,0.135,0.2346,-0.2,0.296,real_news_reference,0.217,59.44
494,1994,Republic of Ireland,Norway,48.33,124.78,group_or_knockout,120.55,82.38,0.468,0.4073,-0.71,0.082,real_news_reference,0.288,45.1
495,1994,Italy,Mexico,52.73,132.92,group_or_knockout,184.68,84.8,0.057,0.295,6.5,0.197,real_news_reference,0.144,41.53
496,1994,Russia,Cameroon,63.73,314.81,group_or_knockout,119.69,60.33,0.265,0.2432,-1.85,0.249,real_news_reference,0.256,62.11
497,1994,Belgium,Saudi Arabia,50.53,159.37,group_or_knockout,184.34,101.17,-0.005,0.3264,5.31,0.097,real_news_reference,0.074,51.71
498,1994,Morocco,Netherlands,54.93,172.6,group_or_knockout,164.07,55.42,0.124,0.2011,1.08,0.088,real_news_reference,0.116,51.86
499,1994,Argentina,Bulgaria,52.73,135.87,group_or_knockout,140.25,50.68,0.013,0.2268,5.29,0.125,real_news_reference,0.085,58.75
500,1994,Greece,Nigeria,52.73,127.51,group_or_knockout,149.46,66.3,0.174,0.2151,-1.83,0.174,real_news_reference,0.178,58.25
501,1994,Germany,Belgium,59.33,91.92,group_or_knockout,171.28,90.09,0.154,0.1037,2.31,0.035,real_news_reference,0.095,49.25
502,1994,Spain,Switzerland,54.93,205.88,group_or_knockout,228.24,113.37,0.117,0.1736,5.85,0.192,real_news_reference,0.156,44.43
503,1994,Romania,Argentina,59.33,192.22,group_or_knockout,400.01,114.33,0.257,0.1706,4.3,0.035,real_news_reference,0.148,52.95
504,1994,Saudi Arabia,Sweden,57.13,155.27,group_or_knockout,232.83,66.09,0.091,0.1768,2.09,0.252,real_news_reference,0.172,57.07
505,1994,Netherlands,Republic of Ireland,52.73,145.0,group_or_knockout,137.53,72.96,0.181,0.2413,-1.28,0.189,real_news_reference,0.191,52.55
506,1994,United States,Brazil,50.53,177.45,group_or_knockout,177.69,96.73,0.23,0.3113,0.02,0.301,real_news_reference,0.27,44.35
507,1994,Mexico,Bulgaria,52.73,97.5,group_or_knockout,187.45,83.59,-0.0,0.4049,5.72,0.202,real_news_reference,0.131,59.18
508,1994,Nigeria,Italy,54.93,133.07,group_or_knockout,130.94,61.9,0.073,0.1988,2.07,0.124,real_news_reference,0.109,48.92
509,1994,Italy,Spain,54.93,114.19,group_or_knockout,120.4,77.72,0.154,0.2253,2.65,0.084,real_news_reference,0.13,58.75
510,1994,Netherlands,Brazil,59.33,278.42,group_or_knockout,175.44,101.67,0.211,0.3489,3.4,0.167,real_news_reference,0.205,64.05
511,1994,Bulgaria,Germany,54.93,200.59,group_or_knockout,201.94,118.93,0.29,0.1437,0.06,0.146,real_news_reference,0.211,44.79
512,1994,Romania,Sweden,57.13,88.11,group_or_knockout,114.71,100.57,0.127,0.4381,3.66,0.243,real_news_reference,0.21,49.34
513,1994,Bulgaria,Italy,54.93,102.74,group_or_knockout,137.8,50.59,0.116,0.4756,1.92,0.074,real_news_reference,0.133,47.1
514,1994,Sweden,Brazil,50.53,139.14,group_or_knockout,175.17,91.79,0.061,0.193,3.42,0.31,real_news_reference,0.186,56.14
515,1994,Sweden,Bulgaria,57.13,143.03,group_or_knockout,173.43,70.05,0.181,0.1082,1.59,0.25,real_news_reference,0.205,51.78
516,1994,Brazil,Italy,48.33,95.32,group_or_knockout,206.88,97.67,0.118,0.2139,-0.5,0.132,real_news_reference,0.134,52.25
517,1998,Brazil,Scotland,56.39,277.78,group_or_knockout,119.04,78.89,0.121,0.3371,1.9,0.292,real_news_reference,0.22,53.69
518,1998,Morocco,Norway,58.59,182.74,group_or_knockout,316.91,67.94,0.139,0.4141,4.15,0.085,real_news_reference,0.142,55.34
519,1998,Cameroon,Austria,54.19,176.88,group_or_knockout,110.83,81.74,0.203,0.3566,3.63,0.165,real_news_reference,0.201,59.89
520,1998,Italy,Chile,58.59,137.94,group_or_knockout,105.98,72.17,0.092,0.398,2.86,0.046,real_news_reference,0.102,55.0
521,1998,France,South Africa,56.39,197.26,group_or_knockout,166.93,68.04,0.071,0.1371,4.69,0.296,real_news_reference,0.179,59.1
522,1998,Paraguay,Bulgaria,49.79,127.91,group_or_knockout,112.64,81.92,0.191,0.1191,2.37,0.016,real_news_reference,0.105,46.44
523,1998,Saudi Arabia,Denmark,51.99,137.24,group_or_knockout,154.68,98.65,-0.154,0.1563,2.92,0.033,real_news_reference,-0.039,42.46
524,1998,South Korea,Mexico,58.59,198.67,group_or_knockout,172.8,116.33,0.088,0.3353,1.79,0.097,real_news_reference,0.117,46.82
525,1998,Netherlands,Belgium,49.79,90.17,group_or_knockout,142.43,70.55,0.033,0.359,4.81,0.254,real_news_reference,0.165,42.57
526,1998,Spain,Nigeria,60.79,271.67,group_or_knockout,147.94,59.99,0.268,0.3463,3.41,0.225,real_news_reference,0.256,63.22
527,1998,Argentina,Japan,51.99,156.35,group_or_knockout,174.03,79.5,0.104,0.3909,1.63,0.158,real_news_reference,0.157,47.55
528,1998,Jamaica,Croatia,58.59,239.66,group_or_knockout,162.59,85.77,0.092,0.3211,-0.33,0.23,real_news_reference,0.177,55.28
529,1998,Serbia,Iran,51.99,109.94,group_or_knockout,205.81,60.1,0.143,0.3798,5.12,0.139,real_news_reference,0.165,42.46
530,1998,England,Tunisia,54.19,119.58,group_or_knockout,155.62,111.9,0.089,0.1755,1.24,0.182,real_news_reference,0.14,54.42
531,1998,Germany,United States,54.19,111.85,group_or_knockout,127.91,117.4,0.108,0.4196,2.95,0.28,real_news_reference,0.217,57.94
532,1998,Romania,Colombia,51.99,159.36,group_or_knockout,102.42,50.29,0.158,0.2227,7.74,0.128,real_news_reference,0.151,52.24
533,1998,Brazil,Morocco,56.39,164.15,group_or_knockout,162.27,109.08,0.106,0.2978,4.48,0.087,real_news_reference,0.117,63.97
534,1998,Scotland,Norway,54.19,135.97,group_or_knockout,118.53,94.26,0.105,0.2645,6.18,0.186,real_news_reference,0.157,42.59
535,1998,Chile,Austria,54.19,116.58,group_or_knockout,116.16,67.19,0.047,0.2225,1.67,0.207,real_news_reference,0.137,42.57
536,1998,Italy,Cameroon,56.39,113.03,group_or_knockout,193.28,97.31,0.033,0.1809,5.05,0.157,real_news_reference,0.104,54.13
537,1998,France,Saudi Arabia,58.59,165.17,group_or_knockout,112.86,62.53,0.154,0.232,2.86,0.228,real_news_reference,0.195,51.32
538,1998,South Africa,Denmark,54.19,135.93,group_or_knockout,231.72,53.66,0.179,0.2321,3.57,0.132,real_news_reference,0.163,55.66
539,1998,Nigeria,Bulgaria,51.99,122.62,group_or_knockout,162.55,113.94,0.005,0.3026,7.04,0.158,real_news_reference,0.104,55.4
540,1998,Spain,Paraguay,49.79,219.42,group_or_knockout,147.95,86.0,0.224,0.1676,2.21,0.178,real_news_reference,0.198,40.67
541,1998,Belgium,Mexico,58.59,163.61,group_or_knockout,135.89,72.02,0.225,0.2296,2.84,0.171,real_news_reference,0.201,65.05
542,1998,Japan,Croatia,51.99,212.02,group_or_knockout,189.08,77.21,0.246,0.1581,0.9,0.277,real_news_reference,0.251,41.11
543,1998,Netherlands,South Korea,60.79,149.62,group_or_knockout,182.49,129.79,0.178,0.0926,4.67,0.178,real_news_reference,0.169,62.48
544,1998,Argentina,Jamaica,60.79,186.04,group_or_knockout,153.84,89.38,0.212,0.2379,1.62,0.124,real_news_reference,0.175,55.83
545,1998,Germany,Serbia,58.59,164.85,group_or_knockout,185.03,121.32,0.367,0.6866,4.95,0.19,real_news_reference,0.319,59.78
546,1998,United States,Iran,56.39,100.18,group_or_knockout,111.23,114.44,0.118,0.248,-0.66,0.229,real_news_reference,0.181,45.97
547,1998,Colombia,Tunisia,51.99,221.62,group_or_knockout,103.77,70.05,0.044,0.1862,3.95,0.21,real_news_reference,0.133,58.09
548,1998,Romania,England,56.39,155.16,group_or_knockout,128.03,101.77,-0.005,0.1719,1.45,0.206,real_news_reference,0.108,63.01
549,1998,Brazil,Norway,56.39,198.6,group_or_knockout,184.87,99.17,0.324,0.4233,4.33,0.028,real_news_reference,0.201,54.53
550,1998,Chile,Cameroon,54.19,125.45,group_or_knockout,162.66,103.1,0.325,0.2108,2.77,-0.051,real_news_reference,0.144,52.21
551,1998,Italy,Austria,56.39,153.87,group_or_knockout,220.2,77.58,0.056,0.3237,1.68,0.25,real_news_reference,0.17,56.87
552,1998,Scotland,Morocco,56.39,126.42,group_or_knockout,134.6,54.58,0.075,0.207,1.99,0.183,real_news_reference,0.137,55.76
553,1998,France,Denmark,56.39,227.78,group_or_knockout,195.58,63.29,0.116,0.1118,1.01,0.146,real_news_reference,0.129,55.02
554,1998,Nigeria,Paraguay,58.59,182.68,group_or_knockout,171.07,99.69,0.271,0.3439,4.56,0.204,real_news_reference,0.248,58.13
555,1998,South Africa,Saudi Arabia,58.59,185.55,group_or_knockout,139.05,111.77,0.019,0.1529,0.6,0.302,real_news_reference,0.16,63.81
556,1998,Spain,Bulgaria,65.19,272.49,group_or_knockout,215.64,122.74,-0.049,0.1041,2.24,0.261,real_news_reference,0.106,65.19
557,1998,Belgium,South Korea,54.19,214.06,group_or_knockout,160.13,89.89,0.365,0.349,3.53,0.225,real_news_reference,0.3,46.09
558,1998,Germany,Iran,54.19,191.87,group_or_knockout,139.1,54.74,0.179,0.131,6.19,0.077,real_news_reference,0.128,60.1
559,1998,Netherlands,Mexico,58.59,112.45,group_or_knockout,177.87,54.05,0.194,0.2489,2.78,0.088,real_news_reference,0.152,50.26
560,1998,United States,Serbia,51.99,122.27,group_or_knockout,151.21,99.65,0.128,0.2776,2.29,-0.043,real_news_reference,0.066,43.64
561,1998,Argentina,Croatia,51.99,112.16,group_or_knockout,150.3,83.92,0.195,0.2253,3.37,0.199,real_news_reference,0.2,59.21
562,1998,Colombia,England,54.19,189.84,group_or_knockout,146.84,103.91,-0.003,0.2987,-1.55,0.237,real_news_reference,0.135,46.43
563,1998,Japan,Jamaica,56.39,169.03,group_or_knockout,122.25,62.68,0.064,0.2335,0.28,0.243,real_news_reference,0.162,46.02
564,1998,Romania,Tunisia,54.19,104.92,group_or_knockout,165.87,77.47,0.159,0.1844,2.01,0.202,real_news_reference,0.181,53.23
565,1998,Brazil,Chile,60.79,164.77,group_or_knockout,149.42,127.35,-0.079,0.2262,1.3,0.136,real_news_reference,0.048,65.52
566,1998,Italy,Norway,51.99,97.78,group_or_knockout,121.02,58.39,0.118,0.2019,-0.56,0.103,real_news_reference,0.12,41.69
567,1998,France,Paraguay,51.99,146.37,group_or_knockout,147.07,50.95,0.112,0.2274,4.6,0.082,real_news_reference,0.11,49.73
568,1998,Nigeria,Denmark,60.79,109.28,group_or_knockout,219.41,106.35,0.118,0.1843,3.35,0.135,real_news_reference,0.132,48.92
569,1998,Germany,Mexico,56.39,186.86,group_or_knockout,177.45,94.33,0.093,0.3621,3.09,0.07,real_news_reference,0.11,52.69
570,1998,Netherlands,Serbia,56.39,179.13,group_or_knockout,148.34,120.54,0.049,0.1241,1.34,0.289,real_news_reference,0.165,50.97
571,1998,Argentina,England,58.59,285.66,group_or_knockout,152.59,121.77,-0.034,0.3972,2.97,0.044,real_news_reference,0.044,48.59
572,1998,Romania,Croatia,51.99,188.38,group_or_knockout,183.09,97.44,0.163,0.1583,3.88,0.132,real_news_reference,0.149,57.98
573,1998,Brazil,Denmark,60.79,154.32,group_or_knockout,100.31,56.22,0.118,0.2858,2.24,-0.007,real_news_reference,0.079,61.31
574,1998,France,Italy,49.79,178.91,group_or_knockout,182.57,75.91,0.011,0.1982,3.73,0.172,real_news_reference,0.102,53.95
575,1998,Germany,Croatia,56.39,108.96,group_or_knockout,106.04,116.44,0.154,0.3705,1.13,0.148,real_news_reference,0.173,62.38
576,1998,Netherlands,Argentina,56.39,123.08,group_or_knockout,118.92,82.54,0.119,0.2753,3.0,0.12,real_news_reference,0.135,62.87
577,1998,Brazil,Netherlands,54.19,170.0,group_or_knockout,143.16,116.55,0.102,0.2742,5.2,0.073,real_news_reference,0.106,56.86
578,1998,France,Croatia,56.39,88.06,group_or_knockout,291.44,98.58,-0.068,0.2335,5.39,0.148,real_news_reference,0.059,50.22
579,1998,Netherlands,Croatia,56.39,159.47,group_or_knockout,257.66,58.77,0.216,0.1874,5.59,0.105,real_news_reference,0.163,60.81
580,1998,France,Brazil,56.39,121.1,group_or_knockout,202.13,88.08,0.025,0.3529,3.4,0.137,real_news_reference,0.108,54.54
581,2002,France,Senegal,53.45,157.14,group_or_knockout,175.54,96.44,0.154,0.3868,2.87,0.305,real_news_reference,0.245,46.92
582,2002,Germany,Saudi Arabia,68.85,145.5,group_or_knockout,129.85,67.82,0.067,0.3138,1.86,0.162,real_news_reference,0.134,63.26
583,2002,Republic of Ireland,Cameroon,55.65,179.09,group_or_knockout,173.86,75.02,0.109,0.2011,-1.0,0.191,real_news_reference,0.155,49.44
584,2002,Uruguay,Denmark,57.85,166.21,group_or_knockout,151.49,105.99,0.263,0.4781,-0.02,0.111,real_news_reference,0.216,54.83
585,2002,Argentina,Nigeria,53.45,226.07,group_or_knockout,130.92,59.02,0.201,0.2882,2.45,0.085,real_news_reference,0.158,56.73
586,2002,England,Sweden,55.65,159.33,group_or_knockout,173.78,75.29,0.261,0.1991,2.57,0.146,real_news_reference,0.203,53.12
587,2002,Paraguay,South Africa,60.05,138.37,group_or_knockout,160.36,107.9,0.181,0.3202,5.77,0.348,real_news_reference,0.27,52.63
588,2002,Spain,Slovenia,60.05,160.14,group_or_knockout,224.19,114.59,0.188,0.3455,5.56,0.125,real_news_reference,0.175,48.73
589,2002,Brazil,Turkey,57.85,113.46,group_or_knockout,107.11,91.06,-0.03,0.4157,1.36,0.177,real_news_reference,0.108,62.94
590,2002,Croatia,Mexico,53.45,171.14,group_or_knockout,163.61,114.59,0.116,0.0637,4.52,0.082,real_news_reference,0.095,49.72
591,2002,Italy,Ecuador,55.65,187.59,group_or_knockout,134.2,117.03,0.126,0.072,1.8,-0.072,real_news_reference,0.032,52.26
592,2002,China,Costa Rica,55.65,317.49,group_or_knockout,150.91,84.34,0.27,0.1681,4.23,0.085,real_news_reference,0.177,58.71
593,2002,Japan,Belgium,60.05,144.18,group_or_knockout,194.68,66.56,0.097,0.1675,4.49,0.339,real_news_reference,0.213,65.21
594,2002,South Korea,Poland,55.65,147.54,group_or_knockout,126.44,106.0,0.175,0.4314,5.41,0.196,real_news_reference,0.21,53.65
595,2002,Germany,Republic of Ireland,55.65,135.35,group_or_knockout,174.19,67.67,0.171,0.2704,1.77,0.279,real_news_reference,0.23,56.08
596,2002,Russia,Tunisia,55.65,168.76,group_or_knockout,158.54,111.06,0.264,0.198,4.93,0.12,real_news_reference,0.193,48.2
597,2002,United States,Portugal,62.25,197.95,group_or_knockout,158.54,103.54,0.135,0.2417,-1.13,-0.04,real_news_reference,0.067,69.51
598,2002,Cameroon,Saudi Arabia,53.45,150.48,group_or_knockout,142.75,75.49,0.231,0.3365,5.52,0.059,real_news_reference,0.164,52.62
599,2002,Denmark,Senegal,55.65,215.56,group_or_knockout,160.85,90.34,-0.022,0.2229,2.75,0.18,real_news_reference,0.093,57.82
600,2002,France,Uruguay,51.25,123.22,group_or_knockout,127.07,81.62,-0.013,0.3356,2.79,0.167,real_news_reference,0.103,42.08
601,2002,Argentina,England,53.45,201.32,group_or_knockout,160.86,112.36,-0.08,0.2153,-1.48,0.147,real_news_reference,0.052,53.95
602,2002,Spain,Paraguay,60.05,199.53,group_or_knockout,168.28,70.78,0.227,0.2667,1.98,0.106,real_news_reference,0.177,54.81
603,2002,Sweden,Nigeria,57.85,164.76,group_or_knockout,149.16,121.87,0.215,0.299,5.65,0.223,real_news_reference,0.227,54.5
604,2002,Brazil,China,60.05,157.12,group_or_knockout,268.44,56.49,0.238,0.2622,1.9,0.108,real_news_reference,0.182,61.59
605,2002,Italy,Croatia,57.85,326.14,group_or_knockout,192.8,109.91,0.08,0.087,4.3,0.173,real_news_reference,0.123,61.71
