match_id,year,team_a,team_b,stage,neutral_site,host_advantage_a,stadium_capacity_k,temperature_c,humidity,weather,event_attention_m,media_reposts_k,result
551,1998,Canada,Nigeria,group,1,0.0,67.8,28.7,49.9,rain,36.34,83.71,draw
552,1934,USA,Qatar,round_16,1,0.0,62.0,24.3,48.3,clear,39.24,123.55,B_win
553,2002,Australia,Portugal,quarter_final,1,0.0,76.8,10.1,15.0,hot,46.73,86.64,B_win
554,1946,Mexico,Argentina,group,1,0.0,63.6,20.4,82.9,clear,35.69,199.48,A_win
555,1998,England,Saudi Arabia,group,0,0.0,9.0,32.9,80.1,clear,20.01,54.09,A_win
556,1954,Brazil,USA,group,1,0.0,84.4,39.7,66.6,cloudy,29.68,56.66,A_win
557,2006,Morocco,Portugal,semi_final,1,0.0,34.9,31.6,56.1,clear,43.28,121.18,A_win
558,1974,Portugal,Senegal,group,1,0.0,59.9,12.1,53.8,cloudy,36.91,97.14,draw
559,1970,Australia,Germany,group,0,0.0,52.0,14.3,74.9,rain,30.24,67.46,B_win
560,1986,Portugal,Croatia,quarter_final,1,0.0,79.7,18.9,66.4,hot,39.13,153.36,A_win
561,2014,Spain,Qatar,round_16,1,0.0,69.0,39.0,28.7,hot,44.43,122.85,A_win
562,2014,Argentina,South Korea,group,1,0.0,74.7,23.8,40.4,clear,35.14,97.41,A_win
563,1962,Brazil,Qatar,group,1,0.0,81.1,20.9,44.9,hot,39.96,112.22,A_win
564,1986,Uruguay,Belgium,group,1,0.0,77.2,37.7,71.7,windy,35.86,140.91,A_win
565,2006,Belgium,Australia,group,1,0.0,52.6,28.3,45.0,clear,34.07,44.88,B_win
566,1954,Saudi Arabia,Morocco,group,1,0.0,38.1,40.8,77.6,rain,43.91,217.22,B_win
567,1958,USA,England,round_16,1,0.0,89.5,12.9,87.0,clear,51.51,132.33,B_win
568,2022,Uruguay,USA,group,1,0.0,38.6,20.3,64.1,clear,33.42,101.61,B_win
569,1954,Mexico,Germany,round_16,1,0.0,34.6,17.8,45.1,clear,46.61,107.28,A_win
570,1966,Uruguay,South Korea,group,1,0.0,48.3,21.2,50.9,clear,27.2,64.83,A_win
571,1934,Italy,Croatia,semi_final,1,0.0,48.4,29.4,58.8,windy,57.22,270.07,B_win
572,2022,Croatia,Japan,group,1,0.0,51.5,20.8,36.2,hot,40.53,91.38,draw
573,2014,South Korea,Canada,group,1,0.0,51.2,25.0,68.3,clear,51.45,170.12,A_win
574,1950,Australia,Netherlands,final,1,0.0,29.1,42.3,47.7,clear,70.76,214.57,A_win
575,2006,Italy,Uruguay,group,1,0.0,73.0,8.9,56.5,clear,42.56,138.25,B_win
576,2022,USA,Japan,group,1,0.0,52.7,17.6,64.1,rain,41.68,180.12,B_win
577,2002,Australia,Italy,group,0,0.18,57.3,16.7,27.7,hot,44.79,111.13,A_win
578,1962,Canada,Argentina,round_16,1,0.0,77.8,14.7,68.3,clear,49.02,137.96,A_win
579,2002,Germany,Senegal,semi_final,1,0.0,73.8,32.2,61.3,hot,38.81,112.01,A_win
580,1978,Japan,South Korea,round_16,0,0.18,63.6,23.6,67.3,cloudy,33.35,75.69,draw
581,1930,Brazil,Saudi Arabia,group,1,0.0,52.4,41.6,44.1,clear,32.62,310.39,A_win
582,1930,Argentina,Qatar,group,0,0.0,83.7,28.0,75.5,cloudy,36.05,92.69,draw
583,1990,Japan,Croatia,semi_final,1,0.0,62.0,25.0,35.5,clear,49.46,160.56,B_win
584,1942,Italy,Mexico,quarter_final,0,0.0,86.7,23.0,56.5,clear,35.08,88.83,draw
585,1982,Canada,Morocco,group,1,0.0,55.0,26.4,50.1,rain,36.6,118.09,draw
586,1962,Belgium,Ghana,group,1,0.0,40.8,31.1,40.6,cloudy,32.77,152.75,B_win
587,1958,South Korea,Mexico,group,1,0.0,66.6,24.5,48.6,clear,39.72,187.43,draw
588,1950,Ghana,Belgium,group,0,0.0,42.8,13.6,29.9,hot,33.56,97.87,A_win
589,1990,Netherlands,Japan,round_16,1,0.0,55.1,18.5,60.1,windy,50.53,183.36,A_win
590,2014,Mexico,USA,round_16,1,0.0,64.1,32.2,88.0,hot,38.48,219.94,A_win
591,1950,Germany,France,group,1,0.0,65.5,14.8,65.7,cloudy,29.97,75.54,draw
592,2018,Saudi Arabia,USA,round_16,1,0.0,84.8,19.0,83.0,hot,41.58,128.13,A_win
593,1998,Ghana,Australia,group,0,0.18,87.8,27.3,68.2,cloudy,44.58,80.31,draw
594,1954,Mexico,Senegal,quarter_final,0,0.18,42.8,20.9,80.5,clear,52.03,90.49,draw
595,1930,Spain,Qatar,group,1,0.0,44.4,22.6,65.0,cloudy,53.01,175.05,B_win
596,1962,Croatia,Uruguay,group,1,0.0,48.4,20.1,55.9,clear,41.64,107.28,draw
597,1942,Argentina,Spain,final,1,0.0,44.3,35.4,58.3,rain,63.08,160.0,A_win
598,1934,Italy,USA,group,1,0.0,40.0,34.2,72.9,cloudy,20.37,99.44,draw
599,1994,Netherlands,Mexico,round_16,1,0.0,52.2,37.8,55.2,clear,61.63,335.28,draw
600,1930,Qatar,Belgium,group,1,0.0,58.8,27.9,24.6,clear,34.24,91.03,draw
601,1994,Portugal,Brazil,final,1,0.0,61.2,16.8,60.7,rain,62.43,117.23,B_win
602,1974,Canada,Mexico,group,0,0.0,50.9,27.2,82.3,rain,36.92,141.05,A_win
603,1930,USA,Portugal,quarter_final,1,0.0,28.0,14.6,53.4,hot,36.72,83.57,B_win
604,1990,Japan,Germany,final,1,0.0,35.6,23.4,35.8,hot,65.06,150.59,B_win
605,1998,Saudi Arabia,Argentina,group,1,0.0,45.8,24.1,61.3,windy,42.43,75.9,A_win
606,1958,Argentina,Belgium,semi_final,1,0.0,61.9,29.7,41.6,clear,22.69,94.17,B_win
607,1930,Qatar,France,group,1,0.0,61.4,23.0,67.9,hot,30.79,99.43,B_win
608,1934,Nigeria,France,group,1,0.0,79.6,34.1,71.6,clear,31.9,44.58,B_win
609,1970,Morocco,France,group,0,0.18,40.2,23.2,77.6,hot,39.48,183.55,B_win
610,1962,Nigeria,France,group,1,0.0,52.8,26.4,84.5,rain,26.08,62.56,draw
611,1938,Italy,England,group,1,0.0,65.1,21.2,73.1,rain,42.05,166.5,B_win
612,2022,Spain,Nigeria,group,1,0.0,41.6,25.3,15.3,rain,42.33,178.01,B_win
613,1970,Japan,South Korea,final,1,0.0,73.4,22.5,55.0,windy,66.13,184.95,B_win
614,1978,Qatar,Croatia,round_16,1,0.0,49.8,11.5,74.9,clear,50.73,125.51,B_win
615,1934,Brazil,Argentina,group,1,0.0,46.0,18.6,75.5,cloudy,31.48,105.07,A_win
616,1934,Mexico,Senegal,round_16,1,0.0,34.0,5.5,64.8,cloudy,47.0,166.77,draw
617,1998,Portugal,Croatia,group,0,0.18,47.5,13.5,85.9,clear,36.38,128.07,B_win
618,2006,Qatar,Saudi Arabia,group,1,0.0,51.6,19.9,32.9,clear,34.85,116.25,draw
619,1978,Croatia,USA,group,0,0.0,70.0,25.1,54.0,cloudy,43.98,111.78,A_win
620,2010,Argentina,Japan,quarter_final,1,0.0,34.7,19.4,62.8,clear,42.46,154.89,A_win
621,1954,Uruguay,Belgium,group,1,0.0,56.4,23.8,82.2,clear,33.56,147.42,A_win
622,2018,Belgium,South Korea,group,0,0.18,39.0,37.8,40.8,rain,26.23,82.13,B_win
623,1946,Portugal,Croatia,group,1,0.0,72.8,25.8,31.3,rain,35.83,107.38,B_win
624,2010,Saudi Arabia,Spain,round_16,1,0.0,56.7,21.2,79.2,hot,45.41,79.45,A_win
625,1994,France,Italy,round_16,1,0.0,53.7,22.8,63.9,rain,52.39,157.64,A_win
626,2006,USA,Mexico,group,1,0.0,51.9,20.6,75.3,clear,22.31,125.69,B_win
627,1986,Spain,Qatar,group,1,0.0,44.8,27.2,80.1,cloudy,31.25,151.9,A_win
628,1954,England,Portugal,round_16,1,0.0,68.1,20.2,38.1,clear,46.63,141.75,B_win
629,2018,Belgium,Portugal,round_16,1,0.0,75.2,23.1,45.5,clear,37.22,236.72,B_win
630,1998,Saudi Arabia,Brazil,group,0,0.0,37.5,22.6,46.7,cloudy,58.15,134.36,draw
631,2010,Senegal,Argentina,group,0,0.18,66.1,25.8,43.8,clear,39.66,101.08,A_win
632,1938,Netherlands,Nigeria,group,1,0.0,50.1,28.6,48.8,hot,45.27,58.27,A_win
633,1994,Canada,Germany,round_16,1,0.0,43.5,20.1,76.6,windy,42.14,99.07,A_win
634,1978,Uruguay,Canada,group,1,0.0,37.1,25.2,67.9,hot,29.43,79.0,draw
635,2002,Qatar,Nigeria,group,1,0.0,55.9,17.3,40.5,hot,35.92,76.65,draw
636,1954,Nigeria,Spain,group,1,0.0,25.3,27.1,15.0,clear,41.86,169.56,draw
637,2002,Brazil,England,round_16,1,0.0,61.0,9.8,57.8,windy,56.77,154.46,draw
638,2014,Portugal,Belgium,round_16,1,0.0,48.7,27.4,83.5,clear,34.35,125.27,B_win
639,1958,Morocco,Canada,group,1,0.0,74.9,23.4,38.0,clear,34.39,70.83,B_win
640,1966,England,Japan,group,0,0.18,92.4,22.5,68.7,clear,32.66,86.67,B_win
641,1970,Canada,Croatia,round_16,1,0.0,48.8,17.7,84.0,hot,40.05,146.5,B_win
642,1938,Uruguay,Netherlands,group,1,0.0,64.3,24.8,64.8,rain,30.18,65.39,B_win
643,1966,Mexico,England,quarter_final,1,0.0,65.5,33.7,58.3,clear,38.9,123.31,B_win
644,1946,Netherlands,Morocco,round_16,1,0.0,51.1,38.5,95.0,clear,51.95,189.37,A_win
645,1958,Qatar,Australia,group,1,0.0,58.2,7.3,54.6,cloudy,37.82,156.69,draw
646,1950,USA,Saudi Arabia,group,1,0.0,77.9,38.8,27.5,cloudy,40.13,92.97,draw
647,2014,Croatia,Senegal,semi_final,1,0.0,41.6,21.5,35.9,hot,40.74,115.49,B_win
648,1942,England,Spain,round_16,1,0.0,49.0,24.0,70.8,cloudy,49.43,178.04,A_win
649,2022,Uruguay,England,final,1,0.0,39.5,13.7,46.9,cloudy,77.63,143.74,A_win
650,1990,Ghana,USA,quarter_final,1,0.0,46.2,14.7,72.3,clear,59.17,362.86,A_win
651,1970,Brazil,Argentina,group,1,0.0,67.2,14.1,37.7,rain,42.27,156.42,draw
652,1974,Ghana,Argentina,quarter_final,1,0.0,59.9,28.1,95.0,clear,43.27,192.08,draw
653,1950,Saudi Arabia,USA,group,1,0.0,26.7,36.2,48.3,clear,30.26,124.47,A_win
654,2002,Morocco,England,group,1,0.0,70.3,23.4,67.5,cloudy,42.02,135.41,B_win
655,1970,Netherlands,Nigeria,group,1,0.0,35.2,35.5,57.6,clear,45.95,120.23,A_win
656,2014,France,Japan,group,1,0.0,33.3,38.4,38.3,clear,23.07,49.98,B_win
657,1994,Croatia,USA,group,1,0.0,53.7,28.6,86.4,clear,42.52,233.99,A_win
658,1994,South Korea,England,group,0,0.18,63.7,25.0,56.7,rain,33.14,96.46,B_win
659,1950,Mexico,Argentina,semi_final,1,0.0,48.6,20.5,94.7,clear,33.72,117.58,draw
660,2010,Australia,Germany,round_16,1,0.0,61.1,11.0,59.8,cloudy,42.44,119.44,draw
661,2022,Nigeria,Uruguay,group,1,0.0,76.5,28.1,78.7,clear,31.32,71.79,B_win
662,1998,Saudi Arabia,Germany,group,1,0.0,73.1,30.4,61.9,clear,40.11,144.9,A_win
663,1942,Germany,Argentina,round_16,1,0.0,35.9,25.9,87.6,windy,44.39,139.43,A_win
664,1982,Ghana,South Korea,group,1,0.0,75.6,31.0,64.7,clear,32.11,104.0,B_win
665,1930,Mexico,Brazil,group,1,0.0,80.1,21.1,40.8,clear,45.74,166.23,B_win
666,2002,Saudi Arabia,Belgium,round_16,1,0.0,84.1,29.0,33.1,clear,50.22,319.05,B_win
667,1998,Canada,Morocco,group,1,0.0,42.2,32.6,36.5,clear,30.95,90.87,B_win
668,1982,South Korea,France,group,1,0.0,69.1,24.7,34.6,clear,65.24,181.85,draw
669,1934,Qatar,Portugal,group,1,0.0,79.4,23.7,26.9,rain,29.62,127.4,A_win
670,1990,Uruguay,France,semi_final,1,0.0,69.6,20.7,67.8,hot,41.11,76.92,A_win
671,2002,Senegal,Croatia,group,0,0.18,78.0,33.2,73.5,cloudy,29.36,66.29,B_win
672,1938,Senegal,Japan,group,1,0.0,68.8,27.2,85.2,clear,30.94,134.62,B_win
673,1962,Qatar,South Korea,quarter_final,1,0.0,65.1,28.4,65.1,hot,44.38,103.07,draw
674,1998,Spain,Mexico,quarter_final,1,0.0,54.8,20.0,86.5,clear,45.29,174.21,A_win
675,2014,Australia,Qatar,round_16,1,0.0,47.0,19.0,52.1,cloudy,44.53,158.53,A_win
676,1950,Morocco,Spain,group,1,0.0,32.2,26.9,67.8,clear,38.38,75.4,B_win
677,1958,Senegal,USA,group,1,0.0,67.0,20.1,77.9,cloudy,49.54,157.6,draw
678,2010,Qatar,Canada,group,1,0.0,44.9,33.0,51.7,rain,43.39,133.84,draw
679,1994,South Korea,Qatar,group,1,0.0,37.4,26.9,38.2,clear,31.06,125.04,draw
680,1950,Portugal,Argentina,round_16,1,0.0,51.3,28.0,33.6,cloudy,50.87,158.54,A_win
681,1950,Argentina,Belgium,round_16,1,0.0,51.2,25.6,65.4,rain,40.0,79.54,B_win
682,1930,Italy,Netherlands,quarter_final,0,0.0,78.9,25.3,45.9,clear,39.27,98.11,B_win
683,1958,Canada,Netherlands,round_16,1,0.0,62.4,13.1,62.5,cloudy,48.3,151.86,B_win
684,1934,Italy,Morocco,group,1,0.0,65.7,27.2,95.0,rain,41.03,183.12,B_win
685,1934,Portugal,Saudi Arabia,group,1,0.0,54.6,21.4,54.8,clear,37.85,152.62,B_win
686,1938,Uruguay,Morocco,semi_final,1,0.0,51.3,25.3,68.9,cloudy,55.1,161.36,B_win
687,2018,Argentina,Australia,group,1,0.0,63.0,14.2,67.3,hot,41.83,156.56,B_win
688,1954,Mexico,Ghana,final,1,0.0,48.3,27.2,66.6,cloudy,58.34,354.82,B_win
689,1998,Italy,Qatar,group,1,0.0,66.7,22.5,62.3,clear,36.23,147.31,B_win
690,1930,South Korea,Nigeria,group,1,0.0,76.7,23.3,30.0,windy,34.8,155.19,A_win
691,1978,Italy,Australia,group,1,0.0,62.6,18.1,32.3,rain,27.71,74.06,draw
692,1962,South Korea,Australia,group,1,0.0,86.8,38.6,59.7,clear,21.54,58.29,draw
693,2018,Belgium,Saudi Arabia,quarter_final,1,0.0,62.7,17.2,66.1,clear,36.89,115.87,B_win
694,1954,Argentina,Japan,group,1,0.0,88.8,10.3,56.3,cloudy,38.1,86.97,draw
695,2022,Japan,Argentina,group,1,0.0,52.2,18.8,53.9,cloudy,47.2,167.96,draw
696,2010,Ghana,Mexico,group,1,0.0,76.5,21.3,69.4,clear,34.64,135.0,draw
697,1994,Australia,Japan,group,1,0.0,45.6,17.6,69.8,cloudy,43.03,179.39,draw
698,1990,Morocco,South Korea,group,1,0.0,77.1,23.6,67.6,clear,35.89,112.63,B_win
699,1974,Brazil,France,group,1,0.0,63.0,30.0,71.5,clear,36.38,153.87,draw
700,2022,Uruguay,South Korea,group,1,0.0,70.3,33.8,71.1,clear,42.35,257.06,draw
701,1942,South Korea,Spain,group,1,0.0,69.9,20.0,37.9,rain,40.31,100.48,draw
702,1974,South Korea,Netherlands,semi_final,0,0.0,58.3,27.9,65.3,rain,36.95,123.21,B_win
703,1994,Spain,South Korea,group,1,0.0,58.5,22.4,59.7,clear,28.99,129.79,B_win
704,2002,USA,Italy,group,0,0.18,90.9,27.2,70.4,clear,40.22,110.91,draw
705,1974,Morocco,Spain,group,1,0.0,45.9,13.9,37.7,clear,38.22,103.67,A_win
706,1938,Croatia,Morocco,group,1,0.0,48.1,30.5,23.7,rain,35.12,105.64,A_win
707,1994,Italy,Belgium,final,1,0.0,82.8,21.7,57.0,cloudy,58.04,162.88,A_win
708,1934,Portugal,Ghana,group,1,0.0,48.8,26.3,94.5,cloudy,39.63,132.43,B_win
709,1994,South Korea,Ghana,round_16,1,0.0,50.3,39.3,59.7,clear,41.55,134.19,B_win
710,1974,Senegal,Germany,group,1,0.0,72.6,23.1,49.1,rain,35.22,155.67,A_win
711,1938,Japan,Mexico,group,1,0.0,42.5,19.0,38.8,rain,36.13,54.52,draw
712,1930,England,Netherlands,group,1,0.0,84.8,11.4,63.4,clear,52.21,103.3,A_win
713,2006,Australia,England,group,1,0.0,46.0,18.2,59.4,clear,24.72,70.69,B_win
714,2018,Nigeria,Portugal,group,1,0.0,71.2,20.1,56.9,hot,38.19,77.99,draw
715,1962,USA,Argentina,semi_final,1,0.0,50.0,21.4,59.7,clear,41.7,119.57,B_win
716,2002,Morocco,Senegal,quarter_final,1,0.0,71.1,16.3,71.8,clear,42.36,84.06,B_win
717,2010,Senegal,Uruguay,round_16,1,0.0,47.6,25.6,61.9,cloudy,54.13,177.53,A_win
718,1930,USA,Morocco,group,1,0.0,52.7,23.1,68.0,cloudy,38.44,105.1,B_win
719,1958,Australia,Argentina,group,1,0.0,39.9,13.1,69.4,cloudy,38.84,102.57,A_win
720,2010,Italy,Croatia,round_16,1,0.0,54.2,27.6,50.6,hot,48.05,187.74,B_win
