panel_id,year,match_id,team,opponent,team_side,stage,sponsor,result_for_team,match_points,team_elo,core_player_rating,core_market_value_m,player_followers_m,event_attention_m,media_reposts_k,exposure_score,fan_score_panel,sponsor_spend_m,sponsor_power_index,brand_fit,activation_quality,commercial_momentum,predicted_roi,roi_per_million_spend,attention_segment,commercial_segment,weather,temperature_c,humidity
1930_15_Chile,1930,15,Chile,Argentina,B,tournament,Hisense,loss,0,1622,72.9,38.6,16.65,33.8,98.94,0.189,0.388,27.36,0.824,0.681,0.911,0.462,3.653,0.134,Mid attention,Scalable,cloudy,14.5,38.4
1930_16_United_States,1930,16,United States,Argentina,B,tournament,Vivo,loss,0,1578,71.9,31.0,12.75,40.4,60.05,0.201,0.309,22.58,0.428,0.676,0.652,0.299,3.685,0.163,Low attention,Watchlist,clear,25.7,23.1
1930_17_Yugoslavia,1930,17,Yugoslavia,Uruguay,B,tournament,Qatar Airways,loss,0,1669,74.2,37.3,11.34,40.4,112.45,0.269,0.295,17.82,0.375,0.762,0.645,0.288,3.475,0.195,Low attention,Watchlist,windy,25.8,51.9
1930_18_Argentina,1930,18,Argentina,Uruguay,B,tournament,Hyundai,loss,0,1753,76.8,58.0,19.5,38.2,235.07,0.288,0.55,30.74,0.75,0.813,0.936,0.516,3.532,0.115,Mid attention,Scalable,cloudy,13.8,29.2
1934_19_Sweden,1934,19,Sweden,Argentina,B,tournament,Budweiser,win,3,1654,74.4,39.2,19.34,37.46,136.44,0.266,0.498,26.29,0.641,0.705,0.91,0.555,3.72,0.141,Mid attention,Scalable,rain,24.4,46.0
1934_20_France,1934,20,France,Austria,B,tournament,Qatar Airways,loss,0,1748,77.8,46.5,18.67,37.46,85.3,0.207,0.458,24.02,0.501,0.801,0.711,0.382,3.174,0.132,Mid attention,Scalable,cloudy,27.4,43.5
1934_21_Germany,1934,21,Germany,Belgium,B,tournament,Coca-Cola,win,3,1798,81.3,65.9,22.15,41.86,141.15,0.289,0.601,29.19,0.711,0.859,0.907,0.622,3.566,0.122,Mid attention,Premium,rain,25.2,44.1
1934_22_Spain,1934,22,Spain,Brazil,B,tournament,Budweiser,win,3,1708,77.4,45.2,19.26,35.26,81.86,0.163,0.458,27.85,0.668,0.724,0.933,0.531,3.662,0.131,Mid attention,Scalable,rain,26.8,90.0
1934_23_Romania,1934,23,Romania,Czechoslovakia,B,tournament,Qatar Airways,loss,0,1634,73.6,37.4,11.0,33.06,64.67,0.179,0.22,19.84,0.41,0.75,0.711,0.255,3.205,0.162,Low attention,Watchlist,hot,14.6,58.9
1934_24_Hungary,1934,24,Hungary,Egypt,B,tournament,Adidas,win,3,1691,78.9,42.6,16.61,39.66,102.8,0.24,0.425,33.47,0.767,0.712,0.937,0.566,2.937,0.088,Mid attention,Scalable,cloudy,25.0,61.9
1934_25_United_States,1934,25,United States,Italy,B,tournament,Vivo,loss,0,1578,71.9,31.0,12.75,44.06,129.18,0.299,0.361,22.58,0.428,0.676,0.652,0.337,3.453,0.153,Mid attention,Watchlist,clear,21.2,29.6
1934_26_Switzerland,1934,26,Switzerland,Netherlands,B,tournament,Adidas,win,3,1632,72.7,48.1,17.05,37.46,63.38,0.184,0.406,31.4,0.74,0.774,0.888,0.539,3.869,0.123,Mid attention,Scalable,clear,20.1,47.5
1934_27_Hungary,1934,27,Hungary,Austria,B,tournament,Adidas,loss,0,1691,78.9,42.6,16.61,33.06,68.48,0.163,0.369,33.47,0.767,0.712,0.937,0.431,3.105,0.093,Mid attention,Scalable,cloudy,28.2,61.4
1934_28_Switzerland,1934,28,Switzerland,Czechoslovakia,B,tournament,Adidas,loss,0,1632,72.7,48.1,17.05,37.46,107.36,0.233,0.425,31.4,0.74,0.774,0.888,0.455,3.28,0.104,Mid attention,Scalable,clear,31.9,41.6
1934_29_Sweden,1934,29,Sweden,Germany,B,tournament,Budweiser,loss,0,1654,74.4,39.2,19.34,33.06,84.27,0.17,0.448,26.29,0.641,0.705,0.91,0.419,3.83,0.146,Mid attention,Scalable,clear,33.8,72.5
1934_30_Spain,1934,30,Spain,Italy,B,tournament,Budweiser,draw,1,1708,77.4,45.2,19.26,30.86,98.5,0.155,0.439,27.85,0.668,0.724,0.933,0.455,3.321,0.119,Mid attention,Scalable,clear,30.9,38.8
1934_31_Spain,1934,31,Spain,Italy,B,tournament,Budweiser,loss,0,1708,77.4,45.2,19.26,28.66,58.29,0.151,0.408,27.85,0.668,0.724,0.933,0.409,3.194,0.115,Mid attention,Scalable,cloudy,22.3,53.4
1934_32_Germany,1934,32,Germany,Czechoslovakia,B,tournament,Coca-Cola,loss,0,1798,81.3,65.9,22.15,35.26,123.06,0.197,0.553,29.19,0.711,0.859,0.907,0.487,3.215,0.11,Mid attention,Scalable,clear,25.1,48.6
1934_33_Austria,1934,33,Austria,Italy,B,tournament,McDonald's,loss,0,1660,70.5,44.6,14.99,28.66,58.79,0.078,0.295,21.71,0.447,0.702,0.72,0.278,3.232,0.149,Low attention,Watchlist,cloudy,27.6,60.6
1934_34_Germany,1934,34,Germany,Austria,B,tournament,Coca-Cola,win,3,1798,81.3,65.9,22.15,37.46,169.57,0.241,0.586,29.19,0.711,0.859,0.907,0.608,3.217,0.11,Mid attention,Scalable,rain,23.7,47.8
1934_35_Czechoslovakia,1934,35,Czechoslovakia,Italy,B,tournament,Visa,loss,0,1636,72.1,45.6,14.05,33.06,58.43,0.158,0.297,31.09,0.706,0.715,0.89,0.381,3.283,0.106,Low attention,Scalable,hot,23.8,53.7
1938_36_Switzerland,1938,36,Switzerland,Germany,B,tournament,Adidas,draw,1,1632,72.7,48.1,17.05,32.32,68.02,0.17,0.376,31.4,0.74,0.774,0.888,0.459,3.803,0.121,Mid attention,Scalable,clear,27.9,54.2
1938_37_Poland,1938,37,Poland,Brazil,B,tournament,Coca-Cola,loss,0,1685,72.7,42.5,15.85,52.12,167.4,0.424,0.509,28.97,0.685,0.749,0.899,0.503,3.914,0.135,Mid attention,Scalable,cloudy,22.6,46.2
1938_38_Romania,1938,38,Romania,Cuba,B,tournament,Qatar Airways,draw,1,1634,73.6,37.4,11.0,41.12,187.26,0.293,0.323,19.84,0.41,0.75,0.711,0.348,3.119,0.157,Low attention,Watchlist,cloudy,18.6,65.8
1938_39_Netherlands,1938,39,Netherlands,Czechoslovakia,B,tournament,Hisense,loss,0,1746,75.8,49.9,15.97,34.52,107.74,0.167,0.378,32.27,0.905,0.811,0.856,0.482,3.233,0.1,Mid attention,Scalable,cloudy,20.5,61.8
1938_40_Belgium,1938,40,Belgium,France,B,tournament,Visa,loss,0,1674,71.5,40.4,23.19,36.72,122.84,0.243,0.589,26.85,0.655,0.72,0.914,0.49,3.464,0.129,Mid attention,Scalable,cloudy,26.8,56.6
1938_41_Indonesia,1938,41,Indonesia,Hungary,B,tournament,Coca-Cola,loss,0,1369,64.9,11.7,4.28,41.12,118.09,0.291,0.115,32.51,0.702,0.569,0.881,0.335,3.571,0.11,Low attention,Watchlist,clear,23.0,51.1
1938_42_Norway,1938,42,Norway,Italy,B,tournament,McDonald's,loss,0,1541,69.8,29.1,10.21,34.52,74.01,0.183,0.212,20.44,0.391,0.651,0.632,0.246,3.311,0.162,Low attention,Watchlist,windy,25.0,70.7
1938_43_Romania,1938,43,Romania,Cuba,B,tournament,Qatar Airways,loss,0,1634,73.6,37.4,11.0,34.52,86.0,0.157,0.238,19.84,0.41,0.75,0.711,0.258,2.939,0.148,Low attention,Watchlist,clear,27.0,54.2
1938_44_Switzerland,1938,44,Switzerland,Germany,B,tournament,Adidas,win,3,1632,72.7,48.1,17.05,41.12,83.69,0.255,0.437,31.4,0.74,0.774,0.888,0.563,3.894,0.124,Mid attention,Scalable,hot,20.8,53.1
1938_45_Czechoslovakia,1938,45,Czechoslovakia,Brazil,B,tournament,Visa,draw,1,1636,72.1,45.6,14.05,32.32,64.56,0.14,0.296,31.09,0.706,0.715,0.89,0.411,3.611,0.116,Low attention,Scalable,cloudy,27.5,59.7
1938_46_Sweden,1938,46,Sweden,Cuba,B,tournament,Budweiser,win,3,1654,74.4,39.2,19.34,45.52,145.57,0.344,0.551,26.29,0.641,0.705,0.91,0.589,3.092,0.118,Mid attention,Scalable,clear,25.3,85.1
1938_47_Italy,1938,47,Italy,France,B,tournament,Visa,win,3,1755,77.8,61.6,11.04,36.72,76.62,0.218,0.248,33.4,0.741,0.761,0.842,0.486,3.407,0.102,Low attention,Scalable,rain,15.6,36.6
1938_48_Switzerland,1938,48,Switzerland,Hungary,B,tournament,Adidas,loss,0,1632,72.7,48.1,17.05,32.32,101.0,0.167,0.391,31.4,0.74,0.774,0.888,0.43,3.417,0.109,Mid attention,Scalable,clear,31.7,70.3
1938_49_Czechoslovakia,1938,49,Czechoslovakia,Brazil,B,tournament,Visa,loss,0,1636,72.1,45.6,14.05,34.52,68.51,0.183,0.311,31.09,0.706,0.715,0.89,0.391,3.677,0.118,Low attention,Scalable,rain,20.0,27.7
1938_50_Italy,1938,50,Italy,Brazil,B,tournament,Visa,win,3,1755,77.8,61.6,11.04,34.52,107.18,0.192,0.248,33.4,0.741,0.761,0.842,0.481,3.643,0.109,Low attention,Scalable,cloudy,13.1,61.5
1938_51_Sweden,1938,51,Sweden,Hungary,B,tournament,Budweiser,loss,0,1654,74.4,39.2,19.34,41.12,102.48,0.269,0.505,26.29,0.641,0.705,0.91,0.458,3.523,0.134,Mid attention,Scalable,clear,16.7,83.2
1938_52_Sweden,1938,52,Sweden,Brazil,B,tournament,Budweiser,loss,0,1654,74.4,39.2,19.34,41.12,174.22,0.325,0.537,26.29,0.641,0.705,0.91,0.48,3.79,0.144,Mid attention,Scalable,clear,16.9,65.8
1938_53_Italy,1938,53,Italy,Hungary,B,tournament,Visa,win,3,1755,77.8,61.6,11.04,41.12,128.66,0.238,0.298,33.4,0.741,0.761,0.842,0.508,3.487,0.104,Low attention,Scalable,rain,23.3,60.7
1950_54_Mexico,1950,54,Mexico,Brazil,B,tournament,Hyundai,loss,0,1612,72.1,37.6,18.89,41.09,165.97,0.293,0.521,28.5,0.701,0.712,0.897,0.489,3.855,0.135,Mid attention,Scalable,clear,21.4,49.0
1950_55_England,1950,55,England,Chile,B,tournament,McDonald's,win,3,1695,76.6,52.6,19.34,36.69,84.85,0.187,0.471,20.29,0.426,0.819,0.654,0.457,3.813,0.188,Mid attention,Scalable,hot,21.0,58.5
1950_56_Sweden,1950,56,Sweden,Italy,B,tournament,Budweiser,win,3,1654,74.4,39.2,19.34,43.29,125.67,0.283,0.529,26.29,0.641,0.705,0.91,0.57,3.346,0.127,Mid attention,Scalable,rain,26.7,54.0
1950_57_United_States,1950,57,United States,Spain,B,tournament,Vivo,loss,0,1578,71.9,31.0,12.75,41.09,89.22,0.244,0.326,22.58,0.428,0.676,0.652,0.313,3.677,0.163,Low attention,Watchlist,rain,25.0,45.4
1950_58_Yugoslavia,1950,58,Yugoslavia,Switzerland,B,tournament,Qatar Airways,win,3,1669,74.2,37.3,11.34,38.89,98.98,0.274,0.279,17.82,0.375,0.762,0.645,0.383,3.438,0.193,Low attention,Scalable,clear,24.9,53.4
1950_59_Switzerland,1950,59,Switzerland,Brazil,B,tournament,Adidas,draw,1,1632,72.7,48.1,17.05,41.09,109.11,0.241,0.448,31.4,0.74,0.774,0.888,0.498,3.805,0.121,Mid attention,Scalable,rain,25.5,61.2
1950_60_Yugoslavia,1950,60,Yugoslavia,Mexico,B,tournament,Qatar Airways,win,3,1669,74.2,37.3,11.34,43.29,100.96,0.311,0.307,17.82,0.375,0.762,0.645,0.4,3.453,0.194,Low attention,Scalable,windy,26.7,45.7
1950_61_Spain,1950,61,Spain,Chile,B,tournament,Budweiser,win,3,1708,77.4,45.2,19.26,36.69,74.6,0.146,0.464,27.85,0.668,0.724,0.933,0.53,3.806,0.137,Mid attention,Scalable,clear,10.4,45.1
1950_62_United_States,1950,62,United States,England,B,tournament,Vivo,win,3,1578,71.9,31.0,12.75,34.49,66.35,0.153,0.275,22.58,0.428,0.676,0.652,0.378,3.253,0.144,Low attention,Watchlist,clear,20.8,36.2
1950_63_Sweden,1950,63,Sweden,Paraguay,B,tournament,Budweiser,draw,1,1654,74.4,39.2,19.34,41.09,60.99,0.238,0.487,26.29,0.641,0.705,0.91,0.479,3.434,0.131,Mid attention,Scalable,clear,9.9,64.3
1950_64_Yugoslavia,1950,64,Yugoslavia,Brazil,B,tournament,Qatar Airways,loss,0,1669,74.2,37.3,11.34,36.69,78.0,0.211,0.257,17.82,0.375,0.762,0.645,0.263,3.758,0.211,Low attention,Watchlist,clear,23.2,66.7
1950_65_Uruguay,1950,65,Uruguay,Bolivia,B,tournament,Vivo,win,3,1684,74.8,44.8,20.58,49.89,169.95,0.423,0.621,19.75,0.435,0.797,0.741,0.56,2.692,0.136,Mid attention,Scalable,rain,23.0,61.7
1950_66_United_States,1950,66,United States,Chile,B,tournament,Vivo,loss,0,1578,71.9,31.0,12.75,47.69,87.11,0.346,0.365,22.58,0.428,0.676,0.652,0.347,3.929,0.174,Mid attention,Watchlist,cloudy,29.3,73.4
1950_67_Spain,1950,67,Spain,England,B,tournament,Budweiser,win,3,1708,77.4,45.2,19.26,34.49,67.19,0.154,0.447,27.85,0.668,0.724,0.933,0.525,3.217,0.116,Mid attention,Scalable,cloudy,30.1,59.4
1950_68_Paraguay,1950,68,Paraguay,Italy,B,tournament,Hyundai,loss,0,1578,69.9,30.5,12.88,36.69,173.11,0.244,0.339,26.2,0.66,0.667,0.921,0.397,3.386,0.129,Mid attention,Scalable,clear,24.2,64.3
1950_69_Switzerland,1950,69,Switzerland,Mexico,B,tournament,Adidas,win,3,1632,72.7,48.1,17.05,38.89,92.99,0.253,0.427,31.4,0.74,0.774,0.888,0.56,3.367,0.107,Mid attention,Scalable,clear,20.0,62.9
1950_70_Sweden,1950,70,Sweden,Brazil,B,tournament,Budweiser,loss,0,1654,74.4,39.2,19.34,49.89,155.98,0.389,0.583,26.29,0.641,0.705,0.91,0.509,3.91,0.149,Mid attention,Scalable,clear,25.9,56.5
1950_71_Uruguay,1950,71,Uruguay,Spain,B,tournament,Vivo,draw,1,1684,74.8,44.8,20.58,41.09,140.56,0.25,0.555,19.75,0.435,0.797,0.741,0.437,3.694,0.187,Mid attention,Scalable,hot,19.8,49.5
1950_72_Spain,1950,72,Spain,Brazil,B,tournament,Budweiser,loss,0,1708,77.4,45.2,19.26,47.69,164.06,0.344,0.57,27.85,0.668,0.724,0.933,0.506,3.92,0.141,Mid attention,Scalable,cloudy,23.0,93.4
1950_73_Uruguay,1950,73,Uruguay,Sweden,B,tournament,Vivo,win,3,1684,74.8,44.8,20.58,43.29,80.78,0.246,0.542,19.75,0.435,0.797,0.741,0.498,3.571,0.181,Mid attention,Scalable,clear,28.9,50.8
1950_74_Uruguay,1950,74,Uruguay,Brazil,B,tournament,Vivo,win,3,1684,74.8,44.8,20.58,38.89,104.17,0.25,0.525,19.75,0.435,0.797,0.741,0.493,3.77,0.191,Mid attention,Scalable,rain,19.7,47.3
1950_75_Sweden,1950,75,Sweden,Spain,B,tournament,Budweiser,win,3,1654,74.4,39.2,19.34,41.09,74.64,0.246,0.493,26.29,0.641,0.705,0.91,0.55,3.627,0.138,Mid attention,Scalable,clear,27.8,64.9
1954_76_Scotland,1954,76,Scotland,Austria,B,tournament,Budweiser,loss,0,1529,67.9,31.6,17.66,35.95,203.79,0.288,0.474,26.35,0.637,0.686,0.905,0.448,3.331,0.126,Mid attention,Scalable,clear,27.1,62.0
1954_77_Mexico,1954,77,Mexico,Brazil,B,tournament,Hyundai,loss,0,1612,72.1,37.6,18.89,44.75,81.82,0.276,0.507,28.5,0.701,0.712,0.897,0.481,3.792,0.133,Mid attention,Scalable,clear,17.3,35.5
1954_78_Uruguay,1954,78,Uruguay,Czechoslovakia,B,tournament,Vivo,win,3,1684,74.8,44.8,20.58,38.15,81.3,0.218,0.511,19.75,0.435,0.797,0.741,0.481,3.229,0.163,Mid attention,Scalable,windy,28.8,76.0
1954_79_Yugoslavia,1954,79,Yugoslavia,France,B,tournament,Qatar Airways,win,3,1669,74.2,37.3,11.34,35.95,76.77,0.203,0.252,17.82,0.375,0.762,0.645,0.36,3.378,0.19,Low attention,Watchlist,rain,27.2,56.5
1954_80_England,1954,80,England,Belgium,B,tournament,McDonald's,draw,1,1695,76.6,52.6,19.34,51.35,96.51,0.363,0.566,20.29,0.426,0.819,0.654,0.458,3.66,0.18,Mid attention,Scalable,cloudy,23.6,40.2
1954_81_Turkey,1954,81,Turkey,Germany,B,tournament,Mengniu,loss,0,1677,74.3,49.4,16.02,44.75,186.76,0.369,0.477,18.0,0.355,0.714,0.662,0.368,4.005,0.222,Mid attention,Watchlist,clear,18.4,77.0
1954_82_South_Korea,1954,82,South Korea,Hungary,B,tournament,McDonald's,loss,0,1548,70.3,20.2,12.83,53.55,301.54,0.512,0.497,25.44,0.5,0.67,0.723,0.451,3.813,0.15,Mid attention,Scalable,clear,17.8,68.0
1954_83_Italy,1954,83,Italy,Switzerland,B,tournament,Visa,loss,0,1755,77.8,61.6,11.04,40.35,100.93,0.241,0.281,33.4,0.741,0.761,0.842,0.402,3.454,0.103,Low attention,Scalable,cloudy,19.8,37.8
1954_84_Czechoslovakia,1954,84,Czechoslovakia,Austria,B,tournament,Visa,loss,0,1636,72.1,45.6,14.05,44.75,88.36,0.282,0.382,31.09,0.706,0.715,0.89,0.436,3.252,0.105,Mid attention,Scalable,clear,26.3,86.4
1954_85_Yugoslavia,1954,85,Yugoslavia,Brazil,B,tournament,Qatar Airways,draw,1,1669,74.2,37.3,11.34,38.15,58.28,0.166,0.257,17.82,0.375,0.762,0.645,0.289,3.654,0.205,Low attention,Watchlist,windy,17.3,68.5
1954_86_Mexico,1954,86,Mexico,France,B,tournament,Hyundai,loss,0,1612,72.1,37.6,18.89,44.75,119.43,0.326,0.523,28.5,0.701,0.712,0.897,0.496,3.474,0.122,Mid attention,Scalable,rain,25.6,57.8
1954_87_Uruguay,1954,87,Uruguay,Scotland,B,tournament,Vivo,win,3,1684,74.8,44.8,20.58,49.15,128.55,0.355,0.599,19.75,0.435,0.797,0.741,0.539,3.467,0.176,Mid attention,Scalable,cloudy,15.5,83.4
1954_88_Italy,1954,88,Italy,Belgium,B,tournament,Visa,win,3,1755,77.8,61.6,11.04,44.75,106.56,0.305,0.311,33.4,0.741,0.761,0.842,0.525,3.6,0.108,Low attention,Scalable,rain,21.8,60.5
1954_89_Hungary,1954,89,Hungary,Germany,B,tournament,Adidas,win,3,1691,78.9,42.6,16.61,57.95,176.19,0.511,0.569,33.47,0.767,0.712,0.937,0.669,4.099,0.122,Mid attention,Premium,windy,23.7,57.6
1954_90_Turkey,1954,90,Turkey,South Korea,B,tournament,Mengniu,win,3,1677,74.3,49.4,16.02,49.15,156.89,0.399,0.491,18.0,0.355,0.714,0.662,0.479,3.081,0.171,Mid attention,Scalable,cloudy,37.7,47.4
1954_91_England,1954,91,England,Switzerland,B,tournament,McDonald's,win,3,1695,76.6,52.6,19.34,38.15,119.34,0.257,0.495,20.29,0.426,0.819,0.654,0.479,3.511,0.173,Mid attention,Scalable,cloudy,14.7,67.3
1954_92_Turkey,1954,92,Turkey,Germany,B,tournament,Mengniu,loss,0,1677,74.3,49.4,16.02,53.55,140.06,0.422,0.511,18.0,0.355,0.714,0.662,0.391,4.059,0.226,Mid attention,Scalable,hot,31.8,65.6
1954_93_Italy,1954,93,Italy,Switzerland,B,tournament,Visa,loss,0,1755,77.8,61.6,11.04,44.75,93.94,0.284,0.305,33.4,0.741,0.761,0.842,0.419,3.528,0.106,Low attention,Scalable,clear,23.9,58.2
1954_94_Uruguay,1954,94,Uruguay,England,B,tournament,Vivo,win,3,1684,74.8,44.8,20.58,46.95,161.66,0.363,0.6,19.75,0.435,0.797,0.741,0.541,3.471,0.176,Mid attention,Scalable,hot,25.5,45.4
1954_95_Austria,1954,95,Austria,Switzerland,B,tournament,McDonald's,win,3,1660,70.5,44.6,14.99,60.15,172.49,0.474,0.538,21.71,0.447,0.702,0.72,0.542,3.771,0.174,Mid attention,Scalable,clear,23.7,60.1
1954_96_Hungary,1954,96,Hungary,Brazil,B,tournament,Adidas,win,3,1691,78.9,42.6,16.61,46.95,172.06,0.332,0.5,33.47,0.767,0.712,0.937,0.611,3.851,0.115,Mid attention,Scalable,cloudy,25.7,56.9
1954_97_Yugoslavia,1954,97,Yugoslavia,Germany,B,tournament,Qatar Airways,loss,0,1669,74.2,37.3,11.34,38.15,136.01,0.213,0.291,17.82,0.375,0.762,0.645,0.277,3.883,0.218,Low attention,Watchlist,rain,22.1,36.7
1954_98_Germany,1954,98,Germany,Austria,B,tournament,Coca-Cola,win,3,1798,81.3,65.9,22.15,49.15,94.33,0.318,0.625,29.19,0.711,0.859,0.907,0.636,3.281,0.112,Mid attention,Premium,cloudy,31.7,34.5
1954_99_Uruguay,1954,99,Uruguay,Hungary,B,tournament,Vivo,loss,0,1684,74.8,44.8,20.58,46.95,89.79,0.329,0.568,19.75,0.435,0.797,0.741,0.423,3.517,0.178,Mid attention,Scalable,cloudy,20.3,67.0
1954_100_Uruguay,1954,100,Uruguay,Austria,B,tournament,Vivo,loss,0,1684,74.8,44.8,20.58,42.55,98.41,0.249,0.545,19.75,0.435,0.797,0.741,0.4,3.224,0.163,Mid attention,Scalable,cloudy,29.8,16.4
1954_101_Hungary,1954,101,Hungary,Germany,B,tournament,Adidas,loss,0,1691,78.9,42.6,16.61,44.75,95.14,0.286,0.453,33.47,0.767,0.712,0.937,0.484,3.896,0.116,Mid attention,Scalable,clear,19.1,61.3
1958_102_Germany,1958,102,Germany,Argentina,B,tournament,Coca-Cola,win,3,1798,81.3,65.9,22.15,44.01,155.38,0.363,0.62,29.19,0.711,0.859,0.907,0.643,3.727,0.128,Mid attention,Premium,clear,22.6,50.4
1958_103_Brazil,1958,103,Brazil,Austria,B,tournament,Adidas,win,3,1829,78.8,57.4,18.61,41.81,131.83,0.278,0.503,33.15,0.774,0.809,0.916,0.604,3.203,0.097,Mid attention,Scalable,clear,16.6,78.9
1958_104_Northern_Ireland,1958,104,Northern Ireland,Czechoslovakia,B,tournament,Qatar Airways,win,3,1543,66.3,29.3,14.28,37.41,145.43,0.267,0.368,21.11,0.427,0.682,0.667,0.433,3.323,0.157,Mid attention,Scalable,cloudy,25.7,50.1
1958_105_Russia,1958,105,Russia,England,B,tournament,Hyundai,draw,1,1676,72.7,49.8,18.23,44.01,140.53,0.292,0.511,26.07,0.662,0.69,0.874,0.505,3.394,0.13,Mid attention,Scalable,cloudy,31.7,68.6
1958_106_Paraguay,1958,106,Paraguay,France,B,tournament,Hyundai,loss,0,1578,69.9,30.5,12.88,57.21,173.32,0.482,0.465,26.2,0.66,0.667,0.921,0.488,3.681,0.14,Mid attention,Scalable,clear,22.5,51.6
1958_107_Wales,1958,107,Wales,Hungary,B,tournament,Coca-Cola,draw,1,1476,67.0,18.7,9.44,39.61,158.38,0.254,0.26,33.92,0.731,0.631,0.878,0.426,3.569,0.105,Low attention,Scalable,hot,21.8,59.8
1958_108_Yugoslavia,1958,108,Yugoslavia,Scotland,B,tournament,Qatar Airways,draw,1,1669,74.2,37.3,11.34,39.61,129.1,0.252,0.297,17.82,0.375,0.762,0.645,0.319,3.386,0.19,Low attention,Watchlist,clear,16.3,69.8
1958_109_Mexico,1958,109,Mexico,Sweden,B,tournament,Hyundai,loss,0,1612,72.1,37.6,18.89,41.81,121.78,0.304,0.506,28.5,0.701,0.712,0.897,0.485,3.659,0.128,Mid attention,Scalable,cloudy,21.6,50.6
1958_110_Northern_Ireland,1958,110,Northern Ireland,Argentina,B,tournament,Qatar Airways,loss,0,1543,66.3,29.3,14.28,44.01,190.37,0.303,0.428,21.11,0.427,0.682,0.667,0.362,3.851,0.182,Mid attention,Watchlist,clear,13.4,73.9
1958_111_Russia,1958,111,Russia,Austria,B,tournament,Hyundai,win,3,1676,72.7,49.8,18.23,39.61,116.9,0.265,0.473,26.07,0.662,0.69,0.874,0.553,3.256,0.125,Mid attention,Scalable,clear,17.5,42.1
1958_112_England,1958,112,England,Brazil,B,tournament,McDonald's,draw,1,1695,76.6,52.6,19.34,35.21,92.4,0.194,0.465,20.29,0.426,0.819,0.654,0.39,3.678,0.181,Mid attention,Scalable,rain,24.4,62.7
1958_113_Germany,1958,113,Germany,Czechoslovakia,B,tournament,Coca-Cola,draw,1,1798,81.3,65.9,22.15,44.01,99.47,0.275,0.596,29.19,0.711,0.859,0.907,0.551,3.299,0.113,Mid attention,Scalable,cloudy,30.9,72.8
1958_114_Yugoslavia,1958,114,Yugoslavia,France,B,tournament,Qatar Airways,win,3,1669,74.2,37.3,11.34,46.21,160.78,0.316,0.351,17.82,0.375,0.762,0.645,0.418,3.558,0.2,Mid attention,Scalable,clear,39.0,68.6
1958_115_Wales,1958,115,Wales,Mexico,B,tournament,Coca-Cola,draw,1,1476,67.0,18.7,9.44,39.61,160.05,0.283,0.26,33.92,0.731,0.631,0.878,0.432,3.57,0.105,Low attention,Scalable,windy,19.5,88.7
1958_116_Scotland,1958,116,Scotland,Paraguay,B,tournament,Budweiser,loss,0,1529,67.9,31.6,17.66,46.21,130.19,0.321,0.504,26.35,0.637,0.686,0.905,0.466,3.589,0.136,Mid attention,Scalable,rain,31.6,45.8
1958_117_Hungary,1958,117,Hungary,Sweden,B,tournament,Adidas,loss,0,1691,78.9,42.6,16.61,41.81,172.32,0.32,0.468,33.47,0.767,0.712,0.937,0.497,3.707,0.111,Mid attention,Scalable,rain,24.5,35.9
1958_118_Czechoslovakia,1958,118,Czechoslovakia,Argentina,B,tournament,Visa,win,3,1636,72.1,45.6,14.05,50.61,83.31,0.355,0.416,31.09,0.706,0.715,0.89,0.562,3.788,0.122,Mid attention,Scalable,hot,22.1,42.1
1958_119_England,1958,119,England,Austria,B,tournament,McDonald's,draw,1,1695,76.6,52.6,19.34,44.01,123.83,0.351,0.532,20.29,0.426,0.819,0.654,0.444,3.318,0.164,Mid attention,Scalable,hot,25.6,68.6
1958_120_Russia,1958,120,Russia,Brazil,B,tournament,Hyundai,loss,0,1676,72.7,49.8,18.23,39.61,111.93,0.243,0.471,26.07,0.662,0.69,0.874,0.448,3.73,0.143,Mid attention,Scalable,clear,23.4,66.0
1958_121_Scotland,1958,121,Scotland,France,B,tournament,Budweiser,loss,0,1529,67.9,31.6,17.66,41.81,97.47,0.237,0.463,26.35,0.637,0.686,0.905,0.435,3.475,0.132,Mid attention,Scalable,cloudy,23.7,59.6
1958_122_Northern_Ireland,1958,122,Northern Ireland,Germany,B,tournament,Qatar Airways,draw,1,1543,66.3,29.3,14.28,44.01,245.16,0.391,0.452,21.11,0.427,0.682,0.667,0.421,4.085,0.194,Mid attention,Scalable,cloudy,20.6,40.0
1958_123_Mexico,1958,123,Mexico,Hungary,B,tournament,Hyundai,loss,0,1612,72.1,37.6,18.89,44.01,123.46,0.313,0.52,28.5,0.701,0.712,0.897,0.492,3.577,0.126,Mid attention,Scalable,clear,14.6,70.3
1958_124_Yugoslavia,1958,124,Yugoslavia,Paraguay,B,tournament,Qatar Airways,draw,1,1669,74.2,37.3,11.34,48.41,123.41,0.394,0.348,17.82,0.375,0.762,0.645,0.364,3.53,0.198,Mid attention,Watchlist,clear,13.7,38.4
1958_125_Wales,1958,125,Wales,Sweden,B,tournament,Coca-Cola,draw,1,1476,67.0,18.7,9.44,35.21,101.35,0.217,0.208,33.92,0.731,0.631,0.878,0.4,3.647,0.108,Low attention,Scalable,clear,26.9,76.5
1958_126_Northern_Ireland,1958,126,Northern Ireland,Czechoslovakia,B,tournament,Qatar Airways,win,3,1543,66.3,29.3,14.28,41.81,68.19,0.256,0.361,21.11,0.427,0.682,0.667,0.428,3.315,0.157,Mid attention,Scalable,cloudy,21.3,96.0
