panel_id,team,sponsor,predicted_roi,roi_formula_score,roi_per_million_spend
1942_136_Portugal,Portugal,Coca-Cola,2.837,2.4144,0.245
1958_137_Spain,Spain,Pepsi,2.48,1.8006,0.073
2006_138_USA,USA,Samsung,2.851,2.0141,0.424
1934_139_France,France,Emirates,2.465,1.8061,0.124
1966_140_USA,USA,Samsung,2.749,2.517,0.408
1954_141_Belgium,Belgium,Mastercard,2.733,1.9334,0.48
1938_142_England,England,Emirates,2.531,2.4162,0.114
1982_143_Netherlands,Netherlands,Puma,3.463,2.2153,0.343
1966_144_Ghana,Ghana,Visa,2.711,2.415,0.387
1962_145_France,France,Emirates,2.757,1.7966,0.139
1934_146_Australia,Australia,Nike,2.247,2.51,0.486
1966_147_Morocco,Morocco,Emirates,3.007,1.9725,0.348
2002_148_Uruguay,Uruguay,Pepsi,2.63,2.3826,0.387
1958_149_Croatia,Croatia,Qatar Airways,2.547,2.5458,0.293
1962_150_Italy,Italy,Qatar Airways,2.873,2.0256,0.279
1930_151_Ghana,Ghana,Visa,2.752,1.8256,0.393
1990_152_Senegal,Senegal,Pepsi,2.563,2.1158,0.177
1986_153_South_Korea,South Korea,Nike,2.581,1.664,0.103
1930_154_Canada,Canada,Pepsi,2.809,2.1928,0.583
2018_155_Portugal,Portugal,Coca-Cola,3.097,2.4591,0.268
2006_156_Netherlands,Netherlands,Puma,2.591,1.7894,0.257
1982_157_Mexico,Mexico,Emirates,3.111,2.2644,0.755
1986_158_France,France,Emirates,2.154,1.9026,0.109
1990_159_Italy,Italy,Qatar Airways,2.997,2.4802,0.291
1986_160_Belgium,Belgium,Mastercard,2.721,1.9297,0.478
1962_161_Qatar,Qatar,Nike,2.982,2.1119,0.579
2002_162_South_Korea,South Korea,Nike,2.593,2.1071,0.104
2014_163_Uruguay,Uruguay,Pepsi,3.044,2.558,0.448
2022_164_Brazil,Brazil,Nike,2.733,1.9455,0.104
2006_165_Senegal,Senegal,Pepsi,3.151,2.762,0.218
1950_166_Croatia,Croatia,Qatar Airways,2.519,2.046,0.29
1982_167_England,England,Emirates,2.051,1.822,0.093
1958_168_England,England,Emirates,2.528,2.3637,0.114
2002_169_Nigeria,Nigeria,Visa,2.77,2.266,0.248
2006_170_Ghana,Ghana,Visa,2.718,2.4491,0.388
1958_171_England,England,Emirates,2.652,2.0519,0.12
1970_172_Senegal,Senegal,Pepsi,2.744,2.196,0.19
2014_173_Argentina,Argentina,Nike,2.315,1.8498,0.247
1958_174_Saudi_Arabia,Saudi Arabia,Nike,2.496,2.7058,0.316
1978_175_Saudi_Arabia,Saudi Arabia,Nike,2.786,3.0182,0.353
1986_176_Netherlands,Netherlands,Puma,2.938,2.444,0.291
1950_177_Nigeria,Nigeria,Visa,2.718,2.1013,0.244
2002_178_England,England,Emirates,2.548,2.529,0.115
1978_179_Japan,Japan,Samsung,3.289,2.6409,0.273
1982_180_Morocco,Morocco,Emirates,2.946,1.898,0.341
1938_181_Canada,Canada,Pepsi,3.021,2.6333,0.627
2010_182_Belgium,Belgium,Mastercard,2.736,2.2123,0.481
1982_183_Belgium,Belgium,Mastercard,2.76,1.9902,0.485
1966_184_Mexico,Mexico,Emirates,2.671,2.1094,0.648
2010_185_France,France,Emirates,3.042,1.87,0.153
1942_186_Netherlands,Netherlands,Puma,2.949,1.9118,0.292
1966_187_France,France,Emirates,2.039,2.1742,0.103
1982_188_Croatia,Croatia,Qatar Airways,2.584,2.5793,0.297
1986_189_Morocco,Morocco,Emirates,2.849,2.0017,0.33
1982_190_Argentina,Argentina,Nike,2.956,2.2174,0.315
1998_191_Qatar,Qatar,Nike,2.502,1.666,0.486
1990_192_Portugal,Portugal,Coca-Cola,2.685,2.3684,0.232
1946_193_Netherlands,Netherlands,Puma,2.189,2.2171,0.217
1962_194_Netherlands,Netherlands,Puma,2.774,1.957,0.275
1994_195_England,England,Emirates,2.766,2.2754,0.125
2018_196_Spain,Spain,Pepsi,3.088,1.9515,0.09
2002_197_Japan,Japan,Samsung,2.635,2.4995,0.219
1954_198_Netherlands,Netherlands,Puma,2.712,1.9206,0.269
1962_199_Nigeria,Nigeria,Visa,2.599,2.0591,0.233
1962_200_England,England,Emirates,3.38,2.7662,0.153
1970_201_Croatia,Croatia,Qatar Airways,3.0,2.7564,0.345
1986_202_Japan,Japan,Samsung,3.054,2.0262,0.254
1934_203_Belgium,Belgium,Mastercard,2.584,1.9388,0.454
1990_204_Argentina,Argentina,Nike,2.757,2.0474,0.294
1974_205_Nigeria,Nigeria,Visa,2.316,2.448,0.208
1986_206_England,England,Emirates,3.041,2.603,0.138
1930_207_Canada,Canada,Pepsi,2.621,2.5151,0.544
1990_208_Germany,Germany,Pepsi,2.548,1.9078,0.33
1950_209_Australia,Australia,Nike,3.051,2.7306,0.66
1974_210_Qatar,Qatar,Nike,2.474,2.4767,0.48
2006_211_France,France,Emirates,2.994,2.445,0.151
1934_212_South_Korea,South Korea,Nike,2.57,2.3056,0.103
1998_213_Uruguay,Uruguay,Pepsi,2.166,1.7514,0.319
1942_214_Germany,Germany,Pepsi,2.671,2.5747,0.346
1978_215_Netherlands,Netherlands,Puma,2.891,2.4096,0.287
1946_216_Senegal,Senegal,Pepsi,2.243,2.483,0.155
1930_217_Portugal,Portugal,Coca-Cola,2.751,2.397,0.238
1962_218_France,France,Emirates,2.696,1.9463,0.136
1942_219_Canada,Canada,Pepsi,2.568,2.5047,0.533
1954_220_Ghana,Ghana,Visa,2.185,1.7279,0.312
1974_221_Senegal,Senegal,Pepsi,2.187,2.5981,0.151
1966_222_Mexico,Mexico,Emirates,2.759,2.0291,0.67
1930_223_France,France,Emirates,2.934,2.4305,0.148
1942_224_Germany,Germany,Pepsi,2.399,2.4107,0.311
1938_225_Saudi_Arabia,Saudi Arabia,Nike,2.83,2.3294,0.359
2022_226_Saudi_Arabia,Saudi Arabia,Nike,2.929,2.9213,0.371
1994_227_Argentina,Argentina,Nike,2.279,2.0714,0.243
1946_228_Morocco,Morocco,Emirates,2.575,2.0345,0.298
1946_229_Italy,Italy,Qatar Airways,2.436,2.3846,0.236
1994_230_Japan,Japan,Samsung,2.672,2.1389,0.222
1986_231_South_Korea,South Korea,Nike,3.059,1.9572,0.123
2018_232_Canada,Canada,Pepsi,2.699,2.4393,0.56
1934_233_Italy,Italy,Qatar Airways,2.366,2.3938,0.229
1998_234_Ghana,Ghana,Visa,2.668,1.9979,0.381
1954_235_Saudi_Arabia,Saudi Arabia,Nike,2.774,2.3528,0.352
1946_236_Canada,Canada,Pepsi,2.682,2.0934,0.556
2014_237_France,France,Emirates,2.656,2.2636,0.134
1942_238_South_Korea,South Korea,Nike,2.922,1.888,0.117
1938_239_Brazil,Brazil,Nike,2.633,2.19,0.101
2006_240_Belgium,Belgium,Mastercard,3.248,2.0656,0.571
1958_241_Nigeria,Nigeria,Visa,2.425,1.868,0.217
1962_242_Senegal,Senegal,Pepsi,2.783,2.0488,0.193
1974_243_Mexico,Mexico,Emirates,2.543,2.5617,0.617
1978_244_Japan,Japan,Samsung,2.51,2.0084,0.208
2022_245_Argentina,Argentina,Nike,3.031,2.5753,0.323
1978_246_Australia,Australia,Nike,2.709,2.62,0.586
1942_247_Italy,Italy,Qatar Airways,2.352,2.2989,0.228
1958_248_Netherlands,Netherlands,Puma,2.917,2.4406,0.289
1986_249_Germany,Germany,Pepsi,2.626,1.9534,0.341
2022_250_Uruguay,Uruguay,Pepsi,2.462,2.4402,0.362
1950_251_Belgium,Belgium,Mastercard,2.239,1.9179,0.393
1962_252_South_Korea,South Korea,Nike,2.79,1.977,0.112
1950_253_Portugal,Portugal,Coca-Cola,2.931,2.1484,0.253
1978_254_USA,USA,Samsung,2.845,2.0102,0.423
1970_255_Morocco,Morocco,Emirates,2.52,1.914,0.292
2010_256_Brazil,Brazil,Nike,2.361,1.5563,0.09
1962_257_Spain,Spain,Pepsi,2.664,1.7348,0.078
2018_258_USA,USA,Samsung,2.292,1.8491,0.341
1986_259_Japan,Japan,Samsung,2.814,1.9002,0.234
1930_260_Nigeria,Nigeria,Visa,2.611,2.1667,0.234
1998_261_Spain,Spain,Pepsi,3.746,2.478,0.11
1982_262_Morocco,Morocco,Emirates,2.342,2.1628,0.271
1970_263_South_Korea,South Korea,Nike,2.834,1.8588,0.114
2006_264_Italy,Italy,Qatar Airways,2.888,2.4764,0.28
1990_265_Belgium,Belgium,Mastercard,2.795,2.5397,0.491
1970_266_Australia,Australia,Nike,2.944,2.3024,0.637
1974_267_Morocco,Morocco,Emirates,2.884,1.8758,0.334
1978_268_France,France,Emirates,2.894,1.8817,0.146
1990_269_Croatia,Croatia,Qatar Airways,2.835,2.2467,0.326
1954_270_Qatar,Qatar,Nike,3.22,2.1158,0.625
1990_271_Belgium,Belgium,Mastercard,2.787,2.0082,0.49
2002_272_Croatia,Croatia,Qatar Airways,2.565,2.458,0.295
1934_273_Brazil,Brazil,Nike,2.324,2.0961,0.089
1970_274_USA,USA,Samsung,2.496,2.4802,0.371
1982_275_Portugal,Portugal,Coca-Cola,2.131,1.871,0.184
1946_276_Germany,Germany,Pepsi,2.532,2.4791,0.328
2006_277_Canada,Canada,Pepsi,2.527,2.4397,0.524
1982_278_Spain,Spain,Pepsi,2.824,2.2253,0.083
1930_279_Saudi_Arabia,Saudi Arabia,Nike,2.379,2.3632,0.302
1946_280_Portugal,Portugal,Coca-Cola,2.507,2.0742,0.217
1994_281_Argentina,Argentina,Nike,2.95,2.239,0.314
2006_282_England,England,Emirates,2.12,2.0519,0.096
1946_283_Germany,Germany,Pepsi,2.738,2.0081,0.355
1946_284_Croatia,Croatia,Qatar Airways,2.587,2.3006,0.298
2022_285_Japan,Japan,Samsung,2.447,1.7132,0.203
2014_286_Qatar,Qatar,Nike,2.543,1.7512,0.494
1954_287_Qatar,Qatar,Nike,2.413,1.6671,0.469
1946_288_Canada,Canada,Pepsi,2.694,1.944,0.559
1970_289_Nigeria,Nigeria,Visa,3.116,2.7548,0.279
2006_290_France,France,Emirates,2.702,2.1872,0.136
1978_291_England,England,Emirates,2.269,2.4313,0.103
1946_292_Netherlands,Netherlands,Puma,2.301,2.2308,0.228
1998_293_Saudi_Arabia,Saudi Arabia,Nike,2.294,2.8109,0.291
1934_294_Germany,Germany,Pepsi,2.604,2.4984,0.338
1994_295_Spain,Spain,Pepsi,2.8,1.6879,0.082
1970_296_Japan,Japan,Samsung,2.598,2.4776,0.216
1986_297_Canada,Canada,Pepsi,2.819,1.7803,0.585
1986_298_Australia,Australia,Nike,3.369,2.4832,0.729
1942_299_Germany,Germany,Pepsi,2.441,2.4649,0.317
1978_300_Belgium,Belgium,Mastercard,2.769,2.0011,0.487
1930_301_Brazil,Brazil,Nike,2.177,1.7926,0.083
1966_302_Mexico,Mexico,Emirates,2.737,2.7442,0.664
1994_303_Spain,Spain,Pepsi,2.698,1.6955,0.079
1950_304_Croatia,Croatia,Qatar Airways,2.216,2.1211,0.255
1934_305_Ghana,Ghana,Visa,2.88,2.4463,0.411
1934_306_Belgium,Belgium,Mastercard,2.573,2.2024,0.452
1974_307_Germany,Germany,Pepsi,3.224,2.0952,0.418
1994_308_Brazil,Brazil,Nike,2.806,2.0044,0.107
1970_309_Belgium,Belgium,Mastercard,2.317,2.4338,0.407
2010_310_Argentina,Argentina,Nike,2.78,2.522,0.296
1974_311_USA,USA,Samsung,2.736,1.9304,0.407
2014_312_Japan,Japan,Samsung,2.612,2.1269,0.217
2014_313_USA,USA,Samsung,2.062,2.4474,0.306
1954_314_Spain,Spain,Pepsi,2.498,2.1614,0.073
2002_315_Ghana,Ghana,Visa,2.663,2.4848,0.38
2006_316_Canada,Canada,Pepsi,2.378,2.6144,0.493
1994_317_Brazil,Brazil,Nike,2.438,2.2248,0.093
1998_318_Belgium,Belgium,Mastercard,2.675,2.0206,0.47
1998_319_Ghana,Ghana,Visa,2.748,2.4892,0.392
2014_320_Croatia,Croatia,Qatar Airways,2.694,2.1051,0.31
1958_321_England,England,Emirates,2.922,2.1778,0.132
1950_322_South_Korea,South Korea,Nike,2.27,2.2832,0.091
2002_323_Canada,Canada,Pepsi,2.703,2.5448,0.561
2018_324_Qatar,Qatar,Nike,2.58,1.7208,0.501
1982_325_Germany,Germany,Pepsi,2.903,2.6002,0.377
1958_326_Portugal,Portugal,Coca-Cola,2.639,2.3335,0.228
1998_327_Germany,Germany,Pepsi,3.109,2.7472,0.403
1998_328_Croatia,Croatia,Qatar Airways,2.374,1.9971,0.273
2018_329_Argentina,Argentina,Nike,2.263,1.9887,0.241
2010_330_Ghana,Ghana,Visa,2.741,2.3972,0.391
1998_331_France,France,Emirates,2.422,1.838,0.122
1930_332_Germany,Germany,Pepsi,2.907,2.7134,0.377
1950_333_Portugal,Portugal,Coca-Cola,2.496,1.9734,0.216
1934_334_Senegal,Senegal,Pepsi,2.131,2.4234,0.148
1970_335_Saudi_Arabia,Saudi Arabia,Nike,2.052,2.6276,0.26
1974_336_Portugal,Portugal,Coca-Cola,2.921,2.0554,0.252
2022_337_England,England,Emirates,2.838,2.5342,0.128
2006_338_Germany,Germany,Pepsi,2.72,2.7174,0.353
1998_339_Morocco,Morocco,Emirates,2.923,2.428,0.339
1966_340_Germany,Germany,Pepsi,2.143,1.9926,0.278
1998_341_Qatar,Qatar,Nike,2.547,2.4104,0.495
1974_342_Mexico,Mexico,Emirates,2.547,2.4808,0.618
1962_343_Portugal,Portugal,Coca-Cola,2.518,2.3151,0.218
1938_344_Argentina,Argentina,Nike,2.89,2.5258,0.308
1970_345_France,France,Emirates,2.307,2.3079,0.116
1942_346_Belgium,Belgium,Mastercard,2.296,1.9858,0.404
1930_347_France,France,Emirates,2.927,2.4221,0.147
2002_348_Morocco,Morocco,Emirates,2.577,2.2819,0.299
1974_349_Qatar,Qatar,Nike,2.922,1.9335,0.567
1974_350_Portugal,Portugal,Coca-Cola,3.092,2.1164,0.267
1998_351_Senegal,Senegal,Pepsi,2.586,2.647,0.179
1990_352_Canada,Canada,Pepsi,2.798,1.9978,0.58
1982_353_Brazil,Brazil,Nike,2.468,2.1624,0.094
1950_354_Mexico,Mexico,Emirates,3.084,2.2381,0.749
1938_355_USA,USA,Samsung,2.794,1.9536,0.415
2002_356_Ghana,Ghana,Visa,2.666,2.5106,0.38
1942_357_South_Korea,South Korea,Nike,2.526,2.2775,0.101
1982_358_Belgium,Belgium,Mastercard,2.426,2.3702,0.426
1946_359_Australia,Australia,Nike,2.629,2.1696,0.569
1974_360_Croatia,Croatia,Qatar Airways,2.344,1.9844,0.27
1986_361_Nigeria,Nigeria,Visa,2.128,2.0602,0.191
1930_362_Portugal,Portugal,Coca-Cola,3.218,2.6842,0.278
1978_363_Morocco,Morocco,Emirates,2.393,1.8497,0.277
1966_364_England,England,Emirates,2.561,2.1018,0.116
1958_365_Uruguay,Uruguay,Pepsi,2.775,2.0772,0.408
1990_366_Qatar,Qatar,Nike,2.547,1.863,0.495
1998_367_Italy,Italy,Qatar Airways,1.999,2.1961,0.194
1950_368_Belgium,Belgium,Mastercard,2.891,2.6346,0.508
1990_369_Belgium,Belgium,Mastercard,1.989,2.0965,0.35
1990_370_Germany,Germany,Pepsi,2.782,2.0213,0.361
1934_371_Italy,Italy,Qatar Airways,2.558,1.755,0.248
1978_372_England,England,Emirates,2.359,1.92,0.107
1982_373_Japan,Japan,Samsung,2.524,2.3212,0.21
1938_374_Australia,Australia,Nike,2.65,1.9576,0.574
1962_375_Portugal,Portugal,Coca-Cola,2.881,1.7948,0.249
1954_376_Nigeria,Nigeria,Visa,2.221,2.5652,0.199
2022_377_Morocco,Morocco,Emirates,2.935,1.873,0.34
1958_378_Netherlands,Netherlands,Puma,2.506,1.898,0.248
1950_379_Uruguay,Uruguay,Pepsi,2.208,2.4443,0.325
1986_380_Saudi_Arabia,Saudi Arabia,Nike,2.7,2.2993,0.342
1994_381_Senegal,Senegal,Pepsi,2.644,1.9928,0.183
1966_382_England,England,Emirates,2.38,2.3384,0.108
2014_383_Morocco,Morocco,Emirates,2.677,1.6896,0.31
2006_384_Argentina,Argentina,Nike,2.67,2.3867,0.285
2006_385_Portugal,Portugal,Coca-Cola,2.3,1.9984,0.199
2002_386_Uruguay,Uruguay,Pepsi,2.661,2.0072,0.391
1954_387_Saudi_Arabia,Saudi Arabia,Nike,2.617,2.2153,0.332
1962_388_Senegal,Senegal,Pepsi,2.583,2.4431,0.179
1934_389_Australia,Australia,Nike,2.727,2.1991,0.59
1978_390_USA,USA,Samsung,2.533,2.5445,0.376
1950_391_France,France,Emirates,2.939,2.4452,0.148
2022_392_Belgium,Belgium,Mastercard,2.459,1.8704,0.432
1946_393_South_Korea,South Korea,Nike,2.894,2.3817,0.116
2010_394_Germany,Germany,Pepsi,2.656,2.6364,0.344
1958_395_Croatia,Croatia,Qatar Airways,3.088,2.1962,0.355
2018_396_Germany,Germany,Pepsi,2.243,2.5399,0.291
1966_397_France,France,Emirates,2.395,1.9644,0.121
1982_398_Morocco,Morocco,Emirates,2.406,2.305,0.279
2022_399_Netherlands,Netherlands,Puma,2.522,1.924,0.25
1990_400_Japan,Japan,Samsung,3.136,2.5654,0.26
2022_401_Qatar,Qatar,Nike,2.067,1.9703,0.401
2018_402_Senegal,Senegal,Pepsi,3.601,2.4588,0.249
1962_403_Argentina,Argentina,Nike,2.751,1.9623,0.293
1934_404_Canada,Canada,Pepsi,2.491,2.3647,0.517
1942_405_Japan,Japan,Samsung,2.446,1.8647,0.203
2010_406_Netherlands,Netherlands,Puma,2.67,2.0937,0.265
1966_407_Mexico,Mexico,Emirates,2.586,2.4286,0.628
2010_408_Saudi_Arabia,Saudi Arabia,Nike,2.951,2.5828,0.374
1986_409_Brazil,Brazil,Nike,2.949,2.4313,0.113
1954_410_Brazil,Brazil,Nike,2.783,1.7981,0.106
1986_411_Croatia,Croatia,Qatar Airways,2.515,1.9927,0.289
1978_412_Uruguay,Uruguay,Pepsi,2.794,1.8992,0.411
1942_413_Qatar,Qatar,Nike,2.353,2.2482,0.457
1990_414_Germany,Germany,Pepsi,2.672,2.1883,0.347
2002_415_Germany,Germany,Pepsi,2.082,2.4429,0.27
1934_416_Senegal,Senegal,Pepsi,3.0,2.7465,0.208
1990_417_France,France,Emirates,2.765,2.377,0.139
2002_418_Canada,Canada,Pepsi,2.283,2.1646,0.474
1954_419_Ghana,Ghana,Visa,2.781,2.397,0.397
2014_420_Qatar,Qatar,Nike,2.542,1.8954,0.494
1942_421_USA,USA,Samsung,2.778,2.2441,0.413
1990_422_Belgium,Belgium,Mastercard,2.472,1.9793,0.434
2010_423_Croatia,Croatia,Qatar Airways,2.488,2.5373,0.286
1930_424_Mexico,Mexico,Emirates,3.273,2.4906,0.794
1954_425_Australia,Australia,Nike,2.984,2.1594,0.646
1986_426_South_Korea,South Korea,Nike,2.942,1.8272,0.118
1986_427_England,England,Emirates,2.486,2.5117,0.112
1982_428_Qatar,Qatar,Nike,2.638,2.0252,0.512
1978_429_Senegal,Senegal,Pepsi,2.593,2.5634,0.18
1986_430_Belgium,Belgium,Mastercard,2.354,2.2082,0.414
1954_431_USA,USA,Samsung,2.445,2.1346,0.363
1942_432_Brazil,Brazil,Nike,2.887,2.2826,0.11
1954_433_Japan,Japan,Samsung,3.041,1.8805,0.253
1994_434_Saudi_Arabia,Saudi Arabia,Nike,2.807,2.4497,0.356
1986_435_Uruguay,Uruguay,Pepsi,2.996,2.4786,0.441
1954_436_Nigeria,Nigeria,Visa,2.767,2.0757,0.248
1938_437_Portugal,Portugal,Coca-Cola,3.07,2.5764,0.265
1934_438_France,France,Emirates,2.954,2.0165,0.149
1958_439_Senegal,Senegal,Pepsi,3.014,2.7074,0.209
1994_440_Senegal,Senegal,Pepsi,3.058,2.1482,0.212
2002_441_Italy,Italy,Qatar Airways,2.723,2.3516,0.264
1978_442_Brazil,Brazil,Nike,2.999,2.4663,0.115
1950_443_Germany,Germany,Pepsi,2.075,2.195,0.269
2006_444_Germany,Germany,Pepsi,2.975,2.1459,0.386
2010_445_Qatar,Qatar,Nike,2.291,2.4568,0.445
1962_446_Germany,Germany,Pepsi,2.347,2.3016,0.304
1998_447_Japan,Japan,Samsung,2.785,2.4308,0.231
1974_448_Japan,Japan,Samsung,2.666,2.0193,0.221
1974_449_Italy,Italy,Qatar Airways,2.888,2.4531,0.28
2014_450_Canada,Canada,Pepsi,2.624,1.9928,0.544
2014_451_England,England,Emirates,2.499,2.4867,0.113
1970_452_Mexico,Mexico,Emirates,2.674,2.1912,0.649
1986_453_Japan,Japan,Samsung,2.365,1.738,0.196
1950_454_Italy,Italy,Qatar Airways,2.77,1.8992,0.269
1958_455_Mexico,Mexico,Emirates,2.939,2.1792,0.713
2002_456_Ghana,Ghana,Visa,3.291,2.5374,0.469
1990_457_USA,USA,Samsung,2.389,2.4377,0.355
1974_458_Mexico,Mexico,Emirates,2.96,2.0928,0.718
1982_459_South_Korea,South Korea,Nike,2.828,1.9599,0.113
1978_460_Ghana,Ghana,Visa,2.668,2.0228,0.381
1958_461_Netherlands,Netherlands,Puma,2.967,1.9064,0.294
1958_462_Uruguay,Uruguay,Pepsi,2.665,2.3683,0.392
1942_463_Portugal,Portugal,Coca-Cola,2.641,2.0082,0.228
1994_464_Italy,Italy,Qatar Airways,2.898,2.117,0.281
1982_465_Germany,Germany,Pepsi,2.701,2.569,0.35
1978_466_France,France,Emirates,2.959,2.4454,0.149
1938_467_Australia,Australia,Nike,2.89,2.1004,0.626
1946_468_Portugal,Portugal,Coca-Cola,2.654,1.8095,0.229
1998_469_Germany,Germany,Pepsi,3.04,2.1497,0.394
2014_470_Croatia,Croatia,Qatar Airways,2.316,2.4046,0.267
1970_471_Argentina,Argentina,Nike,2.713,2.0448,0.289
1990_472_Brazil,Brazil,Nike,2.525,1.6326,0.096
1946_473_Qatar,Qatar,Nike,2.735,2.3371,0.531
2014_474_England,England,Emirates,2.637,2.3943,0.119
1974_475_Uruguay,Uruguay,Pepsi,2.413,2.0442,0.355
2018_476_Mexico,Mexico,Emirates,2.621,2.503,0.636
1942_477_Belgium,Belgium,Mastercard,2.316,2.1372,0.407
1954_478_Morocco,Morocco,Emirates,2.277,1.8722,0.264
2018_479_Spain,Spain,Pepsi,2.571,1.8166,0.075
2002_480_England,England,Emirates,2.985,2.1776,0.135
1938_481_Argentina,Argentina,Nike,2.425,2.0966,0.259
1974_482_Ghana,Ghana,Visa,2.722,2.0812,0.388
1942_483_Saudi_Arabia,Saudi Arabia,Nike,2.973,2.9528,0.377
1966_484_Belgium,Belgium,Mastercard,2.235,1.7703,0.393
2022_485_Senegal,Senegal,Pepsi,2.644,2.0438,0.183
1970_486_Spain,Spain,Pepsi,2.955,2.29,0.086
1958_487_USA,USA,Samsung,3.046,2.0907,0.453
1946_488_Germany,Germany,Pepsi,2.414,2.0746,0.313
1946_489_Nigeria,Nigeria,Visa,2.668,2.2518,0.239
1962_490_Mexico,Mexico,Emirates,2.844,2.5476,0.69
2006_491_Spain,Spain,Pepsi,2.538,2.0218,0.074
1958_492_Argentina,Argentina,Nike,2.91,2.0344,0.31
1998_493_Saudi_Arabia,Saudi Arabia,Nike,2.62,2.8797,0.332
2010_494_Uruguay,Uruguay,Pepsi,2.225,2.2794,0.327
2022_495_Belgium,Belgium,Mastercard,2.539,2.0742,0.446
1970_496_France,France,Emirates,2.741,2.3508,0.138
1966_497_France,France,Emirates,2.901,2.4531,0.146
1978_498_Germany,Germany,Pepsi,2.482,2.0441,0.322
1982_499_Japan,Japan,Samsung,2.789,2.4188,0.232
1938_500_Brazil,Brazil,Nike,2.538,2.1969,0.097
1974_501_Mexico,Mexico,Emirates,2.653,1.9497,0.644
1954_502_Brazil,Brazil,Nike,2.984,2.083,0.114
1990_503_France,France,Emirates,2.406,2.1696,0.121
1950_504_South_Korea,South Korea,Nike,2.632,1.7262,0.106
1938_505_Saudi_Arabia,Saudi Arabia,Nike,2.294,2.7559,0.291
1986_506_Ghana,Ghana,Visa,2.998,2.6012,0.428
1994_507_Nigeria,Nigeria,Visa,2.524,2.6492,0.226
1990_508_Netherlands,Netherlands,Puma,2.179,1.6949,0.216
1954_509_Mexico,Mexico,Emirates,2.586,1.9896,0.628
1946_510_Germany,Germany,Pepsi,2.864,2.127,0.371
1942_511_Qatar,Qatar,Nike,2.133,1.8628,0.414
1974_512_Qatar,Qatar,Nike,2.132,2.2234,0.414
1934_513_Brazil,Brazil,Nike,2.412,1.5698,0.092
1986_514_Australia,Australia,Nike,2.064,1.8824,0.447
2002_515_Netherlands,Netherlands,Puma,2.645,1.9024,0.262
2018_516_Japan,Japan,Samsung,2.711,1.9183,0.225
1966_517_Netherlands,Netherlands,Puma,3.041,2.2024,0.301
1966_518_Saudi_Arabia,Saudi Arabia,Nike,2.905,2.3905,0.368
1946_519_Qatar,Qatar,Nike,2.793,1.8384,0.542
1946_520_Senegal,Senegal,Pepsi,2.768,2.5422,0.192
1974_521_Qatar,Qatar,Nike,2.425,1.7999,0.471
1958_522_Qatar,Qatar,Nike,2.716,2.382,0.527
1982_523_Ghana,Ghana,Visa,2.232,1.7462,0.318
2014_524_Saudi_Arabia,Saudi Arabia,Nike,2.503,2.3736,0.317
1986_525_Germany,Germany,Pepsi,2.184,1.9492,0.283
2002_526_Spain,Spain,Pepsi,2.798,1.8293,0.082
1974_527_Qatar,Qatar,Nike,2.191,1.7603,0.425
1934_528_Argentina,Argentina,Nike,2.802,2.51,0.299
1958_529_Croatia,Croatia,Qatar Airways,2.459,2.4164,0.283
1986_530_Qatar,Qatar,Nike,2.846,2.0424,0.553
1962_531_France,France,Emirates,2.658,1.7862,0.134
1958_532_Australia,Australia,Nike,2.4,2.5113,0.519
1954_533_Croatia,Croatia,Qatar Airways,2.592,2.4633,0.298
1954_534_Uruguay,Uruguay,Pepsi,2.657,2.2798,0.391
1934_535_South_Korea,South Korea,Nike,2.334,2.2472,0.094
2010_536_Argentina,Argentina,Nike,2.958,2.5633,0.315
1998_537_Italy,Italy,Qatar Airways,3.226,2.0801,0.313
1962_538_Mexico,Mexico,Emirates,3.201,2.7136,0.777
1954_539_England,England,Emirates,2.984,2.8109,0.135
1934_540_Croatia,Croatia,Qatar Airways,2.547,2.0886,0.293
1986_541_Spain,Spain,Pepsi,2.749,1.6269,0.08
1994_542_Senegal,Senegal,Pepsi,2.567,2.1373,0.178
2022_543_Canada,Canada,Pepsi,2.163,2.4007,0.449
1974_544_Netherlands,Netherlands,Puma,2.916,1.8686,0.289
1998_545_Morocco,Morocco,Emirates,2.877,2.3292,0.333
1970_546_Brazil,Brazil,Nike,2.828,2.3022,0.108
1982_547_Netherlands,Netherlands,Puma,2.465,1.7344,0.244
1934_548_Argentina,Argentina,Nike,2.067,2.2782,0.22
2018_549_Senegal,Senegal,Pepsi,2.601,2.6539,0.18
1942_550_England,England,Emirates,2.677,2.4086,0.121
1998_551_Nigeria,Nigeria,Visa,2.625,2.2021,0.235
1934_552_Qatar,Qatar,Nike,2.644,2.3758,0.513
2002_553_Portugal,Portugal,Coca-Cola,2.924,2.4689,0.253
1946_554_Argentina,Argentina,Nike,2.765,1.9546,0.295
1998_555_Saudi_Arabia,Saudi Arabia,Nike,2.22,2.0293,0.281
1954_556_USA,USA,Samsung,2.036,1.856,0.303
2006_557_Portugal,Portugal,Coca-Cola,2.486,1.896,0.215
1974_558_Senegal,Senegal,Pepsi,2.428,2.1633,0.168
1970_559_Germany,Germany,Pepsi,2.601,2.4234,0.337
1986_560_Croatia,Croatia,Qatar Airways,2.532,2.012,0.291
2014_561_Qatar,Qatar,Nike,2.215,1.8854,0.43
2014_562_South_Korea,South Korea,Nike,2.581,1.724,0.103
1962_563_Qatar,Qatar,Nike,2.279,1.8479,0.443
1986_564_Belgium,Belgium,Mastercard,2.737,2.013,0.481
