text_id,source,domain,narrative_topic,sentiment_score,text_svd_01,text_svd_02,text_svd_03,text_svd_04,text_svd_05,text_svd_06,text_svd_07,text_svd_08,text_svd_09,text_svd_10,text_svd_11,text_svd_12,text_svd_13,text_svd_14,text_svd_15,text_svd_16,text_svd_17,text_svd_18,text_svd_19,text_svd_20,text_svd_21,text_svd_22,text_svd_23,text_svd_24,text_x,text_y
2467,real_text_window,wikipedia.org,windowed_real_text,0.1,0.833355,0.125443,0.467845,0.58829,0.310954,0.542328,0.471751,0.466212,0.419751,0.470227,0.549192,0.600659,0.527712,0.394164,0.54451,0.440843,0.518535,0.399889,0.450126,0.471974,0.535643,0.660013,0.683327,0.254105,0.833355,0.125443
2468,real_text_window,wikipedia.org,windowed_real_text,0.175,0.711761,0.096166,0.562716,0.749765,0.346233,0.53464,0.545671,0.40009,0.42861,0.436494,0.4901,0.505222,0.575235,0.51864,0.563385,0.448542,0.412684,0.495122,0.442172,0.402154,0.54876,0.527688,0.615884,0.315683,0.711761,0.096166
2469,real_text_window,wikipedia.org,windowed_real_text,0.095,0.779942,0.38381,0.603887,0.603394,0.288152,0.621844,0.332867,0.492474,0.477374,0.593954,0.578313,0.632157,0.511653,0.383602,0.561187,0.496331,0.453504,0.462902,0.40817,0.459544,0.546068,0.649498,0.747207,0.344805,0.779942,0.38381
2470,real_text_window,wikipedia.org,windowed_real_text,0.101,0.846548,0.086667,0.32045,0.605035,0.320369,0.525611,0.517654,0.393372,0.395616,0.516806,0.469366,0.519431,0.56192,0.487761,0.534798,0.51438,0.472631,0.427543,0.46901,0.516952,0.493379,0.706434,0.56937,0.372333,0.846548,0.086667
2471,real_text_window,wikipedia.org,windowed_real_text,0.181,0.530872,0.671053,0.580411,0.66526,0.261793,0.641509,0.270962,0.456718,0.324013,0.454908,0.514057,0.555104,0.583406,0.595176,0.587036,0.554149,0.41568,0.433461,0.46269,0.434405,0.474884,0.814419,0.560978,0.409399,0.530872,0.671053
2472,real_text_window,wikipedia.org,windowed_real_text,0.107,0.680048,0.832516,0.577542,0.749813,0.240885,0.40587,0.627561,0.406249,0.343924,0.398541,0.583688,0.556528,0.628604,0.573181,0.522783,0.366579,0.550993,0.499316,0.423148,0.541177,0.611703,0.609793,0.570499,0.370876,0.680048,0.832516
2473,real_text_window,wikipedia.org,windowed_real_text,0.422,0.597199,0.689346,0.451346,0.720811,0.229775,0.618795,0.3698,0.288297,0.376164,0.4877,0.524928,0.637763,0.521796,0.569221,0.572274,0.11293,0.436806,0.527554,0.309628,0.411039,0.412546,0.615819,0.485249,0.182333,0.597199,0.689346
2474,real_text_window,wikipedia.org,windowed_real_text,0.364,0.465779,0.707013,0.532203,0.720883,0.216698,0.44335,0.465075,0.336947,0.518604,0.555475,0.614283,0.60395,0.653095,0.493903,0.678716,0.260702,0.507213,0.527385,0.315186,0.297254,0.500834,0.641299,0.665517,0.305452,0.465779,0.707013
2475,real_text_window,wikipedia.org,windowed_real_text,0.216,0.57725,0.751584,0.426448,0.700963,0.257934,0.486141,0.529007,0.22524,0.363961,0.348139,0.582946,0.617581,0.709127,0.452872,0.495162,0.446979,0.545992,0.447259,0.39551,0.459573,0.573885,0.67004,0.685038,0.333479,0.57725,0.751584
2476,real_text_window,wikipedia.org,windowed_real_text,0.124,0.580901,0.870898,0.732139,0.792693,0.251598,0.358224,0.787235,0.271422,0.50181,0.156676,0.652667,0.548763,0.57843,0.32786,0.590027,0.415948,0.496988,0.466595,0.429941,0.440572,0.52038,0.470127,0.565809,0.402757,0.580901,0.870898
2477,real_text_window,wikipedia.org,windowed_real_text,0.12,0.112422,0.501217,0.783415,0.6958,0.334613,0.660872,0.320318,0.260934,0.717359,0.373949,0.626005,0.714674,0.554368,0.149076,0.4559,0.796882,0.339544,0.471771,0.571977,0.657827,0.317379,0.357453,0.6941,0.435036,0.112422,0.501217
2478,real_text_window,wikipedia.org,windowed_real_text,0.107,0.613935,0.68862,0.647132,0.800842,0.327253,0.770212,0.304032,0.534693,0.41585,0.574205,0.477335,0.499528,0.537596,0.512052,0.516509,0.681412,0.40466,0.286873,0.660607,0.499909,0.410984,0.633993,0.474865,0.483784,0.613935,0.68862
2479,real_text_window,wikipedia.org,windowed_real_text,0.105,0.599639,0.711913,0.712689,0.746064,0.289771,0.79095,0.383137,0.408309,0.407653,0.407085,0.511614,0.555996,0.559235,0.47004,0.62563,0.512765,0.453215,0.332419,0.520548,0.356831,0.459672,0.544903,0.629517,0.397772,0.599639,0.711913
2480,real_text_window,wikipedia.org,windowed_real_text,0.0,0.593485,0.53694,0.646702,0.83096,0.373269,0.867332,0.420611,0.500021,0.574773,0.45054,0.393434,0.510789,0.464952,0.273365,0.515401,0.145476,0.275121,0.524119,0.459966,0.399133,0.471107,0.513325,0.898293,0.636137,0.593485,0.53694
2481,real_text_window,wikipedia.org,windowed_real_text,0.107,0.716361,0.556065,0.657681,0.802419,0.256706,0.911523,0.330842,0.478997,0.657131,0.453105,0.53327,0.414252,0.413426,0.299655,0.559505,0.097413,0.366689,0.47052,0.43421,0.358166,0.49527,0.514114,0.82375,0.520909,0.716361,0.556065
2482,real_text_window,wikipedia.org,windowed_real_text,0.0,0.694096,0.592462,0.663272,0.80342,0.376205,0.910719,0.378959,0.567935,0.656707,0.494828,0.416269,0.441677,0.515143,0.333987,0.603383,0.303899,0.394782,0.493569,0.409945,0.388864,0.475573,0.522331,0.720736,0.511078,0.694096,0.592462
2483,real_text_window,wikipedia.org,windowed_real_text,0.181,0.544371,0.667239,0.689741,0.827391,0.239558,0.919322,0.367638,0.496128,0.706229,0.431254,0.470144,0.374219,0.520958,0.343141,0.452468,0.326703,0.457224,0.427528,0.471736,0.33373,0.420116,0.506103,0.634986,0.462964,0.544371,0.667239
2484,real_text_window,wikipedia.org,windowed_real_text,0.106,0.65994,0.561056,0.680643,0.829815,0.277614,0.816381,0.308327,0.539865,0.441525,0.634596,0.44434,0.548217,0.491812,0.371827,0.571278,0.386518,0.508906,0.387576,0.358762,0.339333,0.466031,0.367824,0.674568,0.530644,0.65994,0.561056
2485,real_text_window,wikipedia.org,windowed_real_text,0.105,0.678049,0.676995,0.639856,0.801963,0.281928,0.891347,0.245986,0.527138,0.559815,0.618702,0.519501,0.525545,0.508048,0.301169,0.577861,0.224701,0.471056,0.446457,0.372632,0.31418,0.440242,0.573886,0.810395,0.476075,0.678049,0.676995
2486,real_text_window,wikipedia.org,windowed_real_text,0.087,0.606249,0.66668,0.646241,0.795793,0.274534,0.836777,0.339949,0.534921,0.500461,0.6384,0.480961,0.489871,0.530022,0.36177,0.586478,0.239014,0.416749,0.395249,0.419197,0.39606,0.430197,0.54066,0.811232,0.424686,0.606249,0.66668
2487,real_text_window,wikipedia.org,windowed_real_text,0.106,0.625076,0.643332,0.685854,0.794564,0.261264,0.872544,0.437159,0.545527,0.678203,0.544897,0.492709,0.364378,0.468434,0.388673,0.566434,0.527227,0.552708,0.334643,0.440046,0.36396,0.488806,0.542798,0.47431,0.478332,0.625076,0.643332
2488,real_text_window,wikipedia.org,windowed_real_text,0.105,0.682598,0.688526,0.637764,0.796119,0.261622,0.906526,0.270834,0.526678,0.610064,0.612098,0.432846,0.456746,0.449433,0.362255,0.644608,0.245949,0.421703,0.534647,0.331187,0.377153,0.466678,0.579826,0.815837,0.469158,0.682598,0.688526
2489,real_text_window,wikipedia.org,windowed_real_text,0.0,0.565843,0.618718,0.521295,0.734441,0.331908,0.829235,0.383661,0.593076,0.581705,0.606958,0.388671,0.520069,0.555971,0.372153,0.547948,0.401852,0.344366,0.487152,0.462082,0.488118,0.521064,0.340801,0.639397,0.557981,0.565843,0.618718
2490,real_text_window,wikipedia.org,windowed_real_text,0.106,0.675671,0.691941,0.657476,0.801824,0.288446,0.67725,0.394332,0.435905,0.362432,0.56701,0.479729,0.577279,0.556635,0.523093,0.64077,0.580892,0.498108,0.373495,0.435249,0.470493,0.521972,0.644427,0.541199,0.454582,0.675671,0.691941
2491,real_text_window,wikipedia.org,windowed_real_text,0.106,0.640527,0.639625,0.634419,0.807349,0.303887,0.847179,0.266396,0.452426,0.534216,0.711628,0.472536,0.474938,0.526439,0.525377,0.643704,0.482763,0.462933,0.428574,0.480014,0.392652,0.430811,0.541674,0.69026,0.491054,0.640527,0.639625
2492,real_text_window,wikipedia.org,windowed_real_text,0.089,0.531573,0.659319,0.683816,0.831534,0.219214,0.883354,0.354611,0.57892,0.711121,0.541529,0.382456,0.361218,0.504697,0.231004,0.579349,0.460634,0.527234,0.520957,0.466385,0.384391,0.464819,0.542107,0.605908,0.471428,0.531573,0.659319
2493,real_text_window,wikipedia.org,windowed_real_text,0.213,0.631445,0.684316,0.668023,0.816468,0.25535,0.871163,0.313189,0.548499,0.54991,0.607772,0.468131,0.532272,0.480649,0.471024,0.589099,0.533373,0.560366,0.319395,0.515773,0.423089,0.465026,0.593174,0.487239,0.461719,0.631445,0.684316
2494,real_text_window,wikipedia.org,windowed_real_text,0.0,0.652636,0.641323,0.663091,0.815504,0.243556,0.833013,0.424656,0.687947,0.451072,0.578124,0.540378,0.484394,0.535101,0.455328,0.467247,0.598215,0.490252,0.360366,0.493769,0.448116,0.458499,0.620681,0.503114,0.477509,0.652636,0.641323
2495,real_text_window,wikipedia.org,windowed_real_text,0.181,0.556439,0.584957,0.662702,0.869397,0.261622,0.776842,0.249322,0.60723,0.390778,0.514433,0.586909,0.557167,0.521617,0.349047,0.513413,0.370171,0.416226,0.578807,0.380428,0.391336,0.440817,0.526412,0.801262,0.675802,0.556439,0.584957
2496,real_text_window,wikipedia.org,windowed_real_text,0.108,0.647423,0.638052,0.682572,0.864387,0.252723,0.938284,0.348392,0.615335,0.470519,0.606987,0.601339,0.512493,0.488587,0.389697,0.492095,0.21465,0.420358,0.698153,0.322874,0.439959,0.495625,0.440807,0.924223,0.709422,0.647423,0.638052
2497,real_text_window,wikipedia.org,windowed_real_text,0.108,0.652863,0.664458,0.661777,0.851318,0.251758,0.796454,0.459321,0.642299,0.323552,0.615782,0.647508,0.573031,0.448879,0.368934,0.499659,0.268666,0.38062,0.804867,0.308365,0.497108,0.57418,0.45792,0.944041,0.799235,0.652863,0.664458
2498,real_text_window,wikipedia.org,windowed_real_text,0.184,0.560207,0.605401,0.621988,0.762581,0.238617,0.870544,0.46193,0.494124,0.51277,0.557606,0.568893,0.499023,0.362566,0.281934,0.457805,0.133383,0.329834,0.712992,0.337192,0.45333,0.523139,0.553994,0.994952,0.78652,0.560207,0.605401
2499,real_text_window,wikipedia.org,windowed_real_text,0.111,0.638258,0.626541,0.656946,0.881744,0.233236,0.879452,0.297383,0.667086,0.410828,0.594113,0.544877,0.525657,0.441008,0.276532,0.525745,0.324115,0.472303,0.654395,0.314177,0.406683,0.438386,0.508163,0.86294,0.776338,0.638258,0.626541
2500,real_text_window,wikipedia.org,windowed_real_text,0.113,0.640924,0.631579,0.653084,0.843804,0.367068,0.793379,0.318818,0.649606,0.383094,0.622774,0.60273,0.592172,0.429351,0.424244,0.423996,0.252148,0.45145,0.588786,0.421799,0.621753,0.659635,0.582083,0.852459,0.728532,0.640924,0.631579
2501,real_text_window,wikipedia.org,windowed_real_text,0.12,0.236616,0.440434,0.386515,0.76454,0.262851,0.699925,0.498581,0.566402,0.321603,0.624077,0.609572,0.461755,0.514941,0.421458,0.462717,0.510305,0.263267,0.695688,0.738122,0.383029,0.583297,0.54147,0.87744,0.35284,0.236616,0.440434
2502,real_text_window,wikipedia.org,windowed_real_text,0.162,0.285165,0.556212,0.663021,0.898366,0.253494,0.90034,0.69668,0.791395,0.443921,0.603182,0.841318,0.482664,0.417336,0.589313,0.445556,0.756672,0.433632,0.508424,0.344358,0.51872,0.481424,0.685099,0.524547,0.546205,0.285165,0.556212
2503,real_text_window,wikipedia.org,windowed_real_text,0.0,0.738982,0.636959,0.657956,0.79111,0.233305,0.753813,0.310137,0.616854,0.440822,0.57917,0.492186,0.510809,0.605838,0.507157,0.554678,0.562874,0.384812,0.364956,0.651108,0.524499,0.546921,0.520845,0.425717,0.539471,0.738982,0.636959
2504,real_text_window,wikipedia.org,windowed_real_text,0.084,0.700161,0.690117,0.688325,0.737829,0.228599,0.848931,0.321492,0.48702,0.530298,0.541743,0.489165,0.467321,0.555051,0.368836,0.50557,0.25188,0.419365,0.554033,0.404956,0.373954,0.51147,0.562923,0.773924,0.613932,0.700161,0.690117
2505,real_text_window,wikipedia.org,windowed_real_text,0.0,0.903781,0.537766,0.72988,0.76503,0.228761,0.513219,0.740987,0.479742,0.502563,0.545387,0.446383,0.433351,0.393678,0.297879,0.431285,0.404194,0.330354,0.482028,0.525757,0.337152,0.466426,0.538852,0.687435,0.723814,0.903781,0.537766
2506,real_text_window,wikipedia.org,windowed_real_text,0.102,0.810125,0.710608,0.641538,0.824674,0.251638,0.779141,0.266925,0.648858,0.332245,0.538967,0.517156,0.536828,0.596884,0.535039,0.470661,0.751827,0.473202,0.31874,0.751001,0.496585,0.49083,0.733016,0.455195,0.51527,0.810125,0.710608
2507,real_text_window,wikipedia.org,windowed_real_text,0.08,0.797681,0.263991,0.690447,0.790378,0.303865,0.740388,0.412757,0.546784,0.560217,0.559673,0.457416,0.434137,0.566684,0.370253,0.519705,0.60202,0.528773,0.377038,0.387737,0.449478,0.524856,0.56942,0.580443,0.49375,0.797681,0.263991
2508,real_text_window,wikipedia.org,windowed_real_text,0.0,0.870817,0.350197,0.700093,0.793912,0.265189,0.769925,0.410038,0.60572,0.548965,0.453632,0.551567,0.429509,0.579568,0.413977,0.604432,0.465542,0.39463,0.265048,0.562914,0.497097,0.499034,0.580608,0.440679,0.413981,0.870817,0.350197
2509,real_text_window,wikipedia.org,windowed_real_text,0.0,0.917895,0.298359,0.694502,0.791887,0.282569,0.807325,0.438585,0.620285,0.489756,0.564433,0.572686,0.506112,0.499945,0.389017,0.491199,0.318521,0.393075,0.557093,0.421673,0.45398,0.536243,0.497543,0.765841,0.663115,0.917895,0.298359
2510,real_text_window,wikipedia.org,windowed_real_text,0.082,0.789547,0.417427,0.678626,0.781814,0.334935,0.698689,0.470446,0.578635,0.409634,0.58965,0.506193,0.511711,0.548701,0.472946,0.545343,0.316773,0.477536,0.450987,0.414051,0.331475,0.541867,0.506904,0.699359,0.563979,0.789547,0.417427
2511,real_text_window,wikipedia.org,windowed_real_text,0.0,0.888375,0.268794,0.667811,0.760011,0.289573,0.659028,0.364115,0.521993,0.472716,0.578718,0.447426,0.52712,0.610639,0.526136,0.523476,0.434854,0.460674,0.566224,0.486129,0.400152,0.457393,0.597342,0.64009,0.596702,0.888375,0.268794
2512,real_text_window,wikipedia.org,windowed_real_text,0.0,0.909064,0.198393,0.672548,0.772514,0.316435,0.699344,0.406633,0.568193,0.510436,0.535398,0.486866,0.504262,0.566797,0.464774,0.511512,0.575702,0.444999,0.391032,0.616951,0.423368,0.489433,0.609768,0.520612,0.557207,0.909064,0.198393
2513,real_text_window,wikipedia.org,windowed_real_text,0.168,0.673782,0.739988,0.667451,0.730146,0.260837,0.632563,0.387577,0.563317,0.265397,0.582833,0.582709,0.581701,0.652035,0.467498,0.598062,0.571889,0.497122,0.383895,0.478792,0.459839,0.557169,0.567301,0.357821,0.516682,0.673782,0.739988
2514,real_text_window,wikipedia.org,windowed_real_text,0.097,0.787523,0.814242,0.648814,0.772682,0.268748,0.545859,0.426489,0.531422,0.520788,0.533534,0.474771,0.529447,0.599539,0.536186,0.53799,0.434274,0.498769,0.592871,0.408754,0.427244,0.447216,0.484325,0.577897,0.70407,0.787523,0.814242
2515,real_text_window,wikipedia.org,windowed_real_text,0.0,0.91199,0.347245,0.722642,0.716865,0.323806,0.602117,0.448027,0.494438,0.366037,0.46452,0.442454,0.511771,0.57542,0.509437,0.542243,0.583683,0.46344,0.466121,0.564461,0.46337,0.479001,0.580124,0.532976,0.610428,0.91199,0.347245
2516,real_text_window,wikipedia.org,windowed_real_text,0.17,0.646287,0.702273,0.62542,0.844068,0.290556,0.743726,0.269975,0.512966,0.260723,0.398107,0.522071,0.68455,0.708522,0.540387,0.565299,0.6826,0.294191,0.250929,0.678913,0.574841,0.452148,0.688237,0.549295,0.521968,0.646287,0.702273
2517,real_text_window,wikipedia.org,windowed_real_text,0.184,0.910902,0.529416,0.703508,0.768124,0.279706,0.559309,0.529922,0.551144,0.450587,0.475423,0.479819,0.479402,0.568997,0.472236,0.517621,0.753962,0.524219,0.395575,0.668191,0.422967,0.501134,0.660451,0.402289,0.57287,0.910902,0.529416
2518,real_text_window,wikipedia.org,windowed_real_text,0.0,0.899907,0.233389,0.702827,0.796277,0.313199,0.651665,0.448148,0.564708,0.482013,0.439078,0.537139,0.476378,0.563187,0.479958,0.532437,0.515846,0.409199,0.401642,0.510439,0.517823,0.502457,0.512874,0.47728,0.478667,0.899907,0.233389
2519,real_text_window,wikipedia.org,windowed_real_text,0.0,0.84291,0.603949,0.689555,0.798465,0.266114,0.661656,0.534237,0.534227,0.470521,0.430779,0.568246,0.464821,0.525492,0.402841,0.550771,0.515948,0.405809,0.511488,0.444953,0.489285,0.514338,0.556643,0.536909,0.39938,0.84291,0.603949
2520,real_text_window,wikipedia.org,windowed_real_text,0.0,0.973628,0.075072,0.677168,0.757379,0.346397,0.578918,0.445895,0.537962,0.401896,0.552315,0.486801,0.540017,0.591182,0.54964,0.519868,0.561865,0.480938,0.394173,0.538816,0.476007,0.466512,0.579664,0.434914,0.473137,0.973628,0.075072
2521,real_text_window,wikipedia.org,windowed_real_text,0.0,0.914777,0.291399,0.666197,0.773616,0.335328,0.636017,0.391826,0.520122,0.419638,0.548989,0.496089,0.485319,0.540762,0.438341,0.572501,0.492052,0.476541,0.417818,0.515869,0.5181,0.466532,0.545984,0.606404,0.450719,0.914777,0.291399
2522,real_text_window,wikipedia.org,windowed_real_text,0.08,0.801951,0.704244,0.561337,0.741151,0.238045,0.653593,0.375721,0.439929,0.423323,0.487475,0.464595,0.589553,0.701146,0.496819,0.57954,0.532803,0.473322,0.379686,0.531268,0.484236,0.42778,0.738564,0.376657,0.406836,0.801951,0.704244
2523,real_text_window,wikipedia.org,windowed_real_text,0.0,0.887181,0.405795,0.675353,0.776762,0.353429,0.850748,0.376257,0.592075,0.638517,0.554051,0.415709,0.439572,0.526959,0.398023,0.590841,0.375438,0.455008,0.442283,0.498579,0.409173,0.458025,0.577328,0.597273,0.504032,0.887181,0.405795
2524,real_text_window,wikipedia.org,windowed_real_text,0.0,0.761853,0.697497,0.670233,0.795549,0.241947,0.915765,0.31992,0.554023,0.615497,0.578635,0.434718,0.46147,0.577387,0.469473,0.556825,0.43714,0.392766,0.487311,0.51658,0.436376,0.431569,0.569915,0.60718,0.52024,0.761853,0.697497
2525,real_text_window,wikipedia.org,windowed_real_text,0.0,0.929168,0.286597,0.678938,0.795102,0.315368,0.754596,0.373931,0.523441,0.452747,0.549247,0.486562,0.522723,0.500552,0.378623,0.507127,0.340143,0.409063,0.530177,0.444306,0.450087,0.508033,0.478596,0.787297,0.691935,0.929168,0.286597
2526,real_text_window,wikipedia.org,windowed_real_text,0.0,0.740792,0.64224,0.65825,0.791578,0.232895,0.752766,0.310913,0.613793,0.442255,0.58046,0.491167,0.512647,0.606856,0.504776,0.555349,0.553902,0.385569,0.369513,0.644458,0.519961,0.544108,0.518173,0.431443,0.543575,0.740792,0.64224
2527,real_text_window,wikipedia.org,windowed_real_text,0.0,0.925169,0.359142,0.698075,0.771894,0.272664,0.600938,0.556449,0.5245,0.47308,0.519125,0.535218,0.45347,0.561375,0.439005,0.543258,0.274976,0.453218,0.505349,0.428346,0.398338,0.534247,0.468112,0.732286,0.691113,0.925169,0.359142
2528,real_text_window,wikipedia.org,windowed_real_text,0.187,0.801992,0.739457,0.699862,0.808873,0.241302,0.855855,0.364833,0.529788,0.597414,0.495665,0.470194,0.431981,0.559343,0.388848,0.542152,0.497257,0.412658,0.493028,0.568974,0.386986,0.457184,0.574501,0.57518,0.569213,0.801992,0.739457
2529,real_text_window,wikipedia.org,windowed_real_text,0.0,0.723919,0.771406,0.674612,0.755713,0.240129,0.701224,0.526249,0.533231,0.558361,0.485257,0.445612,0.463991,0.591776,0.521516,0.559258,0.663377,0.451136,0.401171,0.543859,0.465994,0.449644,0.581452,0.554056,0.566626,0.723919,0.771406
2530,real_text_window,wikipedia.org,windowed_real_text,0.0,0.797324,0.977954,0.745792,0.749662,0.180486,0.022746,0.868396,0.442387,0.303121,0.451093,0.437425,0.471697,0.390415,0.399591,0.470836,0.597813,0.45268,0.535553,0.423055,0.406937,0.436341,0.547501,0.726415,0.711364,0.797324,0.977954
2531,real_text_window,wikipedia.org,windowed_real_text,0.0,0.770673,0.913683,0.735688,0.784353,0.26728,0.245705,0.898795,0.42879,0.170365,0.408409,0.631602,0.556929,0.426551,0.349879,0.443511,0.647134,0.34123,0.56474,0.434773,0.457588,0.476517,0.550941,0.698611,0.668627,0.770673,0.913683
2532,real_text_window,wikipedia.org,windowed_real_text,0.162,0.345816,0.74776,0.739333,0.782142,0.266862,0.321502,0.813664,0.291465,0.468007,0.548066,0.741315,0.162316,0.67535,0.506519,0.684134,0.374737,0.614236,0.708883,0.777221,0.620473,0.384111,0.234155,0.60548,0.422003,0.345816,0.74776
2533,real_text_window,wikipedia.org,windowed_real_text,0.156,0.390198,0.72914,0.671003,0.656218,0.656967,0.36733,0.588527,0.453138,0.478591,0.737899,0.639696,0.341786,0.539502,0.471419,0.646471,0.712106,0.589318,0.651674,0.591117,0.618507,0.301559,0.446347,0.744646,0.51301,0.390198,0.72914
2534,real_text_window,wikipedia.org,windowed_real_text,0.241,0.148432,0.491997,0.712514,0.885613,0.332309,0.533256,0.343466,0.302278,0.597815,0.725564,0.682038,0.557984,0.541423,0.284428,0.77838,0.486274,0.528494,0.641946,0.685699,0.634229,0.562713,0.731015,0.505245,0.45736,0.148432,0.491997
2535,real_text_window,wikipedia.org,windowed_real_text,0.167,0.313725,0.547568,0.639221,0.857666,0.277933,0.552255,0.259481,0.508694,0.466496,0.591438,0.604287,0.60084,0.646246,0.428527,0.518991,0.683063,0.431096,0.435506,0.656633,0.173683,0.662439,0.7015,0.51119,0.4356,0.313725,0.547568
2536,real_text_window,wikipedia.org,windowed_real_text,0.167,0.346615,0.553926,0.69898,0.84233,0.304408,0.559917,0.221892,0.303875,0.774652,0.675999,0.68857,0.81327,0.617002,0.3239,0.591997,0.790174,0.376404,0.397082,0.420532,0.450397,0.476095,0.666758,0.497378,0.463326,0.346615,0.553926
2537,real_text_window,wikipedia.org,windowed_real_text,0.236,0.225227,0.576397,0.67174,0.790771,0.537211,0.715077,0.469128,0.401029,0.64695,0.460546,0.567893,0.418745,0.42869,0.51846,0.49222,0.732086,0.409974,0.215932,0.32485,0.54338,0.487233,0.540969,0.572693,0.406491,0.225227,0.576397
2538,real_text_window,wikipedia.org,windowed_real_text,0.167,0.347817,0.580163,0.705396,0.841397,0.242047,0.74281,0.494437,0.540294,0.766012,0.452965,0.753732,0.677054,0.316759,0.258756,0.362724,0.666253,0.515893,0.505688,0.522151,0.597787,0.519749,0.496533,0.31691,0.365093,0.347817,0.580163
2539,real_text_window,wikipedia.org,windowed_real_text,0.164,0.274581,0.569192,0.800064,0.687476,0.373671,0.70879,0.221885,0.196519,0.091717,0.067767,0.56157,0.631318,0.581604,0.347289,0.457962,0.607483,0.244709,0.334113,0.333283,0.526228,0.273385,0.383975,0.440458,0.325848,0.274581,0.569192
2540,real_text_window,wikipedia.org,windowed_real_text,0.12,0.148427,0.528671,0.708657,0.950485,0.350395,0.674499,0.563398,0.232603,0.183607,0.522372,0.272085,0.596121,0.621445,0.478593,0.534137,0.447225,0.36815,0.371659,0.279382,0.588185,0.486446,0.598018,0.546842,0.413537,0.148427,0.528671
2541,real_text_window,github.com,windowed_real_text,0.241,0.066286,0.521878,0.667499,0.757576,0.641421,0.56502,0.339465,0.46388,0.341738,0.58045,0.62847,0.393323,0.740096,0.289075,0.564225,0.576676,0.602138,0.548261,0.673931,0.450715,0.251787,0.49917,0.544648,0.517681,0.066286,0.521878
2542,real_text_window,github.com,windowed_real_text,0.243,0.023433,0.482656,0.764529,0.722123,0.347821,0.686138,0.457773,0.323821,0.219581,0.430744,0.500283,0.270267,0.671885,0.345116,0.631751,0.539726,0.580314,0.768515,0.615221,0.5423,0.311392,0.531508,0.360539,0.440725,0.023433,0.482656
2543,real_text_window,github.com,windowed_real_text,0.297,0.089878,0.422942,0.51878,0.842894,0.384442,0.608384,0.387587,0.200657,0.190536,0.653365,0.521412,0.337698,0.559421,0.456491,0.524695,0.625332,0.610083,0.562898,0.623495,0.42305,0.683319,0.359107,0.690626,0.489464,0.089878,0.422942
2544,real_text_window,github.com,windowed_real_text,0.246,0.116783,0.51328,0.643415,0.864329,0.323695,0.556954,0.312223,0.369757,0.351034,0.67502,0.579432,0.373515,0.443309,0.615811,0.556629,0.449672,0.584218,0.730056,0.910348,0.353517,0.583199,0.404661,0.652708,0.368648,0.116783,0.51328
2545,real_text_window,github.com,windowed_real_text,0.246,0.08609,0.500124,0.670521,0.883803,0.352734,0.653812,0.425215,0.263168,0.397096,0.600494,0.689353,0.222784,0.510534,0.551999,0.692033,0.574746,0.339284,0.548713,0.833687,0.369552,0.568194,0.378202,0.658995,0.350101,0.08609,0.500124
2546,real_text_window,github.com,windowed_real_text,0.3,0.028947,0.474093,0.797168,0.660622,0.307212,0.579773,0.37898,0.248144,0.132057,0.695738,0.430592,0.385912,0.461355,0.222547,0.358974,0.481326,0.390139,0.510038,0.515736,0.534533,0.360824,0.66899,0.46455,0.44423,0.028947,0.474093
2547,real_text_window,github.com,windowed_real_text,0.244,0.14228,0.489607,0.673416,0.844471,0.367274,0.618236,0.397299,0.421529,0.329338,0.73274,0.523167,0.289873,0.651026,0.453337,0.812442,0.515897,0.496752,0.735208,0.601461,0.744105,0.38595,0.711591,0.405837,0.454545,0.14228,0.489607
2548,real_text_window,github.com,windowed_real_text,0.244,0.117617,0.524041,0.6763,0.826272,0.597803,0.601554,0.329655,0.476161,0.346343,0.645087,0.361752,0.409697,0.36451,0.180902,0.670075,0.47111,0.540378,0.958253,0.567372,0.809494,0.450011,0.61156,0.451002,0.342305,0.117617,0.524041
2549,real_text_window,github.com,windowed_real_text,0.201,0.062448,0.452656,0.72986,0.685313,0.320083,0.616971,0.440533,0.353342,0.275656,0.758356,0.424209,0.332701,0.599615,0.372927,0.54798,0.654633,0.443329,0.721839,0.6486,0.667371,0.308965,0.598933,0.560868,0.48448,0.062448,0.452656
2550,real_text_window,github.com,windowed_real_text,0.246,0.052777,0.443383,0.737944,0.731364,0.272418,0.532974,0.303667,0.457916,0.28084,0.670621,0.52232,0.234472,0.530793,0.479435,0.787139,0.571597,0.511395,0.716599,0.560372,0.723436,0.37143,0.661124,0.588144,0.451651,0.052777,0.443383
2551,real_text_window,github.com,windowed_real_text,0.241,0.09858,0.507393,0.758646,0.753476,0.361938,0.721877,0.394667,0.053171,0.288764,0.613673,0.639706,0.146317,0.626361,0.506106,0.345263,0.619196,0.633147,0.340975,0.488147,0.778984,0.621915,0.676817,0.699467,0.640604,0.09858,0.507393
2552,real_text_window,github.com,windowed_real_text,0.3,0.026099,0.471928,0.687797,0.853568,0.284376,0.515944,0.38193,0.368801,0.256049,0.667093,0.6094,0.236604,0.588745,0.448207,0.561179,0.403153,0.46245,0.32209,0.544255,0.587171,0.398105,0.572982,0.631002,0.537558,0.026099,0.471928
2553,real_text_window,github.com,windowed_real_text,0.241,0.090395,0.507018,0.74583,0.729103,0.385765,0.653191,0.355217,0.165248,0.15736,0.602014,0.615191,0.238922,0.784136,0.517385,0.38153,0.418371,0.659534,0.524794,0.543146,0.662912,0.496614,0.589767,0.494431,0.621037,0.090395,0.507018
