source,target,edge_type,weight
team:Uruguay,match_78,team_match,0.511
sponsor:Vivo,team:Uruguay,sponsor_team_panel,0.443
sponsor:Vivo,match_78,sponsor_match_exposure,3.251
team:Yugoslavia,match_79,team_match,0.252
sponsor:Qatar Airways,team:Yugoslavia,sponsor_team_panel,0.379
sponsor:Qatar Airways,match_79,sponsor_match_exposure,3.381
team:England,match_80,team_match,0.566
sponsor:McDonald's,team:England,sponsor_team_panel,0.432
sponsor:McDonald's,match_80,sponsor_match_exposure,3.69
team:Turkey,match_81,team_match,0.477
sponsor:Mengniu,team:Turkey,sponsor_team_panel,0.356
sponsor:Mengniu,match_81,sponsor_match_exposure,4.007
team:South Korea,match_82,team_match,0.497
sponsor:McDonald's,team:South Korea,sponsor_team_panel,0.51
sponsor:McDonald's,match_82,sponsor_match_exposure,3.988
team:Italy,match_83,team_match,0.281
sponsor:Visa,team:Italy,sponsor_team_panel,0.799
sponsor:Visa,match_83,sponsor_match_exposure,3.657
team:Czechoslovakia,match_84,team_match,0.382
sponsor:Visa,team:Czechoslovakia,sponsor_team_panel,0.763
sponsor:Visa,match_84,sponsor_match_exposure,3.245
team:Yugoslavia,match_85,team_match,0.257
sponsor:Qatar Airways,team:Yugoslavia,sponsor_team_panel,0.379
sponsor:Qatar Airways,match_85,sponsor_match_exposure,3.827
team:Mexico,match_86,team_match,0.523
sponsor:Hyundai,team:Mexico,sponsor_team_panel,0.853
sponsor:Hyundai,match_86,sponsor_match_exposure,3.476
team:Uruguay,match_87,team_match,0.599
sponsor:Vivo,team:Uruguay,sponsor_team_panel,0.443
sponsor:Vivo,match_87,sponsor_match_exposure,3.46
team:Italy,match_88,team_match,0.311
sponsor:Visa,team:Italy,sponsor_team_panel,0.799
sponsor:Visa,match_88,sponsor_match_exposure,3.63
team:Hungary,match_89,team_match,0.569
sponsor:Adidas,team:Hungary,sponsor_team_panel,0.932
sponsor:Adidas,match_89,sponsor_match_exposure,4.104
team:Turkey,match_90,team_match,0.491
sponsor:Mengniu,team:Turkey,sponsor_team_panel,0.356
sponsor:Mengniu,match_90,sponsor_match_exposure,3.09
team:England,match_91,team_match,0.495
sponsor:McDonald's,team:England,sponsor_team_panel,0.432
sponsor:McDonald's,match_91,sponsor_match_exposure,3.711
team:Turkey,match_92,team_match,0.511
sponsor:Mengniu,team:Turkey,sponsor_team_panel,0.356
sponsor:Mengniu,match_92,sponsor_match_exposure,4.062
team:Italy,match_93,team_match,0.305
sponsor:Visa,team:Italy,sponsor_team_panel,0.799
sponsor:Visa,match_93,sponsor_match_exposure,3.729
team:Uruguay,match_94,team_match,0.6
sponsor:Vivo,team:Uruguay,sponsor_team_panel,0.443
sponsor:Vivo,match_94,sponsor_match_exposure,3.488
team:Austria,match_95,team_match,0.538
sponsor:McDonald's,team:Austria,sponsor_team_panel,0.454
sponsor:McDonald's,match_95,sponsor_match_exposure,3.97
team:Hungary,match_96,team_match,0.5
sponsor:Adidas,team:Hungary,sponsor_team_panel,0.932
sponsor:Adidas,match_96,sponsor_match_exposure,4.021
team:Yugoslavia,match_97,team_match,0.291
sponsor:Qatar Airways,team:Yugoslavia,sponsor_team_panel,0.379
sponsor:Qatar Airways,match_97,sponsor_match_exposure,3.888
team:Germany,match_98,team_match,0.625
sponsor:Coca-Cola,team:Germany,sponsor_team_panel,0.759
sponsor:Coca-Cola,match_98,sponsor_match_exposure,3.276
team:Uruguay,match_99,team_match,0.568
sponsor:Vivo,team:Uruguay,sponsor_team_panel,0.443
sponsor:Vivo,match_99,sponsor_match_exposure,3.699
team:Uruguay,match_100,team_match,0.545
sponsor:Vivo,team:Uruguay,sponsor_team_panel,0.443
sponsor:Vivo,match_100,sponsor_match_exposure,3.217
team:Hungary,match_101,team_match,0.453
sponsor:Adidas,team:Hungary,sponsor_team_panel,0.932
sponsor:Adidas,match_101,sponsor_match_exposure,3.902
team:Germany,match_102,team_match,0.62
sponsor:Coca-Cola,team:Germany,sponsor_team_panel,0.759
sponsor:Coca-Cola,match_102,sponsor_match_exposure,3.894
team:Brazil,match_103,team_match,0.503
sponsor:Adidas,team:Brazil,sponsor_team_panel,0.938
sponsor:Adidas,match_103,sponsor_match_exposure,3.198
team:Northern Ireland,match_104,team_match,0.368
sponsor:Qatar Airways,team:Northern Ireland,sponsor_team_panel,0.434
sponsor:Qatar Airways,match_104,sponsor_match_exposure,3.343
team:Russia,match_105,team_match,0.511
sponsor:Hyundai,team:Russia,sponsor_team_panel,0.814
sponsor:Hyundai,match_105,sponsor_match_exposure,3.412
team:Paraguay,match_106,team_match,0.465
sponsor:Hyundai,team:Paraguay,sponsor_team_panel,0.812
sponsor:Hyundai,match_106,sponsor_match_exposure,3.68
team:Wales,match_107,team_match,0.26
sponsor:Coca-Cola,team:Wales,sponsor_team_panel,0.78
sponsor:Coca-Cola,match_107,sponsor_match_exposure,3.746
team:Yugoslavia,match_108,team_match,0.297
sponsor:Qatar Airways,team:Yugoslavia,sponsor_team_panel,0.379
sponsor:Qatar Airways,match_108,sponsor_match_exposure,3.379
team:Mexico,match_109,team_match,0.506
sponsor:Hyundai,team:Mexico,sponsor_team_panel,0.853
sponsor:Hyundai,match_109,sponsor_match_exposure,3.62
team:Northern Ireland,match_110,team_match,0.428
sponsor:Qatar Airways,team:Northern Ireland,sponsor_team_panel,0.434
sponsor:Qatar Airways,match_110,sponsor_match_exposure,4.013
team:Russia,match_111,team_match,0.473
sponsor:Hyundai,team:Russia,sponsor_team_panel,0.814
sponsor:Hyundai,match_111,sponsor_match_exposure,3.248
team:England,match_112,team_match,0.465
sponsor:McDonald's,team:England,sponsor_team_panel,0.432
sponsor:McDonald's,match_112,sponsor_match_exposure,3.851
team:Germany,match_113,team_match,0.596
sponsor:Coca-Cola,team:Germany,sponsor_team_panel,0.759
sponsor:Coca-Cola,match_113,sponsor_match_exposure,3.321
team:Yugoslavia,match_114,team_match,0.351
sponsor:Qatar Airways,team:Yugoslavia,sponsor_team_panel,0.379
sponsor:Qatar Airways,match_114,sponsor_match_exposure,3.559
team:Wales,match_115,team_match,0.26
sponsor:Coca-Cola,team:Wales,sponsor_team_panel,0.78
sponsor:Coca-Cola,match_115,sponsor_match_exposure,3.732
team:Scotland,match_116,team_match,0.504
sponsor:Budweiser,team:Scotland,sponsor_team_panel,0.683
sponsor:Budweiser,match_116,sponsor_match_exposure,3.753
team:Hungary,match_117,team_match,0.468
sponsor:Adidas,team:Hungary,sponsor_team_panel,0.932
sponsor:Adidas,match_117,sponsor_match_exposure,3.669
team:Czechoslovakia,match_118,team_match,0.416
sponsor:Visa,team:Czechoslovakia,sponsor_team_panel,0.763
sponsor:Visa,match_118,sponsor_match_exposure,3.954
team:England,match_119,team_match,0.532
sponsor:McDonald's,team:England,sponsor_team_panel,0.432
sponsor:McDonald's,match_119,sponsor_match_exposure,3.309
team:Russia,match_120,team_match,0.471
sponsor:Hyundai,team:Russia,sponsor_team_panel,0.814
sponsor:Hyundai,match_120,sponsor_match_exposure,3.902
team:Scotland,match_121,team_match,0.463
sponsor:Budweiser,team:Scotland,sponsor_team_panel,0.683
sponsor:Budweiser,match_121,sponsor_match_exposure,3.474
team:Northern Ireland,match_122,team_match,0.452
sponsor:Qatar Airways,team:Northern Ireland,sponsor_team_panel,0.434
sponsor:Qatar Airways,match_122,sponsor_match_exposure,4.086
team:Mexico,match_123,team_match,0.52
sponsor:Hyundai,team:Mexico,sponsor_team_panel,0.853
sponsor:Hyundai,match_123,sponsor_match_exposure,3.755
team:Yugoslavia,match_124,team_match,0.348
sponsor:Qatar Airways,team:Yugoslavia,sponsor_team_panel,0.379
sponsor:Qatar Airways,match_124,sponsor_match_exposure,3.697
team:Wales,match_125,team_match,0.208
sponsor:Coca-Cola,team:Wales,sponsor_team_panel,0.78
sponsor:Coca-Cola,match_125,sponsor_match_exposure,3.606
team:Northern Ireland,match_126,team_match,0.361
sponsor:Qatar Airways,team:Northern Ireland,sponsor_team_panel,0.434
sponsor:Qatar Airways,match_126,sponsor_match_exposure,3.335
team:Russia,match_127,team_match,0.446
sponsor:Hyundai,team:Russia,sponsor_team_panel,0.814
sponsor:Hyundai,match_127,sponsor_match_exposure,3.294
team:Wales,match_128,team_match,0.273
sponsor:Coca-Cola,team:Wales,sponsor_team_panel,0.78
sponsor:Coca-Cola,match_128,sponsor_match_exposure,3.755
team:Wales,match_129,team_match,0.216
sponsor:Coca-Cola,team:Wales,sponsor_team_panel,0.78
sponsor:Coca-Cola,match_129,sponsor_match_exposure,3.915
team:Northern Ireland,match_130,team_match,0.389
sponsor:Qatar Airways,team:Northern Ireland,sponsor_team_panel,0.434
sponsor:Qatar Airways,match_130,sponsor_match_exposure,3.465
team:Yugoslavia,match_131,team_match,0.294
sponsor:Qatar Airways,team:Yugoslavia,sponsor_team_panel,0.379
sponsor:Qatar Airways,match_131,sponsor_match_exposure,3.899
team:Russia,match_132,team_match,0.494
sponsor:Hyundai,team:Russia,sponsor_team_panel,0.814
sponsor:Hyundai,match_132,sponsor_match_exposure,3.639
team:France,match_133,team_match,0.574
sponsor:Qatar Airways,team:France,sponsor_team_panel,0.51
sponsor:Qatar Airways,match_133,sponsor_match_exposure,4.034
team:Germany,match_134,team_match,0.601
sponsor:Coca-Cola,team:Germany,sponsor_team_panel,0.759
sponsor:Coca-Cola,match_134,sponsor_match_exposure,3.625
team:Germany,match_135,team_match,0.684
sponsor:Coca-Cola,team:Germany,sponsor_team_panel,0.759
sponsor:Coca-Cola,match_135,sponsor_match_exposure,3.588
team:Brazil,match_136,team_match,0.55
sponsor:Adidas,team:Brazil,sponsor_team_panel,0.938
sponsor:Adidas,match_136,sponsor_match_exposure,3.724
team:Bulgaria,match_137,team_match,0.251
sponsor:Hisense,team:Bulgaria,sponsor_team_panel,0.787
sponsor:Hisense,match_137,sponsor_match_exposure,3.88
team:Mexico,match_138,team_match,0.487
sponsor:Hyundai,team:Mexico,sponsor_team_panel,0.853
sponsor:Hyundai,match_138,sponsor_match_exposure,3.915
team:Switzerland,match_139,team_match,0.475
sponsor:Adidas,team:Switzerland,sponsor_team_panel,0.904
sponsor:Adidas,match_139,sponsor_match_exposure,3.599
team:Uruguay,match_140,team_match,0.547
sponsor:Vivo,team:Uruguay,sponsor_team_panel,0.443
sponsor:Vivo,match_140,sponsor_match_exposure,3.187
team:Spain,match_141,team_match,0.476
sponsor:Budweiser,team:Spain,sponsor_team_panel,0.714
sponsor:Budweiser,match_141,sponsor_match_exposure,3.288
team:Hungary,match_142,team_match,0.459
sponsor:Adidas,team:Hungary,sponsor_team_panel,0.932
sponsor:Adidas,match_142,sponsor_match_exposure,3.385
team:Italy,match_143,team_match,0.264
sponsor:Visa,team:Italy,sponsor_team_panel,0.799
sponsor:Visa,match_143,sponsor_match_exposure,3.848
team:Yugoslavia,match_144,team_match,0.332
sponsor:Qatar Airways,team:Yugoslavia,sponsor_team_panel,0.379
sponsor:Qatar Airways,match_144,sponsor_match_exposure,3.95
team:England,match_145,team_match,0.534
sponsor:McDonald's,team:England,sponsor_team_panel,0.432
sponsor:McDonald's,match_145,sponsor_match_exposure,3.9
team:Czechoslovakia,match_146,team_match,0.344
sponsor:Visa,team:Czechoslovakia,sponsor_team_panel,0.763
sponsor:Visa,match_146,sponsor_match_exposure,3.902
team:Italy,match_147,team_match,0.298
sponsor:Visa,team:Italy,sponsor_team_panel,0.799
sponsor:Visa,match_147,sponsor_match_exposure,3.536
team:Yugoslavia,match_148,team_match,0.329
sponsor:Qatar Airways,team:Yugoslavia,sponsor_team_panel,0.379
sponsor:Qatar Airways,match_148,sponsor_match_exposure,3.443
team:Hungary,match_149,team_match,0.536
sponsor:Adidas,team:Hungary,sponsor_team_panel,0.932
sponsor:Adidas,match_149,sponsor_match_exposure,3.038
team:Russia,match_150,team_match,0.596
sponsor:Hyundai,team:Russia,sponsor_team_panel,0.814
sponsor:Hyundai,match_150,sponsor_match_exposure,3.372
team:Switzerland,match_151,team_match,0.473
sponsor:Adidas,team:Switzerland,sponsor_team_panel,0.904
sponsor:Adidas,match_151,sponsor_match_exposure,3.948
team:Spain,match_152,team_match,0.49
sponsor:Budweiser,team:Spain,sponsor_team_panel,0.714
sponsor:Budweiser,match_152,sponsor_match_exposure,3.55
team:Hungary,match_153,team_match,0.403
sponsor:Adidas,team:Hungary,sponsor_team_panel,0.932
sponsor:Adidas,match_153,sponsor_match_exposure,3.839
team:Spain,match_154,team_match,0.509
sponsor:Budweiser,team:Spain,sponsor_team_panel,0.714
sponsor:Budweiser,match_154,sponsor_match_exposure,3.884
team:Germany,match_155,team_match,0.575
sponsor:Coca-Cola,team:Germany,sponsor_team_panel,0.759
sponsor:Coca-Cola,match_155,sponsor_match_exposure,3.472
team:Uruguay,match_156,team_match,0.552
sponsor:Vivo,team:Uruguay,sponsor_team_panel,0.443
sponsor:Vivo,match_156,sponsor_match_exposure,3.879
team:England,match_157,team_match,0.467
sponsor:McDonald's,team:England,sponsor_team_panel,0.432
sponsor:McDonald's,match_157,sponsor_match_exposure,2.805
team:Yugoslavia,match_158,team_match,0.357
sponsor:Qatar Airways,team:Yugoslavia,sponsor_team_panel,0.379
sponsor:Qatar Airways,match_158,sponsor_match_exposure,3.266
team:Mexico,match_159,team_match,0.555
sponsor:Hyundai,team:Mexico,sponsor_team_panel,0.853
sponsor:Hyundai,match_159,sponsor_match_exposure,3.434
team:Switzerland,match_160,team_match,0.455
sponsor:Adidas,team:Switzerland,sponsor_team_panel,0.904
sponsor:Adidas,match_160,sponsor_match_exposure,3.368
team:England,match_161,team_match,0.549
sponsor:McDonald's,team:England,sponsor_team_panel,0.432
sponsor:McDonald's,match_161,sponsor_match_exposure,3.958
team:Russia,match_162,team_match,0.485
sponsor:Hyundai,team:Russia,sponsor_team_panel,0.814
sponsor:Hyundai,match_162,sponsor_match_exposure,3.539
team:Hungary,match_163,team_match,0.42
sponsor:Adidas,team:Hungary,sponsor_team_panel,0.932
sponsor:Adidas,match_163,sponsor_match_exposure,3.297
team:Yugoslavia,match_164,team_match,0.276
sponsor:Qatar Airways,team:Yugoslavia,sponsor_team_panel,0.379
sponsor:Qatar Airways,match_164,sponsor_match_exposure,3.89
team:Brazil,match_165,team_match,0.569
sponsor:Adidas,team:Brazil,sponsor_team_panel,0.938
sponsor:Adidas,match_165,sponsor_match_exposure,3.642
team:Yugoslavia,match_166,team_match,0.323
sponsor:Qatar Airways,team:Yugoslavia,sponsor_team_panel,0.379
sponsor:Qatar Airways,match_166,sponsor_match_exposure,3.378
team:Yugoslavia,match_167,team_match,0.3
sponsor:Qatar Airways,team:Yugoslavia,sponsor_team_panel,0.379
sponsor:Qatar Airways,match_167,sponsor_match_exposure,3.577
team:Czechoslovakia,match_168,team_match,0.401
sponsor:Visa,team:Czechoslovakia,sponsor_team_panel,0.763
sponsor:Visa,match_168,sponsor_match_exposure,3.985
team:Uruguay,match_169,team_match,0.515
sponsor:Vivo,team:Uruguay,sponsor_team_panel,0.443
sponsor:Vivo,match_169,sponsor_match_exposure,3.355
team:Bulgaria,match_170,team_match,0.274
sponsor:Hisense,team:Bulgaria,sponsor_team_panel,0.787
sponsor:Hisense,match_170,sponsor_match_exposure,3.931
team:Switzerland,match_171,team_match,0.515
sponsor:Adidas,team:Switzerland,sponsor_team_panel,0.904
sponsor:Adidas,match_171,sponsor_match_exposure,4.022
team:Russia,match_172,team_match,0.525
sponsor:Hyundai,team:Russia,sponsor_team_panel,0.814
sponsor:Hyundai,match_172,sponsor_match_exposure,3.453
team:Spain,match_173,team_match,0.541
sponsor:Budweiser,team:Spain,sponsor_team_panel,0.714
sponsor:Budweiser,match_173,sponsor_match_exposure,3.964
team:Italy,match_174,team_match,0.35
sponsor:Visa,team:Italy,sponsor_team_panel,0.799
sponsor:Visa,match_174,sponsor_match_exposure,3.551
team:Mexico,match_175,team_match,0.537
sponsor:Hyundai,team:Mexico,sponsor_team_panel,0.853
sponsor:Hyundai,match_175,sponsor_match_exposure,3.527
team:Portugal,match_176,team_match,0.42
sponsor:Mengniu,team:Portugal,sponsor_team_panel,0.359
sponsor:Mengniu,match_176,sponsor_match_exposure,3.712
team:Hungary,match_177,team_match,0.478
sponsor:Adidas,team:Hungary,sponsor_team_panel,0.932
sponsor:Adidas,match_177,sponsor_match_exposure,3.961
team:North Korea,match_178,team_match,0.252
sponsor:Adidas,team:North Korea,sponsor_team_panel,0.823
sponsor:Adidas,match_178,sponsor_match_exposure,3.562
team:Uruguay,match_179,team_match,0.56
sponsor:Vivo,team:Uruguay,sponsor_team_panel,0.443
sponsor:Vivo,match_179,sponsor_match_exposure,3.479
team:Switzerland,match_180,team_match,0.5
sponsor:Adidas,team:Switzerland,sponsor_team_panel,0.904
sponsor:Adidas,match_180,sponsor_match_exposure,3.774
team:Germany,match_181,team_match,0.569
sponsor:Coca-Cola,team:Germany,sponsor_team_panel,0.759
sponsor:Coca-Cola,match_181,sponsor_match_exposure,3.814
team:Portugal,match_182,team_match,0.413
sponsor:Mengniu,team:Portugal,sponsor_team_panel,0.359
sponsor:Mengniu,match_182,sponsor_match_exposure,2.907
team:Mexico,match_183,team_match,0.522
sponsor:Hyundai,team:Mexico,sponsor_team_panel,0.853
sponsor:Hyundai,match_183,sponsor_match_exposure,3.482
team:Russia,match_184,team_match,0.508
sponsor:Hyundai,team:Russia,sponsor_team_panel,0.814
sponsor:Hyundai,match_184,sponsor_match_exposure,3.428
team:Switzerland,match_185,team_match,0.465
sponsor:Adidas,team:Switzerland,sponsor_team_panel,0.904
sponsor:Adidas,match_185,sponsor_match_exposure,3.946
team:Portugal,match_186,team_match,0.423
sponsor:Mengniu,team:Portugal,sponsor_team_panel,0.359
sponsor:Mengniu,match_186,sponsor_match_exposure,3.963
team:North Korea,match_187,team_match,0.254
sponsor:Adidas,team:North Korea,sponsor_team_panel,0.823
sponsor:Adidas,match_187,sponsor_match_exposure,3.49
team:Uruguay,match_188,team_match,0.537
sponsor:Vivo,team:Uruguay,sponsor_team_panel,0.443
sponsor:Vivo,match_188,sponsor_match_exposure,3.621
team:Hungary,match_189,team_match,0.478
sponsor:Adidas,team:Hungary,sponsor_team_panel,0.932
sponsor:Adidas,match_189,sponsor_match_exposure,2.943
team:Russia,match_190,team_match,0.509
sponsor:Hyundai,team:Russia,sponsor_team_panel,0.814
sponsor:Hyundai,match_190,sponsor_match_exposure,3.518
team:France,match_191,team_match,0.508
sponsor:Qatar Airways,team:France,sponsor_team_panel,0.51
sponsor:Qatar Airways,match_191,sponsor_match_exposure,3.455
team:Spain,match_192,team_match,0.542
sponsor:Budweiser,team:Spain,sponsor_team_panel,0.714
sponsor:Budweiser,match_192,sponsor_match_exposure,3.988
team:Argentina,match_193,team_match,0.495
sponsor:Hyundai,team:Argentina,sponsor_team_panel,0.903
sponsor:Hyundai,match_193,sponsor_match_exposure,3.345
team:Uruguay,match_194,team_match,0.567
sponsor:Vivo,team:Uruguay,sponsor_team_panel,0.443
sponsor:Vivo,match_194,sponsor_match_exposure,3.942
team:Russia,match_195,team_match,0.497
sponsor:Hyundai,team:Russia,sponsor_team_panel,0.814
sponsor:Hyundai,match_195,sponsor_match_exposure,3.692
team:Portugal,match_196,team_match,0.473
sponsor:Mengniu,team:Portugal,sponsor_team_panel,0.359
sponsor:Mengniu,match_196,sponsor_match_exposure,3.492
team:Russia,match_197,team_match,0.5
sponsor:Hyundai,team:Russia,sponsor_team_panel,0.814
sponsor:Hyundai,match_197,sponsor_match_exposure,3.952
team:Portugal,match_198,team_match,0.419
sponsor:Mengniu,team:Portugal,sponsor_team_panel,0.359
sponsor:Mengniu,match_198,sponsor_match_exposure,3.467
team:Russia,match_199,team_match,0.507
sponsor:Hyundai,team:Russia,sponsor_team_panel,0.814
sponsor:Hyundai,match_199,sponsor_match_exposure,3.235
team:Germany,match_200,team_match,0.665
sponsor:Coca-Cola,team:Germany,sponsor_team_panel,0.759
sponsor:Coca-Cola,match_200,sponsor_match_exposure,3.5
team:Russia,match_201,team_match,0.457
sponsor:Hyundai,team:Russia,sponsor_team_panel,0.814
sponsor:Hyundai,match_201,sponsor_match_exposure,3.608
team:Peru,match_202,team_match,0.458
sponsor:Hisense,team:Peru,sponsor_team_panel,0.777
sponsor:Hisense,match_202,sponsor_match_exposure,2.954
team:Romania,match_203,team_match,0.306
sponsor:Qatar Airways,team:Romania,sponsor_team_panel,0.414
sponsor:Qatar Airways,match_203,sponsor_match_exposure,3.416
team:Uruguay,match_204,team_match,0.576
sponsor:Vivo,team:Uruguay,sponsor_team_panel,0.443
sponsor:Vivo,match_204,sponsor_match_exposure,2.898
team:El Salvador,match_205,team_match,0.231
sponsor:Budweiser,team:El Salvador,sponsor_team_panel,0.772
sponsor:Budweiser,match_205,sponsor_match_exposure,3.766
team:Czechoslovakia,match_206,team_match,0.445
sponsor:Visa,team:Czechoslovakia,sponsor_team_panel,0.763
sponsor:Visa,match_206,sponsor_match_exposure,4.048
team:Morocco,match_207,team_match,0.422
sponsor:Mengniu,team:Morocco,sponsor_team_panel,0.366
sponsor:Mengniu,match_207,sponsor_match_exposure,4.111
team:Sweden,match_208,team_match,0.517
sponsor:Budweiser,team:Sweden,sponsor_team_panel,0.687
sponsor:Budweiser,match_208,sponsor_match_exposure,3.388
team:Russia,match_209,team_match,0.541
sponsor:Hyundai,team:Russia,sponsor_team_panel,0.814
sponsor:Hyundai,match_209,sponsor_match_exposure,3.689
team:Romania,match_210,team_match,0.327
sponsor:Qatar Airways,team:Romania,sponsor_team_panel,0.414
sponsor:Qatar Airways,match_210,sponsor_match_exposure,3.402
team:Uruguay,match_211,team_match,0.535
sponsor:Vivo,team:Uruguay,sponsor_team_panel,0.443
sponsor:Vivo,match_211,sponsor_match_exposure,3.342
team:Peru,match_212,team_match,0.43
sponsor:Hisense,team:Peru,sponsor_team_panel,0.777
sponsor:Hisense,match_212,sponsor_match_exposure,3.03
team:England,match_213,team_match,0.516
sponsor:McDonald's,team:England,sponsor_team_panel,0.432
sponsor:McDonald's,match_213,sponsor_match_exposure,3.946
team:Germany,match_214,team_match,0.666
sponsor:Coca-Cola,team:Germany,sponsor_team_panel,0.759
sponsor:Coca-Cola,match_214,sponsor_match_exposure,2.932
team:Sweden,match_215,team_match,0.52
sponsor:Budweiser,team:Sweden,sponsor_team_panel,0.687
sponsor:Budweiser,match_215,sponsor_match_exposure,2.848
team:El Salvador,match_216,team_match,0.255
sponsor:Budweiser,team:El Salvador,sponsor_team_panel,0.772
sponsor:Budweiser,match_216,sponsor_match_exposure,3.818
team:Romania,match_217,team_match,0.359
sponsor:Qatar Airways,team:Romania,sponsor_team_panel,0.414
sponsor:Qatar Airways,match_217,sponsor_match_exposure,4.012
team:Russia,match_218,team_match,0.496
sponsor:Hyundai,team:Russia,sponsor_team_panel,0.814
sponsor:Hyundai,match_218,sponsor_match_exposure,2.833
team:Peru,match_219,team_match,0.446
sponsor:Hisense,team:Peru,sponsor_team_panel,0.777
sponsor:Hisense,match_219,sponsor_match_exposure,4.042
team:Uruguay,match_220,team_match,0.55
sponsor:Vivo,team:Uruguay,sponsor_team_panel,0.443
sponsor:Vivo,match_220,sponsor_match_exposure,3.584
team:Morocco,match_221,team_match,0.373
sponsor:Mengniu,team:Morocco,sponsor_team_panel,0.366
sponsor:Mengniu,match_221,sponsor_match_exposure,3.003
team:England,match_222,team_match,0.515
sponsor:McDonald's,team:England,sponsor_team_panel,0.432
sponsor:McDonald's,match_222,sponsor_match_exposure,3.346
team:Italy,match_223,team_match,0.288
sponsor:Visa,team:Italy,sponsor_team_panel,0.799
sponsor:Visa,match_223,sponsor_match_exposure,2.815
team:Belgium,match_224,team_match,0.611
sponsor:Visa,team:Belgium,sponsor_team_panel,0.713
sponsor:Visa,match_224,sponsor_match_exposure,3.651
team:Peru,match_225,team_match,0.493
sponsor:Hisense,team:Peru,sponsor_team_panel,0.777
sponsor:Hisense,match_225,sponsor_match_exposure,4.118
team:Germany,match_226,team_match,0.663
sponsor:Coca-Cola,team:Germany,sponsor_team_panel,0.759
sponsor:Coca-Cola,match_226,sponsor_match_exposure,3.41
team:Italy,match_227,team_match,0.38
sponsor:Visa,team:Italy,sponsor_team_panel,0.799
sponsor:Visa,match_227,sponsor_match_exposure,3.796
team:Uruguay,match_228,team_match,0.561
sponsor:Vivo,team:Uruguay,sponsor_team_panel,0.443
sponsor:Vivo,match_228,sponsor_match_exposure,3.933
team:Uruguay,match_229,team_match,0.609
sponsor:Vivo,team:Uruguay,sponsor_team_panel,0.443
sponsor:Vivo,match_229,sponsor_match_exposure,4.033
team:Italy,match_230,team_match,0.394
sponsor:Visa,team:Italy,sponsor_team_panel,0.799
sponsor:Visa,match_230,sponsor_match_exposure,4.039
team:Uruguay,match_231,team_match,0.553
sponsor:Vivo,team:Uruguay,sponsor_team_panel,0.443
sponsor:Vivo,match_231,sponsor_match_exposure,3.922
team:Italy,match_232,team_match,0.385
sponsor:Visa,team:Italy,sponsor_team_panel,0.799
sponsor:Visa,match_232,sponsor_match_exposure,4.058
team:Yugoslavia,match_233,team_match,0.292
sponsor:Qatar Airways,team:Yugoslavia,sponsor_team_panel,0.379
sponsor:Qatar Airways,match_233,sponsor_match_exposure,3.899
team:Scotland,match_234,team_match,0.49
sponsor:Budweiser,team:Scotland,sponsor_team_panel,0.683
sponsor:Budweiser,match_234,sponsor_match_exposure,2.781
team:Australia,match_235,team_match,0.231
sponsor:Hyundai,team:Australia,sponsor_team_panel,0.866
sponsor:Hyundai,match_235,sponsor_match_exposure,3.471
team:Chile,match_236,team_match,0.463
sponsor:Hisense,team:Chile,sponsor_team_panel,0.7
sponsor:Hisense,match_236,sponsor_match_exposure,4.022
team:Haiti,match_237,team_match,0.224
sponsor:Coca-Cola,team:Haiti,sponsor_team_panel,0.761
sponsor:Coca-Cola,match_237,sponsor_match_exposure,3.537
team:Argentina,match_238,team_match,0.595
sponsor:Hyundai,team:Argentina,sponsor_team_panel,0.903
sponsor:Hyundai,match_238,sponsor_match_exposure,3.601
team:Bulgaria,match_239,team_match,0.277
sponsor:Hisense,team:Bulgaria,sponsor_team_panel,0.787
sponsor:Hisense,match_239,sponsor_match_exposure,3.603
team:Netherlands,match_240,team_match,0.429
sponsor:Hisense,team:Netherlands,sponsor_team_panel,0.781
sponsor:Hisense,match_240,sponsor_match_exposure,3.407
team:German DR,match_241,team_match,0.356
sponsor:Adidas,team:German DR,sponsor_team_panel,0.921
sponsor:Adidas,match_241,sponsor_match_exposure,3.542
team:Australia,match_242,team_match,0.242
sponsor:Hyundai,team:Australia,sponsor_team_panel,0.866
sponsor:Hyundai,match_242,sponsor_match_exposure,4.115
team:Brazil,match_243,team_match,0.49
sponsor:Adidas,team:Brazil,sponsor_team_panel,0.938
sponsor:Adidas,match_243,sponsor_match_exposure,3.37
team:DR Congo,match_244,team_match,0.342
sponsor:Visa,team:DR Congo,sponsor_team_panel,0.755
sponsor:Visa,match_244,sponsor_match_exposure,3.59
team:Italy,match_245,team_match,0.309
sponsor:Visa,team:Italy,sponsor_team_panel,0.799
sponsor:Visa,match_245,sponsor_match_exposure,3.869
team:Uruguay,match_246,team_match,0.565
sponsor:Vivo,team:Uruguay,sponsor_team_panel,0.443
sponsor:Vivo,match_246,sponsor_match_exposure,2.898
team:Poland,match_247,team_match,0.497
sponsor:Coca-Cola,team:Poland,sponsor_team_panel,0.734
sponsor:Coca-Cola,match_247,sponsor_match_exposure,2.785
team:Sweden,match_248,team_match,0.505
sponsor:Budweiser,team:Sweden,sponsor_team_panel,0.687
sponsor:Budweiser,match_248,sponsor_match_exposure,3.557
team:Chile,match_249,team_match,0.435
sponsor:Hisense,team:Chile,sponsor_team_panel,0.7
sponsor:Hisense,match_249,sponsor_match_exposure,3.335
team:Brazil,match_250,team_match,0.533
