panel_id,team,sponsor,stage,predicted_roi,media_value_index,fan_conversion_rate,social_spread_index,brand_influence_score,commercial_decision_score
2014_809_England,England,McDonald's,group_or_knockout,3.599,0.506037,0.52718,0.489816,0.452957,0.493248
1954_80_Belgium,Belgium,Visa,tournament,3.743,0.444288,0.376275,0.396012,0.704752,0.493109
2014_780_Costa_Rica,Costa Rica,Visa,group_or_knockout,3.485,0.614617,0.429074,0.473953,0.635323,0.49288
1938_53_Hungary,Hungary,Adidas,tournament,3.905,0.238776,0.456526,0.389587,0.691749,0.492274
1994_506_Brazil,Brazil,Adidas,group_or_knockout,3.324,0.432608,0.55003,0.638065,0.900554,0.492175
1982_347_Germany,Germany,Coca-Cola,tournament,3.793,0.295337,0.422395,0.40056,0.834073,0.492127
2014_779_Japan,Japan,Adidas,group_or_knockout,3.408,0.634177,0.429865,0.49032,0.711341,0.491946
2006_683_Argentina,Argentina,Hyundai,group_or_knockout,3.807,0.346416,0.380242,0.360023,0.824585,0.49193
1970_210_Romania,Romania,Qatar Airways,tournament,3.667,0.397484,0.376902,0.511339,0.780763,0.491597
1978_299_Argentina,Argentina,Hyundai,tournament,3.815,0.291978,0.364409,0.451868,0.824585,0.491549
1954_81_Turkey,Turkey,Hyundai,tournament,3.87,0.362971,0.33222,0.370025,0.730971,0.491463
1990_426_Romania,Romania,Qatar Airways,group_or_knockout,3.621,0.463735,0.392242,0.4513,0.780763,0.491404
1954_101_Germany,Germany,Coca-Cola,tournament,3.781,0.297616,0.420084,0.411621,0.834073,0.491381
1998_542_Croatia,Croatia,Hisense,group_or_knockout,3.788,0.488009,0.270648,0.398274,0.688495,0.491331
2026_966_South_Korea,South Korea,Hisense,group_or_knockout,3.563,0.56645,0.452581,0.3796,0.660317,0.491276
2002_623_Mexico,Mexico,Vivo,group_or_knockout,3.427,0.580824,0.60331,0.567343,0.362371,0.491084
1962_165_Brazil,Brazil,Adidas,tournament,3.428,0.379923,0.543444,0.573648,0.900554,0.491009
1962_151_Switzerland,Switzerland,Visa,tournament,3.814,0.28967,0.409009,0.452187,0.745008,0.490958
2014_816_Nigeria,Nigeria,Coca-Cola,group_or_knockout,3.547,0.596562,0.44319,0.37205,0.648902,0.490838
2002_619_South_Africa,South Africa,Hyundai,group_or_knockout,3.601,0.605915,0.358121,0.413142,0.61679,0.490836
2018_864_Mexico,Mexico,Vivo,group_or_knockout,3.559,0.554235,0.611232,0.409625,0.362371,0.490761
2006_646_Poland,Poland,Coca-Cola,group_or_knockout,3.566,0.532941,0.37006,0.469071,0.746106,0.49075
2022_927_Morocco,Morocco,Coca-Cola,group_or_knockout,3.768,0.518823,0.404108,0.309365,0.534742,0.490343
2022_946_Cameroon,Cameroon,Hyundai,group_or_knockout,3.616,0.554428,0.362642,0.434696,0.654762,0.490112
1986_407_England,England,McDonald's,group_or_knockout,3.847,0.373213,0.507372,0.346006,0.452957,0.489517
2014_774_Chile,Chile,Hisense,group_or_knockout,3.585,0.565852,0.407539,0.388219,0.667483,0.489324
1962_150_Colombia,Colombia,Mengniu,tournament,3.499,0.558751,0.613594,0.540357,0.269293,0.489274
2010_743_Nigeria,Nigeria,Coca-Cola,group_or_knockout,3.613,0.543618,0.431293,0.365385,0.648902,0.489207
1998_523_Denmark,Denmark,Adidas,group_or_knockout,3.618,0.408179,0.399074,0.477426,0.837247,0.489123
2002_609_Ecuador,Ecuador,McDonald's,group_or_knockout,3.5,0.626865,0.489567,0.526303,0.356037,0.488839
1958_130_France,France,Qatar Airways,tournament,3.831,0.271235,0.416303,0.371784,0.829643,0.488794
2026_968_Paraguay,Paraguay,Hyundai,group_or_knockout,3.464,0.628063,0.463882,0.402281,0.64409,0.488781
2018_857_Australia,Australia,Mengniu,group_or_knockout,3.848,0.468846,0.544605,0.279388,0.258668,0.488702
1978_287_Argentina,Argentina,Hyundai,tournament,3.831,0.291367,0.366033,0.40568,0.824585,0.488414
2002_598_Saudi_Arabia,Saudi Arabia,Qatar Airways,group_or_knockout,3.609,0.440809,0.471023,0.447092,0.683783,0.487874
1970_228_Russia,Russia,Hyundai,tournament,3.811,0.261997,0.432084,0.406328,0.802854,0.487792
1986_399_Uruguay,Uruguay,Vivo,group_or_knockout,3.837,0.333783,0.586502,0.374139,0.360239,0.48777
1950_56_Italy,Italy,Visa,tournament,3.82,0.298965,0.355666,0.382072,0.874646,0.487739
1966_187_Italy,Italy,Visa,tournament,3.846,0.271779,0.350406,0.394616,0.874646,0.487724
2018_864_South_Korea,South Korea,Hisense,group_or_knockout,3.559,0.554235,0.449139,0.383088,0.660317,0.487664
1950_56_Sweden,Sweden,Budweiser,tournament,3.82,0.298965,0.376851,0.463149,0.721092,0.487547
1978_287_Italy,Italy,Visa,tournament,3.831,0.291367,0.352912,0.379217,0.874646,0.487353
2002_595_Republic_of_Ireland,Republic of Ireland,Hisense,group_or_knockout,3.942,0.452528,0.292337,0.273877,0.556158,0.487325
1970_231_Germany,Germany,Coca-Cola,tournament,3.761,0.281085,0.415265,0.437038,0.834073,0.486468
2006_685_Australia,Australia,Mengniu,group_or_knockout,3.599,0.577239,0.550841,0.437544,0.258668,0.486424
1938_53_Italy,Italy,Visa,tournament,3.905,0.238776,0.344015,0.360845,0.874646,0.486288
1982_356_Spain,Spain,Budweiser,tournament,3.752,0.280295,0.467971,0.453055,0.728164,0.485648
1974_251_Germany,Germany,Coca-Cola,tournament,3.85,0.256004,0.414628,0.344793,0.834073,0.485574
1966_179_Uruguay,Uruguay,Vivo,tournament,3.84,0.304805,0.576865,0.412042,0.360239,0.485561
1958_124_Yugoslavia,Yugoslavia,Qatar Airways,tournament,3.69,0.383354,0.449581,0.478853,0.61998,0.485506
1994_484_Sweden,Sweden,Budweiser,group_or_knockout,3.693,0.41947,0.403399,0.402859,0.721092,0.485206
1954_101_Hungary,Hungary,Adidas,tournament,3.781,0.297616,0.461488,0.415328,0.691749,0.48512
1986_387_Bulgaria,Bulgaria,Visa,group_or_knockout,3.924,0.37519,0.33108,0.335945,0.583058,0.485094
1986_391_Paraguay,Paraguay,Hyundai,group_or_knockout,3.715,0.422487,0.419735,0.397439,0.64409,0.484715
1990_458_Argentina,Argentina,Hyundai,group_or_knockout,3.713,0.344019,0.372618,0.454362,0.824585,0.484593
2010_763_Japan,Japan,Adidas,group_or_knockout,3.732,0.431355,0.394964,0.341981,0.711341,0.48454
1990_440_Colombia,Colombia,Mengniu,group_or_knockout,3.819,0.385114,0.60333,0.336394,0.269293,0.484142
1978_286_Netherlands,Netherlands,Hisense,tournament,3.755,0.221243,0.473478,0.413562,0.882297,0.484127
2026_968_United_States,United States,Mengniu,group_or_knockout,3.464,0.628063,0.655091,0.402356,0.252885,0.484089
2010_741_Argentina,Argentina,Hyundai,group_or_knockout,3.431,0.518013,0.407129,0.532136,0.824585,0.484038
1938_47_France,France,Qatar Airways,tournament,3.833,0.231821,0.404601,0.4113,0.829643,0.483945
2022_960_England,England,McDonald's,group_or_knockout,3.467,0.596922,0.53878,0.449774,0.452957,0.483543
2014_809_Costa_Rica,Costa Rica,Visa,group_or_knockout,3.599,0.506037,0.405279,0.446881,0.635323,0.483531
1990_445_Belgium,Belgium,Visa,group_or_knockout,3.695,0.459796,0.375094,0.371528,0.704752,0.48336
2018_855_Saudi_Arabia,Saudi Arabia,Qatar Airways,group_or_knockout,3.407,0.550023,0.487882,0.506137,0.683783,0.483136
2014_810_Greece,Greece,Qatar Airways,group_or_knockout,3.518,0.589308,0.396865,0.466719,0.595463,0.483061
1994_470_Morocco,Morocco,Coca-Cola,group_or_knockout,3.773,0.448365,0.382768,0.387948,0.534742,0.482995
2022_904_Wales,Wales,Coca-Cola,group_or_knockout,3.553,0.658724,0.278703,0.432547,0.632453,0.482921
1954_97_Germany,Germany,Coca-Cola,tournament,3.763,0.254271,0.407005,0.460452,0.834073,0.482757
1998_568_Denmark,Denmark,Adidas,group_or_knockout,3.506,0.489814,0.413232,0.442226,0.837247,0.482488
1962_144_Yugoslavia,Yugoslavia,Qatar Airways,tournament,3.864,0.266229,0.427656,0.42105,0.61998,0.482212
1990_419_United_States,United States,Mengniu,group_or_knockout,3.427,0.593316,0.640831,0.509934,0.252885,0.4816
2018_878_Mexico,Mexico,Vivo,group_or_knockout,3.443,0.598036,0.609064,0.442281,0.362371,0.481571
2002_608_Japan,Japan,Adidas,group_or_knockout,3.74,0.412327,0.38808,0.346926,0.711341,0.481394
1990_434_Belgium,Belgium,Visa,group_or_knockout,3.714,0.449641,0.373964,0.347402,0.704752,0.481313
2018_861_Iceland,Iceland,Visa,group_or_knockout,3.683,0.58288,0.361183,0.336322,0.510655,0.481215
2002_636_Italy,Italy,Visa,group_or_knockout,3.524,0.489323,0.389683,0.411161,0.874646,0.481102
1962_153_Hungary,Hungary,Adidas,tournament,3.797,0.238265,0.445902,0.476067,0.691749,0.480935
1954_83_Italy,Italy,Visa,tournament,3.771,0.291739,0.348289,0.422837,0.874646,0.480809
2018_856_Iran,Iran,Adidas,group_or_knockout,3.581,0.542882,0.387423,0.441523,0.599925,0.480563
1958_122_Germany,Germany,Coca-Cola,tournament,3.788,0.273371,0.414824,0.36838,0.834073,0.480435
2006_689_Saudi_Arabia,Saudi Arabia,Qatar Airways,group_or_knockout,3.598,0.436801,0.469646,0.413789,0.683783,0.4799
2010_709_South_Africa,South Africa,Hyundai,group_or_knockout,3.649,0.539983,0.341406,0.390793,0.61679,0.479714
1990_433_Scotland,Scotland,Adidas,group_or_knockout,3.778,0.432179,0.344611,0.341595,0.659456,0.479539
1994_514_Sweden,Sweden,Budweiser,group_or_knockout,3.673,0.391711,0.395827,0.443854,0.721092,0.479509
1950_57_Spain,Spain,Budweiser,tournament,3.722,0.260804,0.458776,0.494011,0.728164,0.479488
1966_185_Argentina,Argentina,Hyundai,tournament,3.803,0.265138,0.354772,0.43643,0.824585,0.479368
2002_637_Brazil,Brazil,Adidas,group_or_knockout,3.3,0.452248,0.554849,0.54055,0.900554,0.478951
2018_844_Nigeria,Nigeria,Coca-Cola,group_or_knockout,3.533,0.552007,0.428735,0.394541,0.648902,0.478806
1994_512_Sweden,Sweden,Budweiser,group_or_knockout,3.673,0.420847,0.403399,0.382478,0.721092,0.478689
1966_185_Switzerland,Switzerland,Visa,tournament,3.803,0.265138,0.40006,0.430051,0.745008,0.478669
2006_651_Mexico,Mexico,Vivo,group_or_knockout,3.434,0.574783,0.601492,0.48038,0.362371,0.478641
2006_698_Ukraine,Ukraine,Qatar Airways,group_or_knockout,3.8,0.401714,0.353703,0.317451,0.690038,0.478515
1950_64_Yugoslavia,Yugoslavia,Qatar Airways,tournament,4.076,0.143017,0.405977,0.315517,0.61998,0.478479
1938_47_Italy,Italy,Visa,tournament,3.833,0.231821,0.334327,0.430428,0.874646,0.478474
1974_240_Netherlands,Netherlands,Hisense,tournament,3.318,0.411414,0.495937,0.663907,0.882297,0.478378
1982_344_Northern_Ireland,Northern Ireland,Hisense,tournament,3.855,0.368364,0.314118,0.392015,0.61808,0.478205
2022_963_Morocco,Morocco,Coca-Cola,group_or_knockout,3.567,0.603327,0.412707,0.363344,0.534742,0.478171
2014_778_Italy,Italy,Visa,group_or_knockout,3.398,0.551122,0.398334,0.459168,0.874646,0.477984
1998_532_Colombia,Colombia,Mengniu,group_or_knockout,3.705,0.431792,0.601851,0.380122,0.269293,0.477656
2014_818_South_Korea,South Korea,Hisense,group_or_knockout,3.529,0.516966,0.435125,0.429913,0.660317,0.477547
1982_316_Algeria,Algeria,Budweiser,tournament,3.878,0.367335,0.380416,0.300028,0.577479,0.477536
2018_870_Egypt,Egypt,Hyundai,group_or_knockout,3.783,0.513498,0.338662,0.215658,0.637317,0.477505
1998_523_Saudi_Arabia,Saudi Arabia,Qatar Airways,group_or_knockout,3.618,0.408179,0.460009,0.424928,0.683783,0.477395
2006_666_Mexico,Mexico,Vivo,group_or_knockout,3.489,0.510869,0.587529,0.511921,0.362371,0.477391
2018_893_Uruguay,Uruguay,Vivo,group_or_knockout,3.407,0.578492,0.609793,0.493502,0.360239,0.47722
1994_469_United_States,United States,Mengniu,group_or_knockout,3.483,0.517838,0.62505,0.538144,0.252885,0.477211
2022_936_Iran,Iran,Adidas,group_or_knockout,3.593,0.536974,0.38767,0.408442,0.599925,0.477056
2002_607_Costa_Rica,Costa Rica,Visa,group_or_knockout,3.597,0.492571,0.400461,0.428248,0.635323,0.476696
1954_86_Mexico,Mexico,Vivo,tournament,3.85,0.304939,0.56994,0.338952,0.362371,0.476308
1982_309_Belgium,Belgium,Visa,tournament,3.846,0.331567,0.349039,0.342084,0.704752,0.476287
1958_116_Paraguay,Paraguay,Hyundai,tournament,3.701,0.363586,0.401149,0.473258,0.64409,0.476249
1962_156_Uruguay,Uruguay,Vivo,tournament,3.848,0.283393,0.569293,0.377147,0.360239,0.476189
1962_153_Argentina,Argentina,Hyundai,tournament,3.797,0.238265,0.3472,0.473789,0.824585,0.476133
2006_652_Netherlands,Netherlands,Hisense,group_or_knockout,3.175,0.517507,0.516044,0.656832,0.882297,0.475983
1930_10_Argentina,Argentina,Hyundai,tournament,3.809,0.267921,0.354772,0.398831,0.824585,0.475906
1958_124_Paraguay,Paraguay,Hyundai,tournament,3.69,0.383354,0.408033,0.446177,0.64409,0.475864
2022_932_Uruguay,Uruguay,Vivo,group_or_knockout,3.479,0.550433,0.60778,0.428227,0.360239,0.475827
1994_497_Belgium,Belgium,Visa,group_or_knockout,3.731,0.413307,0.365262,0.35184,0.704752,0.475746
1994_486_Belgium,Belgium,Visa,group_or_knockout,3.692,0.421442,0.362015,0.39778,0.704752,0.475648
1962_149_Hungary,Hungary,Adidas,tournament,3.443,0.455224,0.479869,0.554591,0.691749,0.475558
1998_555_South_Africa,South Africa,Hyundai,group_or_knockout,3.621,0.543364,0.339782,0.3957,0.61679,0.475299
1966_175_France,France,Qatar Airways,tournament,3.814,0.248527,0.408731,0.342706,0.829643,0.474992
1982_350_Russia,Russia,Hyundai,tournament,3.643,0.323475,0.434735,0.45184,0.802854,0.474844
1982_338_Italy,Italy,Visa,tournament,3.809,0.300211,0.351289,0.307799,0.874646,0.474645
1990_458_Yugoslavia,Yugoslavia,Qatar Airways,group_or_knockout,3.713,0.344019,0.438814,0.44371,0.61998,0.474557
2010_712_England,England,McDonald's,group_or_knockout,3.465,0.542801,0.521571,0.494628,0.452957,0.474421
1998_578_Croatia,Croatia,Hisense,group_or_knockout,3.953,0.411419,0.256737,0.180812,0.688495,0.47426
2010_749_Cameroon,Cameroon,Hyundai,group_or_knockout,3.603,0.537599,0.353447,0.377907,0.654762,0.474226
1994_512_Romania,Romania,Qatar Airways,group_or_knockout,3.673,0.420847,0.381721,0.335292,0.780763,0.474148
1978_277_Netherlands,Netherlands,Hisense,tournament,3.437,0.368844,0.491417,0.537187,0.882297,0.474061
2010_768_Paraguay,Paraguay,Hyundai,group_or_knockout,3.681,0.428107,0.418111,0.360958,0.64409,0.473808
2014_813_Bosnia_and_Herzegovina,Bosnia and Herzegovina,Budweiser,group_or_knockout,3.517,0.637857,0.328368,0.436037,0.563717,0.473744
1998_564_Romania,Romania,Qatar Airways,group_or_knockout,3.682,0.401547,0.375526,0.357027,0.780763,0.473615
2018_845_Costa_Rica,Costa Rica,Visa,group_or_knockout,3.617,0.498301,0.404149,0.362184,0.635323,0.473338
2018_855_Uruguay,Uruguay,Vivo,group_or_knockout,3.407,0.550023,0.600156,0.522162,0.360239,0.473234
2006_695_England,England,McDonald's,group_or_knockout,3.484,0.507728,0.512869,0.524822,0.452957,0.473134
2006_706_France,France,Qatar Airways,group_or_knockout,3.393,0.488449,0.443334,0.503266,0.829643,0.472978
1974_248_Sweden,Sweden,Budweiser,tournament,3.804,0.26934,0.366526,0.441231,0.721092,0.472929
2006_687_United_States,United States,Mengniu,group_or_knockout,3.374,0.593468,0.634831,0.524745,0.252885,0.472114
2002_597_United_States,United States,Mengniu,group_or_knockout,3.368,0.602968,0.634584,0.517196,0.252885,0.471913
1930_16_Argentina,Argentina,Hyundai,tournament,3.783,0.248753,0.346265,0.446684,0.824585,0.471701
2022_920_England,England,McDonald's,group_or_knockout,3.461,0.539602,0.520194,0.486381,0.452957,0.471522
1982_336_El_Salvador,El Salvador,Budweiser,tournament,3.951,0.376966,0.268788,0.269332,0.592808,0.471277
1934_25_United_States,United States,Mengniu,tournament,3.873,0.28611,0.604512,0.333715,0.252885,0.471269
1982_335_Scotland,Scotland,Adidas,tournament,3.904,0.362315,0.331141,0.230564,0.659456,0.471192
2010_712_United_States,United States,Mengniu,group_or_knockout,3.465,0.542801,0.628934,0.473258,0.252885,0.470747
1958_123_Mexico,Mexico,Vivo,tournament,3.918,0.258585,0.562419,0.283018,0.362371,0.470413
1958_121_France,France,Qatar Airways,tournament,3.803,0.234483,0.400912,0.355553,0.829643,0.470112
2002_607_Turkey,Turkey,Hyundai,group_or_knockout,3.597,0.492571,0.345587,0.383185,0.730971,0.470075
1958_102_Germany,Germany,Coca-Cola,tournament,3.739,0.267766,0.406758,0.382975,0.834073,0.470074
1974_266_Germany,Germany,Coca-Cola,tournament,3.768,0.251158,0.403563,0.371402,0.834073,0.469977
2018_851_Japan,Japan,Adidas,group_or_knockout,3.439,0.574743,0.410149,0.408139,0.711341,0.469965
1998_563_Jamaica,Jamaica,Vivo,group_or_knockout,3.786,0.497857,0.490974,0.305993,0.189321,0.469923
2002_628_Poland,Poland,Coca-Cola,group_or_knockout,3.543,0.506028,0.356046,0.41232,0.746106,0.469799
1958_107_Hungary,Hungary,Adidas,tournament,3.903,0.182827,0.437252,0.344533,0.691749,0.469791
1974_257_German_DR,German DR,Visa,tournament,4.108,0.260915,0.240319,0.209328,0.656866,0.469767
2014_815_Switzerland,Switzerland,Visa,group_or_knockout,3.348,0.53717,0.449612,0.519741,0.745008,0.469744
1962_145_Argentina,Argentina,Hyundai,tournament,3.759,0.288771,0.358656,0.386897,0.824585,0.469604
2002_584_Denmark,Denmark,Adidas,group_or_knockout,3.357,0.513343,0.410869,0.527273,0.837247,0.469592
1998_519_Cameroon,Cameroon,Hyundai,group_or_knockout,3.631,0.478367,0.337861,0.41688,0.654762,0.469399
1938_49_Czechoslovakia,Czechoslovakia,Coca-Cola,tournament,3.999,0.132521,0.411094,0.327541,0.677672,0.46927
2014_774_Australia,Australia,Mengniu,group_or_knockout,3.585,0.565852,0.542334,0.362734,0.258668,0.469137
2014_818_Belgium,Belgium,Visa,group_or_knockout,3.529,0.516966,0.376368,0.413094,0.704752,0.46906
2010_769_Uruguay,Uruguay,Vivo,group_or_knockout,3.401,0.583317,0.609793,0.435508,0.360239,0.468972
1998_538_Denmark,Denmark,Adidas,group_or_knockout,3.503,0.434651,0.396023,0.457324,0.837247,0.468773
1994_505_Republic_of_Ireland,Republic of Ireland,Hisense,group_or_knockout,3.889,0.425837,0.281076,0.272608,0.556158,0.468736
1986_391_Belgium,Belgium,Visa,group_or_knockout,3.715,0.422487,0.364327,0.311095,0.704752,0.46872
1954_93_Switzerland,Switzerland,Visa,tournament,3.729,0.280301,0.395879,0.443813,0.745008,0.468501
1986_378_Canada,Canada,Qatar Airways,group_or_knockout,4.083,0.354021,0.259008,0.189532,0.482532,0.468451
2022_920_United_States,United States,Mengniu,group_or_knockout,3.461,0.539602,0.628245,0.465011,0.252885,0.467972
2006_685_Croatia,Croatia,Hisense,group_or_knockout,3.599,0.577239,0.281559,0.344678,0.688495,0.467935
1986_388_Italy,Italy,Visa,group_or_knockout,3.469,0.470236,0.3768,0.440563,0.874646,0.467791
1958_112_England,England,McDonald's,tournament,4.013,0.165794,0.459536,0.342298,0.452957,0.467681
2022_963_Croatia,Croatia,Hisense,group_or_knockout,3.567,0.603327,0.28682,0.34034,0.688495,0.467667
1974_237_Haiti,Haiti,Mengniu,tournament,3.976,0.41253,0.489956,0.221047,0.096571,0.467486
1950_73_Sweden,Sweden,Budweiser,tournament,3.662,0.336244,0.37493,0.486252,0.721092,0.467298
1990_423_Egypt,Egypt,Hyundai,group_or_knockout,3.887,0.380758,0.307295,0.244276,0.637317,0.467291
1990_449_Colombia,Colombia,Mengniu,group_or_knockout,3.643,0.445694,0.596981,0.378018,0.269293,0.467245
1998_547_Colombia,Colombia,Mengniu,group_or_knockout,3.494,0.498257,0.592944,0.511526,0.269293,0.46722
2002_636_South_Korea,South Korea,Hisense,group_or_knockout,3.524,0.489323,0.4248,0.419162,0.660317,0.46711
2002_594_South_Korea,South Korea,Hisense,group_or_knockout,3.553,0.465541,0.420228,0.420053,0.660317,0.466932
1998_572_Croatia,Croatia,Hisense,group_or_knockout,3.731,0.462772,0.2557,0.362172,0.688495,0.466728
1970_228_Uruguay,Uruguay,Vivo,tournament,3.811,0.261997,0.559409,0.402863,0.360239,0.465964
2018_850_England,England,McDonald's,group_or_knockout,3.427,0.561484,0.523389,0.454813,0.452957,0.465747
2022_947_Uruguay,Uruguay,Vivo,group_or_knockout,3.311,0.596049,0.6033,0.526712,0.360239,0.465521
1998_522_Paraguay,Paraguay,Hyundai,group_or_knockout,3.689,0.370348,0.402526,0.399752,0.64409,0.465314
2002_628_United_States,United States,Mengniu,group_or_knockout,3.543,0.506028,0.627166,0.383795,0.252885,0.465285
1930_3_Yugoslavia,Yugoslavia,Qatar Airways,tournament,4.006,0.111713,0.39034,0.389143,0.61998,0.4652
1970_213_England,England,McDonald's,tournament,4.021,0.193664,0.467108,0.259013,0.452957,0.465103
1950_73_Uruguay,Uruguay,Vivo,tournament,3.662,0.336244,0.564567,0.481736,0.360239,0.464716
1950_71_Spain,Spain,Budweiser,tournament,3.661,0.263654,0.454153,0.47596,0.728164,0.464657
1990_426_Cameroon,Cameroon,Hyundai,group_or_knockout,3.621,0.463735,0.332354,0.426728,0.654762,0.464584
1962_164_Germany,Germany,Coca-Cola,tournament,3.747,0.237099,0.397121,0.392172,0.834073,0.464467
2010_738_Chile,Chile,Hisense,group_or_knockout,3.545,0.491263,0.381135,0.416923,0.667483,0.464246
1998_547_Tunisia,Tunisia,Coca-Cola,group_or_knockout,3.494,0.498257,0.360721,0.492541,0.680922,0.463925
2006_646_Ecuador,Ecuador,McDonald's,group_or_knockout,3.566,0.532941,0.464837,0.434123,0.356037,0.46391
1958_136_Sweden,Sweden,Budweiser,tournament,3.692,0.352884,0.381372,0.383691,0.721092,0.463711
1938_51_Hungary,Hungary,Adidas,tournament,3.86,0.191014,0.433317,0.353392,0.691749,0.463596
1958_117_Hungary,Hungary,Adidas,tournament,3.704,0.272498,0.444916,0.430042,0.691749,0.463399
2006_653_Japan,Japan,Adidas,group_or_knockout,3.305,0.617634,0.41167,0.480619,0.711341,0.463244
2002_613_Cameroon,Cameroon,Hyundai,group_or_knockout,3.601,0.490511,0.338303,0.395644,0.654762,0.463227
1998_575_Croatia,Croatia,Hisense,group_or_knockout,3.83,0.43373,0.252309,0.24333,0.688495,0.462727
1970_208_Italy,Italy,Visa,tournament,3.769,0.25429,0.334522,0.372828,0.874646,0.462694
2014_823_Costa_Rica,Costa Rica,Visa,group_or_knockout,3.586,0.491236,0.397707,0.347527,0.635323,0.462424
1962_137_Argentina,Argentina,Hyundai,tournament,3.779,0.222751,0.337317,0.436686,0.824585,0.462176
1950_75_Spain,Spain,Budweiser,tournament,3.682,0.251345,0.452334,0.449395,0.728164,0.462068
2010_758_United_States,United States,Mengniu,group_or_knockout,3.428,0.556121,0.627064,0.444566,0.252885,0.461986
1954_97_Yugoslavia,Yugoslavia,Qatar Airways,tournament,3.763,0.254271,0.412902,0.451544,0.61998,0.461162
2022_952_Senegal,Senegal,Budweiser,group_or_knockout,3.388,0.530959,0.464478,0.363166,0.785861,0.461152
2002_592_China,China,Adidas,group_or_knockout,3.448,0.646969,0.252104,0.509491,0.587601,0.461007
2014_819_Portugal,Portugal,Mengniu,group_or_knockout,3.48,0.550685,0.519464,0.420335,0.379403,0.460995
1982_347_England,England,McDonald's,tournament,3.793,0.295337,0.475902,0.380735,0.452957,0.460871
1990_449_Cameroon,Cameroon,Hyundai,group_or_knockout,3.643,0.445694,0.326159,0.402353,0.654762,0.460451
2010_753_Spain,Spain,Budweiser,group_or_knockout,3.414,0.457257,0.492793,0.44174,0.728164,0.460422
1966_184_Russia,Russia,Hyundai,tournament,3.748,0.218947,0.40794,0.398267,0.802854,0.460351
1990_459_England,England,McDonald's,group_or_knockout,3.581,0.452446,0.504218,0.393609,0.452957,0.460285
1990_428_Yugoslavia,Yugoslavia,Qatar Airways,group_or_knockout,3.707,0.321171,0.429865,0.396884,0.61998,0.460174
1958_131_Germany,Germany,Coca-Cola,tournament,3.745,0.212037,0.388861,0.412352,0.834073,0.459895
2006_651_Iran,Iran,Adidas,group_or_knockout,3.434,0.574783,0.386437,0.452791,0.599925,0.459824
2006_673_Japan,Japan,Adidas,group_or_knockout,3.685,0.395266,0.376573,0.311948,0.711341,0.459763
2014_785_United_States,United States,Mengniu,group_or_knockout,3.337,0.590333,0.626766,0.499799,0.252885,0.459142
2022_932_Portugal,Portugal,Mengniu,group_or_knockout,3.479,0.550433,0.519464,0.407822,0.379403,0.45899
1958_102_Argentina,Argentina,Hyundai,tournament,3.739,0.267766,0.348772,0.384405,0.824585,0.458888
1990_457_Republic_of_Ireland,Republic of Ireland,Hisense,group_or_knockout,3.978,0.347336,0.26023,0.22564,0.556158,0.458791
1970_231_Uruguay,Uruguay,Vivo,tournament,3.761,0.281085,0.557293,0.394488,0.360239,0.458693
1934_26_Netherlands,Netherlands,Hisense,tournament,3.701,0.170856,0.450957,0.416303,0.882297,0.458661
2018_851_Colombia,Colombia,Mengniu,group_or_knockout,3.439,0.574743,0.607348,0.389387,0.269293,0.458631
2002_594_Poland,Poland,Coca-Cola,group_or_knockout,3.553,0.465541,0.345967,0.392743,0.746106,0.458321
2022_915_Uruguay,Uruguay,Vivo,group_or_knockout,3.412,0.519693,0.589143,0.47028,0.360239,0.458307
2018_838_Uruguay,Uruguay,Vivo,group_or_knockout,3.422,0.511688,0.589389,0.467194,0.360239,0.458142
1958_134_Germany,Germany,Coca-Cola,tournament,3.666,0.285903,0.403954,0.375809,0.834073,0.458077
2018_862_Serbia,Serbia,Vivo,group_or_knockout,3.357,0.676297,0.497735,0.461234,0.299325,0.45804
2014_779_Ivory_Coast,Ivory Coast,McDonald's,group_or_knockout,3.408,0.634177,0.499358,0.47297,0.270527,0.457945
2006_687_Ghana,Ghana,Vivo,group_or_knockout,3.374,0.593468,0.570967,0.460313,0.314982,0.457808
2026_966_Czech_Republic,Czech Republic,Mengniu,group_or_knockout,3.563,0.56645,0.621875,0.244793,0.209127,0.457757
2010_713_South_Korea,South Korea,Hisense,group_or_knockout,3.502,0.48398,0.419735,0.3978,0.660317,0.457669
2006_696_Netherlands,Netherlands,Hisense,group_or_knockout,3.341,0.416475,0.494561,0.475617,0.882297,0.457445
1990_436_South_Korea,South Korea,Hisense,group_or_knockout,3.519,0.469562,0.418605,0.395871,0.660317,0.457395
1974_238_Argentina,Argentina,Hyundai,tournament,3.456,0.428839,0.380529,0.480665,0.824585,0.457385
2002_597_Portugal,Portugal,Mengniu,group_or_knockout,3.368,0.602968,0.523738,0.464392,0.379403,0.45722
1978_296_Austria,Austria,McDonald's,tournament,3.37,0.501734,0.662571,0.472121,0.335321,0.457009
1982_311_Italy,Italy,Visa,tournament,3.767,0.259308,0.33521,0.325282,0.874646,0.456869
2014_793_Colombia,Colombia,Mengniu,group_or_knockout,3.469,0.540148,0.600957,0.396521,0.269293,0.456819
1986_392_Portugal,Portugal,Mengniu,group_or_knockout,3.487,0.507613,0.507074,0.463705,0.379403,0.456749
1970_214_Germany,Germany,Coca-Cola,tournament,3.401,0.446143,0.431334,0.453201,0.834073,0.456531
