match_id,year,team_a,team_b,stage,neutral_site,host_advantage_a,stadium_capacity_k,temperature_c,humidity,weather,event_attention_m,media_reposts_k,result,city,country,date
399,1986,Argentina,Uruguay,group_or_knockout,True,0.0,64.9,12.6,22.5,clear,47.62,112.86,A_win,Puebla,Mexico,1986-06-16
400,1986,Brazil,Poland,group_or_knockout,True,0.0,48.8,28.2,81.5,cloudy,54.22,199.62,A_win,Guadalajara,Mexico,1986-06-16
401,1986,Italy,France,group_or_knockout,True,0.0,55.7,20.7,60.7,cloudy,49.82,197.14,B_win,Mexico City,Mexico,1986-06-17
402,1986,Morocco,Germany,group_or_knockout,True,0.0,60.6,25.3,74.0,rain,47.62,165.76,B_win,Monterrey,Mexico,1986-06-17
403,1986,Denmark,Spain,group_or_knockout,True,0.0,68.7,16.2,43.6,rain,58.62,128.0,B_win,Querétaro,Mexico,1986-06-18
404,1986,England,Paraguay,group_or_knockout,True,0.0,52.9,31.0,33.2,clear,52.02,220.48,A_win,Mexico City,Mexico,1986-06-18
405,1986,Brazil,France,group_or_knockout,True,0.0,64.8,30.5,62.2,clear,49.82,200.86,draw,Guadalajara,Mexico,1986-06-21
406,1986,Mexico,Germany,group_or_knockout,False,0.18,54.5,28.8,57.5,cloudy,45.42,153.52,draw,Monterrey,Mexico,1986-06-21
407,1986,Argentina,England,group_or_knockout,True,0.0,56.5,13.9,50.1,cloudy,52.02,157.41,A_win,Mexico City,Mexico,1986-06-22
408,1986,Spain,Belgium,group_or_knockout,True,0.0,68.8,28.0,59.4,clear,49.82,151.67,draw,Puebla,Mexico,1986-06-22
409,1986,Argentina,Belgium,group_or_knockout,True,0.0,32.1,25.4,96.0,clear,49.82,139.26,A_win,Mexico City,Mexico,1986-06-25
410,1986,France,Germany,group_or_knockout,True,0.0,41.1,13.4,71.4,rain,49.82,170.35,B_win,Guadalajara,Mexico,1986-06-25
411,1986,France,Belgium,group_or_knockout,True,0.0,38.7,22.9,74.8,cloudy,58.62,168.98,A_win,Puebla,Mexico,1986-06-28
412,1986,Argentina,Germany,group_or_knockout,True,0.0,27.7,25.2,71.5,clear,56.42,127.13,A_win,Mexico City,Mexico,1986-06-29
413,1990,Argentina,Cameroon,group_or_knockout,True,0.0,49.2,26.3,81.7,cloudy,49.08,104.57,B_win,Milan,Italy,1990-06-08
414,1990,Italy,Austria,group_or_knockout,False,0.18,67.7,24.1,55.0,hot,49.08,113.62,A_win,Rome,Italy,1990-06-09
415,1990,Russia,Romania,group_or_knockout,True,0.0,54.3,24.7,25.1,clear,51.28,155.94,B_win,Bari,Italy,1990-06-09
416,1990,United Arab Emirates,Colombia,group_or_knockout,True,0.0,60.6,31.8,55.0,hot,51.28,145.44,B_win,Bologna,Italy,1990-06-09
417,1990,Brazil,Sweden,group_or_knockout,True,0.0,72.2,30.4,71.0,clear,53.48,162.33,A_win,Turin,Italy,1990-06-10
418,1990,Germany,Yugoslavia,group_or_knockout,True,0.0,75.3,5.8,42.5,cloudy,57.88,190.3,A_win,Milan,Italy,1990-06-10
419,1990,United States,Czechoslovakia,group_or_knockout,True,0.0,57.1,21.1,55.2,cloudy,60.08,144.03,B_win,Florence,Italy,1990-06-10
420,1990,Costa Rica,Scotland,group_or_knockout,True,0.0,75.6,22.0,46.9,clear,49.08,211.42,A_win,Genoa,Italy,1990-06-11
421,1990,England,Republic of Ireland,group_or_knockout,True,0.0,59.2,12.5,82.0,hot,51.28,135.96,draw,Cagliari,Italy,1990-06-11
422,1990,Belgium,South Korea,group_or_knockout,True,0.0,47.1,23.6,70.0,cloudy,51.28,129.79,A_win,Verona,Italy,1990-06-12
423,1990,Netherlands,Egypt,group_or_knockout,True,0.0,50.3,30.5,68.4,windy,51.28,167.73,draw,Palermo,Italy,1990-06-12
424,1990,Argentina,Russia,group_or_knockout,True,0.0,38.8,16.5,67.9,clear,51.28,87.63,A_win,Naples,Italy,1990-06-13
425,1990,Uruguay,Spain,group_or_knockout,True,0.0,46.5,25.0,57.4,hot,46.88,107.37,draw,Udine,Italy,1990-06-13
426,1990,Cameroon,Romania,group_or_knockout,True,0.0,53.3,17.5,61.2,windy,53.48,201.14,A_win,Bari,Italy,1990-06-14
427,1990,Italy,United States,group_or_knockout,False,0.18,68.4,19.0,39.0,cloudy,49.08,86.23,A_win,Rome,Italy,1990-06-14
428,1990,Yugoslavia,Colombia,group_or_knockout,True,0.0,80.4,31.9,23.0,clear,49.08,191.78,A_win,Bologna,Italy,1990-06-14
429,1990,Austria,Czechoslovakia,group_or_knockout,True,0.0,40.0,19.7,60.4,rain,49.08,214.13,B_win,Florence,Italy,1990-06-15
430,1990,Germany,United Arab Emirates,group_or_knockout,True,0.0,63.1,25.8,63.2,cloudy,60.08,154.81,A_win,Milan,Italy,1990-06-15
431,1990,Brazil,Costa Rica,group_or_knockout,True,0.0,44.5,11.8,77.3,windy,49.08,152.19,A_win,Turin,Italy,1990-06-16
432,1990,England,Netherlands,group_or_knockout,True,0.0,64.2,34.2,83.1,cloudy,46.88,183.27,draw,Cagliari,Italy,1990-06-16
433,1990,Sweden,Scotland,group_or_knockout,True,0.0,56.3,26.6,83.1,clear,53.48,134.1,B_win,Genoa,Italy,1990-06-16
434,1990,Belgium,Uruguay,group_or_knockout,True,0.0,34.2,21.9,42.0,clear,55.68,202.88,A_win,Verona,Italy,1990-06-17
435,1990,Republic of Ireland,Egypt,group_or_knockout,True,0.0,70.1,26.5,52.4,rain,46.88,111.02,draw,Palermo,Italy,1990-06-17
436,1990,South Korea,Spain,group_or_knockout,True,0.0,50.1,14.5,65.7,windy,55.68,139.2,B_win,Udine,Italy,1990-06-17
437,1990,Argentina,Romania,group_or_knockout,True,0.0,51.1,30.1,96.0,clear,51.28,117.15,draw,Naples,Italy,1990-06-18
438,1990,Cameroon,Russia,group_or_knockout,True,0.0,44.1,21.1,81.7,rain,55.68,175.14,B_win,Bari,Italy,1990-06-18
439,1990,Austria,United States,group_or_knockout,True,0.0,49.5,21.8,75.9,windy,53.48,211.35,A_win,Florence,Italy,1990-06-19
440,1990,Germany,Colombia,group_or_knockout,True,0.0,63.6,20.1,51.8,clear,51.28,139.18,draw,Milan,Italy,1990-06-19
441,1990,Italy,Czechoslovakia,group_or_knockout,False,0.18,55.5,19.5,43.9,clear,51.28,102.65,A_win,Rome,Italy,1990-06-19
442,1990,Yugoslavia,United Arab Emirates,group_or_knockout,True,0.0,62.3,27.2,70.6,rain,57.88,122.15,A_win,Bologna,Italy,1990-06-19
443,1990,Brazil,Scotland,group_or_knockout,True,0.0,62.7,24.5,40.4,cloudy,49.08,156.64,A_win,Turin,Italy,1990-06-20
444,1990,Sweden,Costa Rica,group_or_knockout,True,0.0,75.2,26.9,54.2,clear,53.48,256.12,B_win,Genoa,Italy,1990-06-20
445,1990,Belgium,Spain,group_or_knockout,True,0.0,53.5,22.9,56.2,hot,53.48,170.64,B_win,Verona,Italy,1990-06-21
446,1990,England,Egypt,group_or_knockout,True,0.0,38.8,26.1,83.5,cloudy,49.08,125.85,A_win,Cagliari,Italy,1990-06-21
447,1990,Republic of Ireland,Netherlands,group_or_knockout,True,0.0,71.9,20.5,52.3,hot,51.28,181.6,draw,Palermo,Italy,1990-06-21
448,1990,South Korea,Uruguay,group_or_knockout,True,0.0,53.7,36.4,19.0,hot,49.08,131.16,B_win,Udine,Italy,1990-06-21
449,1990,Cameroon,Colombia,group_or_knockout,True,0.0,72.5,13.6,66.1,rain,53.48,137.47,A_win,Naples,Italy,1990-06-23
450,1990,Czechoslovakia,Costa Rica,group_or_knockout,True,0.0,63.0,30.6,46.8,cloudy,57.88,126.47,A_win,Bari,Italy,1990-06-23
451,1990,Brazil,Argentina,group_or_knockout,True,0.0,56.3,31.2,58.7,clear,49.08,208.06,B_win,Turin,Italy,1990-06-24
452,1990,Germany,Netherlands,group_or_knockout,True,0.0,62.5,17.9,56.6,cloudy,53.48,75.06,A_win,Milan,Italy,1990-06-24
453,1990,Republic of Ireland,Romania,group_or_knockout,True,0.0,83.4,36.4,53.6,clear,46.88,167.5,draw,Genoa,Italy,1990-06-25
454,1990,Italy,Uruguay,group_or_knockout,False,0.18,85.0,29.0,70.6,cloudy,51.28,128.7,A_win,Rome,Italy,1990-06-25
455,1990,England,Belgium,group_or_knockout,True,0.0,58.9,28.8,33.5,clear,49.08,125.03,A_win,Bologna,Italy,1990-06-26
456,1990,Spain,Yugoslavia,group_or_knockout,True,0.0,60.1,23.2,49.7,cloudy,53.48,245.47,B_win,Verona,Italy,1990-06-26
457,1990,Italy,Republic of Ireland,group_or_knockout,False,0.18,72.0,21.7,68.9,clear,49.08,114.83,A_win,Rome,Italy,1990-06-30
458,1990,Yugoslavia,Argentina,group_or_knockout,True,0.0,47.0,21.7,48.2,clear,46.88,110.74,draw,Florence,Italy,1990-06-30
459,1990,Cameroon,England,group_or_knockout,True,0.0,62.3,25.3,32.3,clear,57.88,159.47,B_win,Naples,Italy,1990-07-01
460,1990,Germany,Czechoslovakia,group_or_knockout,True,0.0,57.7,31.4,68.7,cloudy,49.08,157.48,A_win,Milan,Italy,1990-07-01
461,1990,Italy,Argentina,group_or_knockout,False,0.18,62.1,24.1,76.0,rain,51.28,129.49,draw,Naples,Italy,1990-07-03
462,1990,Germany,England,group_or_knockout,True,0.0,47.2,17.5,57.3,clear,51.28,94.31,draw,Turin,Italy,1990-07-04
463,1990,Italy,England,group_or_knockout,False,0.18,37.3,27.9,26.6,hot,53.48,119.93,A_win,Bari,Italy,1990-07-07
464,1990,Germany,Argentina,group_or_knockout,True,0.0,31.1,28.5,69.3,hot,49.08,200.78,A_win,Rome,Italy,1990-07-08
465,1994,Germany,Bolivia,group_or_knockout,True,0.0,43.5,26.9,31.4,clear,50.53,147.45,A_win,Chicago,United States,1994-06-17
466,1994,Spain,South Korea,group_or_knockout,True,0.0,52.0,27.5,62.9,cloudy,57.13,185.24,draw,Dallas,United States,1994-06-17
467,1994,Colombia,Romania,group_or_knockout,True,0.0,54.2,21.4,43.8,clear,57.13,151.73,B_win,Pasadena,United States,1994-06-18
468,1994,Italy,Republic of Ireland,group_or_knockout,True,0.0,83.2,17.4,39.4,clear,50.53,120.05,B_win,East Rutherford,United States,1994-06-18
469,1994,United States,Switzerland,group_or_knockout,False,0.18,72.4,17.8,50.9,cloudy,52.73,241.03,draw,Pontiac,United States,1994-06-18
470,1994,Belgium,Morocco,group_or_knockout,True,0.0,45.5,13.2,55.1,clear,50.53,136.99,A_win,Orlando,United States,1994-06-19
471,1994,Cameroon,Sweden,group_or_knockout,True,0.0,62.5,24.4,47.7,hot,57.13,144.2,draw,Pasadena,United States,1994-06-19
472,1994,Norway,Mexico,group_or_knockout,True,0.0,52.7,22.5,67.4,windy,50.53,196.27,A_win,"Washington, D.C.",United States,1994-06-19
473,1994,Brazil,Russia,group_or_knockout,True,0.0,54.3,20.4,50.9,hot,52.73,123.09,A_win,Palo Alto,United States,1994-06-20
474,1994,Netherlands,Saudi Arabia,group_or_knockout,True,0.0,60.4,5.3,73.7,cloudy,54.93,132.89,A_win,"Washington, D.C.",United States,1994-06-20
475,1994,Argentina,Greece,group_or_knockout,True,0.0,66.0,15.5,62.5,cloudy,57.13,163.73,A_win,Foxborough,United States,1994-06-21
476,1994,Germany,Spain,group_or_knockout,True,0.0,53.6,29.7,46.8,windy,52.73,150.7,draw,Chicago,United States,1994-06-21
477,1994,Nigeria,Bulgaria,group_or_knockout,True,0.0,71.8,19.0,44.1,clear,54.93,168.81,A_win,Dallas,United States,1994-06-21
478,1994,Romania,Switzerland,group_or_knockout,True,0.0,43.2,25.2,31.6,clear,59.33,304.53,B_win,Pontiac,United States,1994-06-22
479,1994,United States,Colombia,group_or_knockout,False,0.18,58.1,14.7,62.7,cloudy,54.93,172.47,A_win,Pasadena,United States,1994-06-22
480,1994,Italy,Norway,group_or_knockout,True,0.0,91.8,31.6,52.3,clear,50.53,74.2,A_win,East Rutherford,United States,1994-06-23
481,1994,South Korea,Bolivia,group_or_knockout,True,0.0,60.9,22.1,20.0,clear,48.33,151.32,draw,Foxborough,United States,1994-06-23
482,1994,Brazil,Cameroon,group_or_knockout,True,0.0,76.6,24.7,49.4,clear,54.93,158.64,A_win,Palo Alto,United States,1994-06-24
483,1994,Mexico,Republic of Ireland,group_or_knockout,True,0.0,59.2,37.0,43.6,cloudy,54.93,158.89,A_win,Orlando,United States,1994-06-24
484,1994,Sweden,Russia,group_or_knockout,True,0.0,65.6,32.1,83.2,clear,57.13,174.9,A_win,Pontiac,United States,1994-06-24
485,1994,Argentina,Nigeria,group_or_knockout,True,0.0,57.3,21.2,30.8,clear,54.93,155.72,A_win,Foxborough,United States,1994-06-25
486,1994,Belgium,Netherlands,group_or_knockout,True,0.0,55.8,19.4,34.9,clear,50.53,142.29,A_win,Orlando,United States,1994-06-25
487,1994,Saudi Arabia,Morocco,group_or_knockout,True,0.0,47.9,21.0,75.8,clear,54.93,186.37,A_win,East Rutherford,United States,1994-06-25
488,1994,Bulgaria,Greece,group_or_knockout,True,0.0,63.6,26.1,79.7,hot,57.13,140.27,A_win,Chicago,United States,1994-06-26
489,1994,Switzerland,Colombia,group_or_knockout,True,0.0,46.9,22.4,46.1,clear,52.73,115.56,B_win,Palo Alto,United States,1994-06-26
490,1994,United States,Romania,group_or_knockout,False,0.18,66.7,20.6,47.9,rain,50.53,336.71,B_win,Pasadena,United States,1994-06-26
491,1994,Bolivia,Spain,group_or_knockout,True,0.0,72.1,31.8,67.9,rain,57.13,133.61,B_win,Chicago,United States,1994-06-27
492,1994,Germany,South Korea,group_or_knockout,True,0.0,62.8,22.3,20.8,clear,59.33,174.37,A_win,Dallas,United States,1994-06-27
493,1994,Brazil,Sweden,group_or_knockout,True,0.0,54.3,36.8,28.2,hot,52.73,99.13,draw,Pontiac,United States,1994-06-28
494,1994,Republic of Ireland,Norway,group_or_knockout,True,0.0,63.9,23.5,53.5,rain,48.33,142.69,draw,East Rutherford,United States,1994-06-28
495,1994,Italy,Mexico,group_or_knockout,True,0.0,54.0,33.7,82.8,cloudy,52.73,116.03,draw,"Washington, D.C.",United States,1994-06-28
496,1994,Russia,Cameroon,group_or_knockout,True,0.0,70.2,25.1,51.0,clear,63.73,160.9,A_win,Palo Alto,United States,1994-06-28
497,1994,Belgium,Saudi Arabia,group_or_knockout,True,0.0,34.2,28.8,59.6,clear,50.53,193.48,B_win,"Washington, D.C.",United States,1994-06-29
498,1994,Morocco,Netherlands,group_or_knockout,True,0.0,53.6,18.7,76.1,windy,54.93,179.15,B_win,Orlando,United States,1994-06-29
499,1994,Argentina,Bulgaria,group_or_knockout,True,0.0,32.1,17.9,91.7,rain,52.73,176.68,B_win,Dallas,United States,1994-06-30
500,1994,Greece,Nigeria,group_or_knockout,True,0.0,38.6,25.8,48.8,windy,52.73,91.77,B_win,Foxborough,United States,1994-06-30
501,1994,Germany,Belgium,group_or_knockout,True,0.0,75.7,28.9,57.7,hot,59.33,283.57,A_win,Chicago,United States,1994-07-02
502,1994,Spain,Switzerland,group_or_knockout,True,0.0,69.6,23.2,87.2,clear,54.93,112.43,A_win,"Washington, D.C.",United States,1994-07-02
503,1994,Romania,Argentina,group_or_knockout,True,0.0,48.6,15.3,33.6,rain,59.33,260.11,A_win,Pasadena,United States,1994-07-03
504,1994,Saudi Arabia,Sweden,group_or_knockout,True,0.0,38.5,14.8,74.4,cloudy,57.13,217.32,B_win,Dallas,United States,1994-07-03
505,1994,Netherlands,Republic of Ireland,group_or_knockout,True,0.0,24.0,14.4,41.7,rain,52.73,177.12,A_win,Orlando,United States,1994-07-04
506,1994,United States,Brazil,group_or_knockout,False,0.18,50.9,12.4,59.6,clear,50.53,113.66,B_win,Palo Alto,United States,1994-07-04
507,1994,Mexico,Bulgaria,group_or_knockout,True,0.0,89.5,23.7,54.1,clear,52.73,157.22,draw,East Rutherford,United States,1994-07-05
508,1994,Nigeria,Italy,group_or_knockout,True,0.0,63.7,29.8,42.7,rain,54.93,137.58,B_win,Foxborough,United States,1994-07-05
509,1994,Italy,Spain,group_or_knockout,True,0.0,50.7,22.9,42.3,rain,54.93,158.25,A_win,Foxborough,United States,1994-07-09
510,1994,Netherlands,Brazil,group_or_knockout,True,0.0,64.0,9.4,62.4,cloudy,59.33,158.09,B_win,Dallas,United States,1994-07-09
511,1994,Bulgaria,Germany,group_or_knockout,True,0.0,37.7,21.9,73.9,clear,54.93,88.7,A_win,East Rutherford,United States,1994-07-10
512,1994,Romania,Sweden,group_or_knockout,True,0.0,54.1,22.0,55.9,clear,57.13,223.5,draw,Palo Alto,United States,1994-07-10
513,1994,Bulgaria,Italy,group_or_knockout,True,0.0,59.3,35.6,59.1,windy,54.93,153.45,B_win,East Rutherford,United States,1994-07-13
514,1994,Sweden,Brazil,group_or_knockout,True,0.0,56.9,14.3,67.1,cloudy,50.53,126.07,B_win,Pasadena,United States,1994-07-13
515,1994,Sweden,Bulgaria,group_or_knockout,True,0.0,68.3,20.7,42.5,cloudy,57.13,139.55,A_win,Pasadena,United States,1994-07-16
516,1994,Brazil,Italy,group_or_knockout,True,0.0,62.5,33.2,69.8,cloudy,48.33,152.69,draw,Pasadena,United States,1994-07-17
517,1998,Brazil,Scotland,group_or_knockout,True,0.0,66.7,25.7,71.1,clear,56.39,125.47,A_win,Saint-Denis,France,1998-06-10
518,1998,Morocco,Norway,group_or_knockout,True,0.0,49.1,26.4,96.0,cloudy,58.59,89.04,draw,Montpellier,France,1998-06-10
519,1998,Cameroon,Austria,group_or_knockout,True,0.0,69.7,23.7,52.0,cloudy,54.19,173.55,draw,Toulouse,France,1998-06-11
520,1998,Italy,Chile,group_or_knockout,True,0.0,79.2,25.0,50.7,hot,58.59,193.62,draw,Bordeaux,France,1998-06-11
521,1998,France,South Africa,group_or_knockout,False,0.18,45.4,27.7,70.3,hot,56.39,152.38,A_win,Marseille,France,1998-06-12
522,1998,Paraguay,Bulgaria,group_or_knockout,True,0.0,46.5,18.1,71.1,windy,49.79,103.17,draw,Montpellier,France,1998-06-12
523,1998,Saudi Arabia,Denmark,group_or_knockout,True,0.0,75.4,28.3,49.4,cloudy,51.99,152.32,B_win,Lens,France,1998-06-12
524,1998,South Korea,Mexico,group_or_knockout,True,0.0,55.5,14.8,51.5,cloudy,58.59,111.11,B_win,Lyon,France,1998-06-13
525,1998,Netherlands,Belgium,group_or_knockout,True,0.0,76.2,25.0,66.7,rain,49.79,106.72,draw,Saint-Denis,France,1998-06-13
526,1998,Spain,Nigeria,group_or_knockout,True,0.0,52.2,24.1,44.8,hot,60.79,140.78,B_win,Nantes,France,1998-06-13
527,1998,Argentina,Japan,group_or_knockout,True,0.0,76.9,19.3,51.4,cloudy,51.99,188.17,A_win,Toulouse,France,1998-06-14
528,1998,Jamaica,Croatia,group_or_knockout,True,0.0,59.7,22.9,59.4,rain,58.59,151.26,B_win,Lens,France,1998-06-14
529,1998,Serbia,Iran,group_or_knockout,True,0.0,61.4,19.3,73.9,rain,51.99,131.06,A_win,Saint-Étienne,France,1998-06-14
530,1998,England,Tunisia,group_or_knockout,True,0.0,78.3,16.6,48.3,rain,54.19,267.68,A_win,Marseille,France,1998-06-15
531,1998,Germany,United States,group_or_knockout,True,0.0,53.3,20.9,28.5,rain,54.19,170.92,A_win,Paris,France,1998-06-15
532,1998,Romania,Colombia,group_or_knockout,True,0.0,45.8,16.4,27.3,clear,51.99,163.36,A_win,Lyon,France,1998-06-15
533,1998,Brazil,Morocco,group_or_knockout,True,0.0,52.2,24.9,37.8,cloudy,56.39,145.3,A_win,Nantes,France,1998-06-16
534,1998,Scotland,Norway,group_or_knockout,True,0.0,63.9,16.1,37.0,cloudy,54.19,131.04,draw,Bordeaux,France,1998-06-16
535,1998,Chile,Austria,group_or_knockout,True,0.0,37.6,27.3,55.5,clear,54.19,83.96,draw,Saint-Étienne,France,1998-06-17
536,1998,Italy,Cameroon,group_or_knockout,True,0.0,66.3,15.9,39.0,hot,56.39,211.36,A_win,Montpellier,France,1998-06-17
537,1998,France,Saudi Arabia,group_or_knockout,False,0.18,51.0,19.6,46.8,cloudy,58.59,189.82,A_win,Saint-Denis,France,1998-06-18
538,1998,South Africa,Denmark,group_or_knockout,True,0.0,72.9,19.3,45.6,clear,54.19,147.28,draw,Toulouse,France,1998-06-18
539,1998,Nigeria,Bulgaria,group_or_knockout,True,0.0,26.9,31.0,51.0,rain,51.99,142.97,A_win,Paris,France,1998-06-19
540,1998,Spain,Paraguay,group_or_knockout,True,0.0,47.8,25.0,79.2,rain,49.79,174.85,draw,Saint-Étienne,France,1998-06-19
541,1998,Belgium,Mexico,group_or_knockout,True,0.0,36.1,21.7,68.6,rain,58.59,108.34,draw,Bordeaux,France,1998-06-20
542,1998,Japan,Croatia,group_or_knockout,True,0.0,47.3,26.0,58.3,clear,51.99,125.95,B_win,Nantes,France,1998-06-20
543,1998,Netherlands,South Korea,group_or_knockout,True,0.0,61.2,10.4,50.6,hot,60.79,126.38,A_win,Marseille,France,1998-06-20
544,1998,Argentina,Jamaica,group_or_knockout,True,0.0,55.7,22.7,51.1,clear,60.79,285.27,A_win,Paris,France,1998-06-21
545,1998,Germany,Serbia,group_or_knockout,True,0.0,54.7,35.0,63.2,cloudy,58.59,213.95,draw,Lens,France,1998-06-21
546,1998,United States,Iran,group_or_knockout,True,0.0,55.9,23.8,67.3,clear,56.39,86.97,B_win,Lyon,France,1998-06-21
547,1998,Colombia,Tunisia,group_or_knockout,True,0.0,60.6,23.4,43.5,cloudy,51.99,97.24,A_win,Montpellier,France,1998-06-22
548,1998,Romania,England,group_or_knockout,True,0.0,44.9,26.3,58.6,rain,56.39,155.28,A_win,Toulouse,France,1998-06-22
549,1998,Brazil,Norway,group_or_knockout,True,0.0,67.2,28.4,25.5,cloudy,56.39,141.18,B_win,Marseille,France,1998-06-23
550,1998,Chile,Cameroon,group_or_knockout,True,0.0,66.6,11.0,61.4,cloudy,54.19,106.88,draw,Nantes,France,1998-06-23
551,1998,Italy,Austria,group_or_knockout,True,0.0,63.0,12.9,70.2,rain,56.39,277.78,A_win,Saint-Denis,France,1998-06-23
552,1998,Scotland,Morocco,group_or_knockout,True,0.0,65.2,24.3,53.5,rain,56.39,175.88,B_win,Saint-Étienne,France,1998-06-23
553,1998,France,Denmark,group_or_knockout,False,0.18,61.9,18.7,87.1,clear,56.39,184.06,A_win,Lyon,France,1998-06-24
554,1998,Nigeria,Paraguay,group_or_knockout,True,0.0,84.5,30.9,43.9,windy,58.59,137.94,B_win,Toulouse,France,1998-06-24
555,1998,South Africa,Saudi Arabia,group_or_knockout,True,0.0,56.9,21.1,61.5,rain,58.59,204.96,draw,Bordeaux,France,1998-06-24
556,1998,Spain,Bulgaria,group_or_knockout,True,0.0,54.0,11.4,57.4,windy,65.19,167.47,A_win,Lens,France,1998-06-24
557,1998,Belgium,South Korea,group_or_knockout,True,0.0,48.2,15.4,56.4,windy,54.19,143.05,draw,Paris,France,1998-06-25
558,1998,Germany,Iran,group_or_knockout,True,0.0,44.6,6.5,56.2,hot,54.19,183.75,A_win,Montpellier,France,1998-06-25
559,1998,Netherlands,Mexico,group_or_knockout,True,0.0,41.8,21.6,59.7,rain,58.59,106.11,draw,Saint-Étienne,France,1998-06-25
560,1998,United States,Serbia,group_or_knockout,True,0.0,46.4,21.9,71.6,cloudy,51.99,232.34,B_win,Nantes,France,1998-06-25
561,1998,Argentina,Croatia,group_or_knockout,True,0.0,57.1,20.5,80.0,clear,51.99,156.35,A_win,Bordeaux,France,1998-06-26
562,1998,Colombia,England,group_or_knockout,True,0.0,62.3,29.5,58.0,cloudy,54.19,221.66,B_win,Lens,France,1998-06-26
563,1998,Japan,Jamaica,group_or_knockout,True,0.0,58.7,30.2,71.0,rain,56.39,119.24,B_win,Lyon,France,1998-06-26
564,1998,Romania,Tunisia,group_or_knockout,True,0.0,48.0,22.0,46.8,cloudy,54.19,119.58,draw,Saint-Denis,France,1998-06-26
565,1998,Brazil,Chile,group_or_knockout,True,0.0,69.7,10.2,70.3,hot,60.79,125.47,A_win,Paris,France,1998-06-27
566,1998,Italy,Norway,group_or_knockout,True,0.0,67.6,26.7,45.8,clear,51.99,159.36,A_win,Marseille,France,1998-06-27
567,1998,France,Paraguay,group_or_knockout,False,0.18,55.9,26.3,75.5,clear,51.99,151.34,A_win,Lens,France,1998-06-28
568,1998,Nigeria,Denmark,group_or_knockout,True,0.0,49.5,24.9,93.4,cloudy,60.79,152.53,B_win,Saint-Denis,France,1998-06-28
569,1998,Germany,Mexico,group_or_knockout,True,0.0,65.1,28.9,56.0,cloudy,56.39,121.31,A_win,Montpellier,France,1998-06-29
570,1998,Netherlands,Serbia,group_or_knockout,True,0.0,60.4,16.0,22.9,clear,56.39,113.03,A_win,Toulouse,France,1998-06-29
571,1998,Argentina,England,group_or_knockout,True,0.0,39.2,35.1,49.2,clear,58.59,165.17,draw,Saint-Étienne,France,1998-06-30
572,1998,Romania,Croatia,group_or_knockout,True,0.0,57.1,17.2,77.7,hot,51.99,130.41,B_win,Bordeaux,France,1998-06-30
573,1998,Brazil,Denmark,group_or_knockout,True,0.0,61.4,27.5,66.8,cloudy,60.79,143.37,A_win,Nantes,France,1998-07-03
574,1998,France,Italy,group_or_knockout,False,0.18,46.3,12.9,62.0,clear,49.79,219.42,draw,Saint-Denis,France,1998-07-03
575,1998,Germany,Croatia,group_or_knockout,True,0.0,60.5,17.4,74.1,clear,56.39,157.47,B_win,Lyon,France,1998-07-04
576,1998,Netherlands,Argentina,group_or_knockout,True,0.0,39.1,32.1,65.8,cloudy,56.39,229.96,A_win,Marseille,France,1998-07-04
577,1998,Brazil,Netherlands,group_or_knockout,True,0.0,75.4,21.4,77.5,clear,54.19,133.38,draw,Marseille,France,1998-07-07
578,1998,France,Croatia,group_or_knockout,False,0.18,74.2,28.0,72.7,rain,56.39,172.57,A_win,Saint-Denis,France,1998-07-08
579,1998,Netherlands,Croatia,group_or_knockout,True,0.0,54.7,24.4,82.3,rain,56.39,158.66,B_win,Paris,France,1998-07-11
580,1998,France,Brazil,group_or_knockout,False,0.18,62.7,22.4,63.7,clear,56.39,100.18,A_win,Saint-Denis,France,1998-07-12
581,2002,France,Senegal,group_or_knockout,True,0.0,26.7,31.2,72.5,cloudy,53.45,227.85,B_win,Seoul,South Korea,2002-05-31
582,2002,Germany,Saudi Arabia,group_or_knockout,True,0.0,43.0,21.6,53.1,clear,68.85,189.44,A_win,Sapporo,Japan,2002-06-01
583,2002,Republic of Ireland,Cameroon,group_or_knockout,True,0.0,54.2,12.3,48.4,clear,55.65,195.99,draw,Niigata,Japan,2002-06-01
584,2002,Uruguay,Denmark,group_or_knockout,True,0.0,44.1,18.2,85.3,hot,57.85,133.93,B_win,Ulsan,South Korea,2002-06-01
585,2002,Argentina,Nigeria,group_or_knockout,True,0.0,67.3,26.3,61.5,cloudy,53.45,145.85,A_win,Kashima,Japan,2002-06-02
586,2002,England,Sweden,group_or_knockout,True,0.0,84.0,25.4,70.9,hot,55.65,124.76,draw,Saitama,Japan,2002-06-02
587,2002,Paraguay,South Africa,group_or_knockout,True,0.0,42.7,13.6,60.0,clear,60.05,242.56,draw,Busan,South Korea,2002-06-02
588,2002,Spain,Slovenia,group_or_knockout,True,0.0,47.1,18.7,48.6,clear,60.05,187.24,A_win,Gwangju,South Korea,2002-06-02
589,2002,Brazil,Turkey,group_or_knockout,True,0.0,61.1,19.5,58.2,cloudy,57.85,183.21,A_win,Ulsan,South Korea,2002-06-03
590,2002,Croatia,Mexico,group_or_knockout,True,0.0,78.9,20.8,81.0,cloudy,53.45,223.42,B_win,Niigata,Japan,2002-06-03
591,2002,Italy,Ecuador,group_or_knockout,True,0.0,42.1,14.7,66.9,windy,55.65,219.83,A_win,Sapporo,Japan,2002-06-03
